name,label,predict,summary,description,人工初判
spausedd,工具,服务, Utility to detect and log scheduler pause, Utility to detect and log scheduler pause
texlive-xtab,工具,服务, Break tables across pages," Xtab is an extended and somewhat improved version of
supertabular; it provides tables that break across pages."
jack-audio-connection-kit-example-clients,工具,服务, Example clients that use Jack, Small example clients that use the Jack Audio Connection Kit.
ffmpegthumbnailer,工具,服务, Lightweight video thumbnailer that can be used by file managers, This video thumbnailer can be used to create thumbnails for your video files.
policycoreutils,工具,服务, SELinux policy core utilities," Security-enhanced Linux is a feature of the Linux庐 kernel and a number
of utilities with enhanced security functionality designed to add
mandatory access controls to Linux.  The Security-enhanced Linux
kernel contains new architectural components originally developed to
improve the security of the Flask operating system. These
architectural components provide general support for the enforcement
of many kinds of mandatory access control policies, including those
based on the concepts of Type Enforcement庐, Role-based Access
Control, and Multi-level Security.

policycoreutils contains the policy core utilities that are required
for basic operation of a SELinux system.  These utilities include
load_policy to load policies, setfiles to label filesystems, newrole
to switch roles."
gcc-toolset-9-elfutils-libs,工具,库, Libraries to handle compiled objects," The elfutils-libs package contains libraries which implement DWARF, ELF,
and machine-specific ELF handling.  These libraries are used by the programs
in the elfutils package.  The elfutils-devel package enables building
other programs using these libraries."
sg3_utils-libs,工具,库, Shared library for sg3_utils, This package contains the shared library for sg3_utils.
iptables-utils,工具,服务,iptables and ip6tables services for iptables ,"Utils for iptables.

Currently only provides nfnl_osf with the pf.os database. "
evolution-mapi-langpacks,工具,其它, Translations for evolution-mapi, This package contains translations for evolution-mapi.
docbook5-schemas,工具,库," Norman Walsh's schemas (DTD, Relax NG, W3C schema) for Docbook 5.X"," Docbook 5.X is a complete rewrite of Docbook in RELAX NG and not compatible
with previous Docbook versions. This package contains Relax NG , DTD and W3C
schema for Docbook 5.X. Syntax of those schemas is XML-compliant and is
developed by the OASIS consortium."
keentune-bench,工具,库, Benchmark script running models for KeenTune, Benchmark script running models for KeenTune
nbdkit-bash-completion,工具,库, Bash tab-completion for nbdkit," Install this package if you want intelligent bash tab-completion
for nbdkit."
orc-compiler,工具,库, Orc compiler," The Orc compiler, to produce optimized code."
totem,工具,服务, Movie player for GNOME," Totem is simple movie player for the GNOME desktop. It features a
simple playlist, a full-screen mode, seek and volume controls, as well as
a pretty complete keyboard navigation.

Totem is extensible through a plugin system."
wget,工具,服务, A utility for retrieving files using the HTTP or FTP protocols," GNU Wget is a file retrieval utility which can use either the HTTP or
FTP protocols. Wget features include the ability to work in the
background while you are logged out, recursive retrieval of
directories, file name wildcard matching, remote file timestamp
storage and comparison, use of Rest with FTP servers and Range with
HTTP servers to retrieve files over slow or unstable connections,
support for Proxy servers, and configurability."
eclipse-equinox-osgi,工具,库, Eclipse OSGi - Equinox, Eclipse OSGi - Equinox
gnome-system-monitor,工具,库, Process and resource monitor," gnome-system-monitor allows to graphically view and manipulate the running
processes on your system. It also provides an overview of available resources
such as CPU and memory."
cloud-utils-growpart,工具,服务, Script for growing a partition," This package provides the growpart script for growing a partition. It is
primarily used in cloud images in conjunction with the dracut-modules-growroot
package to grow the root partition on first boot."
scala-apidoc,工具,库, Documentation for the Scala programming language," Scala is a general purpose programming language for the JVM that blends
object-oriented and functional programming. This package provides
reference and API documentation for the Scala programming language."
maven-parent,工具,库, Apache Maven parent POM, Apache Maven parent POM file used by other Maven projects.
texlive-texlive-msg-translations,工具,服务, translations of the TeX Live installer and TeX Live Manager," This package contains the translated messages of the TeX Live
installer and TeX Live Manager.  For information on creating or
updating translations, see
http://tug.org/texlive/doc.html#install-tl-xlate."
maven-verifier,工具,服务, Maven verifier, Provides a test harness for Maven integration tests.
texlive-parskip,工具,库," Layout with zero \parindent, non-zero \parskip"," Simply changing \parskip and \parindent leaves a layout that is
untidy; this package (though it is no substitute for a
properly-designed class) helps alleviate this untidiness"
coreos-installer-dracut,工具,服务, coreos-installer provides coreos-installer as a dracut module.," This subpackage contains files and configuration to run coreos-installer
from the initramfs."
mpv,工具,服务, Movie player playing most video formats and DVDs," Mpv is a movie player based on MPlayer and mplayer2. It supports a wide variety
of video file formats, audio and video codecs, and subtitle types. Special
input URL types are available to read input from a variety of sources other
than disk files. Depending on platform, a variety of different video and audio
output methods are supported."
gcc-toolset-11-libgccjit,工具,库, Library for embedding GCC inside programs and libraries, This package contains shared library with GCC 11 JIT front-end.
gcc-toolset-9-gdb,工具,库," A GNU source-level debugger for C, C++, Fortran, Go and other languages"," GDB, the GNU debugger, allows you to debug programs written in C, C++,
Java, and other languages, by executing them in a controlled fashion
and printing their data."
texlive-kerkis,工具,其它, Kerkis (Greek) font family," Sans-serif Greek fonts to match the URW Bookman set (which are
distributed with Kerkis). The Kerkis font set has some support
for mathematics as well as other glyphs missing from the base
URW Bookman fonts (the URW fonts are duplicated in the
distribution). Macros are provided to use the fonts in OT1, T1
(only NG/ng glyphs missing) and LGR encodings, as well as in
mathematics; small caps and old-style number glyphs are also
available. The philosophy, and the design process, of the
Kerkis fonts is discussed in a paper in TUGboat 23(3/4), 2002."
cldr-emoji-annotation,工具,库, Emoji annotation files in CLDR, This package provides the emoji annotation file by language in CLDR.
pavucontrol,工具,服务, Volume control for PulseAudio," PulseAudio Volume Control (pavucontrol) is a simple GTK based volume control
tool (""mixer"") for the PulseAudio sound server. In contrast to classic mixer
tools this one allows you to control both the volume of hardware devices and
of each playback stream separately."
hunspell,工具,库, A spell checker and morphological analyzer library," Hunspell is a spell checker and morphological analyzer library and program
designed for languages with rich morphology and complex word compounding or
character encoding. Hunspell interfaces: Ispell-like terminal interface using
Curses library, Ispell pipe interface, LibreOffice UNO module."
spice-gtk-tools,工具,服务, Spice-gtk tools," Simple clients for interacting with SPICE servers.
spicy is a client to a SPICE desktop server.
spicy-screenshot is a tool to capture screen-shots of a SPICE desktop."
mythes-nn,工具,库, Nynorsk thesaurus, Nynorsk thesaurus.
python38-libs,工具,库, Python runtime libraries," This package contains runtime libraries for use by Python:
- the majority of the Python standard library
- a dynamically linked library for use by applications that embed Python as
  a scripting language, and by the main ""python3"" executable"
sevctl,工具,服务, Administrative utility for AMD SEV, Administrative utility for AMD SEV.
python2-libs,工具,库, Runtime libraries for Python 2, This package contains files used to embed Python 2 into applications.
dracut-network,工具,服务, dracut modules to build a dracut initramfs with network support," This package requires everything which is needed to build a generic
all purpose initramfs with network support with dracut."
mingw32-gcc-c++,工具,库, MinGW Windows cross-compiler for C++ for the win32 target, MinGW Windows cross-compiler for C++ for the win32 target.
maven-surefire-report-parser,工具,库, Parses report output files from surefire, Plugin for parsing report output files from surefire.
texlive-pst-arrow,工具,库, special arrows for PSTricks," This package has all the code from the package pstricks-add
which was related to arrows, like multiple arrows and so on."
efivar,工具,服务,Tools to manage UEFI variables ,efivar provides a simple command line interface to the UEFI variable facility. 
breeze-icon-theme-rcc,工具,库, breeze Qt resource files, breeze Qt resource files.
glibc-utils,工具,库, Development utilities from GNU C library," The glibc-utils package contains memusage, a memory usage profiler,
mtrace, a memory leak tracer and xtrace, a function call tracer
which can be helpful during program debugging.

If unsure if you need this, don't install this package."
anolis-backgrounds,工具,库, Anolis OS related desktop backgrounds," Licensed only for approved usage, see COPYING for details."
ant-testutil,工具,库, Test utility classes for ant, Test utility tasks for ant.
kf5-kded,工具,服务, KDE Frameworks 5 Tier 3 addon with extensible daemon for system-level services," KDED stands for KDE Daemon which isn't very descriptive. KDED runs
in the background and performs a number of small tasks. Some of these
tasks are built in, others are started on demand.

Custom KDED modules can be provided by 3rd party frameworks and
applications."
evolution-mapi,工具,服务, Evolution extension for MS Exchange 2007 servers, This package allows Evolution to interact with MS Exchange 2007 servers.
tlog,工具,服务, Terminal I/O logger," Tlog is a terminal I/O recording program similar to ""script"", but used in
place of a user's shell, starting the recording and executing the real user's
shell afterwards. The recorded I/O can then be forwarded to a logging server
in JSON format."
osbuild,工具,库, A build system for OS images, A build system for OS images
grub2-efi-ia32-cdboot,工具,库,Files used to boot removeable media with EFI ,"
The GRand Unified Bootloader (GRUB) is a highly configurable and
customizable bootloader with modular architecture.  It supports a rich
variety of kernel formats, file systems, computer architectures and
hardware devices.

This subpackage provides optional components of grub used with removeable media on efi-ia32 systems. "
libsysfs,工具,库,Shared library for interfacing with sysfs ,Library used in handling linux kernel sysfs mounts and their various files. 
unbound-libs,工具,服务, Libraries used by the unbound server and client applications, Contains libraries used by the unbound server and client applications
ntsysv,工具,服务,A tool to set the stop/start of system services in a runlevel ,"Ntsysv provides a simple interface for setting which system services
are started or stopped in various runlevels (instead of directly
manipulating the numerous symbolic links in /etc/rc.d). Unless you
specify a runlevel or runlevels on the command line (see the man
page), ntsysv configures the current runlevel (5 if you're using X). "
maven-plugin-testing-harness,工具,服务, Maven Plugin Testing Mechanism, The Maven Plugin Testing Harness provides mechanisms to manage tests on Mojo.
osbuild-composer-dnf-json,工具,库, The dnf-json binary used by osbuild-composer and the workers, The dnf-json binary used by osbuild-composer and the workers.
curl,工具,服务,"A utility for getting files from remote servers (FTP, HTTP, and others) ","curl is a command line tool for transferring data with URL syntax, supporting
FTP, FTPS, HTTP, HTTPS, SCP, SFTP, TFTP, TELNET, DICT, LDAP, LDAPS, FILE, IMAP,
SMTP, POP3 and RTSP.  curl supports SSL certificates, HTTP POST, HTTP PUT, FTP
uploading, HTTP form based upload, proxies, cookies, user+password
authentication (Basic, Digest, NTLM, Negotiate, kerberos...), file transfer
resume, proxy tunneling and a busload of other useful tricks. "
python38-rpm-macros,工具,库, RPM macros for building RPMs with Python 3.8," RPM macros for building RPMs with Python 3.8 from the python38 module.
If you want to build an RPM against the python38 module, you need to
BuildRequire: python38-rpm-macros."
ltrace,工具,库, Tracks runtime library calls from dynamically linked executables," Ltrace is a debugging program which runs a specified command until the
command exits.  While the command is executing, ltrace intercepts and
records both the dynamic library calls called by the executed process
and the signals received by the executed process.  Ltrace can also
intercept and print system calls executed by the process.

You should install ltrace if you need a sysadmin tool for tracking the
execution of processes."
nbdkit-gzip-filter,工具,服务, GZip filter for nbdkit, This package is a gzip filter for nbdkit.
evolution-pst,工具,服务, PST importer plugin for Evolution," This package contains the plugin to import Microsoft Personal Storage Table
(PST) files used by Microsoft Outlook and Microsoft Exchange."
helm-zsh-completion,工具,服务, Zsh Completion for helm, Zsh command line completion support for helm.
plasma-breeze,工具,服务," Artwork, styles and assets for the Breeze visual style for the Plasma Desktop"," Artwork, styles and assets for the Breeze visual style for the Plasma Desktop."
fxload,工具,库,A helper program to download firmware into FX and FX2 EZ-USB devices ,"This program is conveniently able to download firmware into FX and FX2
EZ-USB devices, as well as the original AnchorChips EZ-USB.  It is
intended to be invoked by udev scripts when the unprogrammed device
appears on the bus. "
gcc-toolset-11-gdb-gdbserver,工具,库, A standalone server for GDB (the GNU source-level debugger)," GDB, the GNU debugger, allows you to debug programs written in C, C++,
Java, and other languages, by executing them in a controlled fashion
and printing their data.

This package provides a program that allows you to run GDB on a different
machine than the one which is running the program being debugged."
texlive-jknapltx,工具,其它, Miscellaneous packages by Joerg Knappen," Miscellaneous macros by Jorg Knappen, including: - represent
counters in greek; - Maxwell's non-commutative division; -
latin1jk, latin2jk and latin3jk, which are their inputenc
definition files that allow verbatim input in the respective
ISO Latin codes; - blackboard bold fonts in maths; - use of
RSFS fonts in maths; - extra alignments for \parboxes; - swap
Roman and Sans fonts; - transliterate semitic languages; -
patches to make (La)TeX formulae embeddable in SGML; - use
maths ""minus"" in text as appropriate; - simple Young tableaux."
numactl,工具,库,Library for tuning for Non Uniform Memory Access machines ,"Simple NUMA policy support. It consists of a numactl program to run
other programs with a specific NUMA policy. "
rpm-ostree,工具,服务, Hybrid image/package system," rpm-ostree is a hybrid image/package system.  It supports
""composing"" packages on a build server into an OSTree repository,
which can then be replicated by client systems with atomic upgrades.
Additionally, unlike many ""pure"" image systems, with rpm-ostree
each client system can layer on additional packages, providing
a ""best of both worlds"" approach."
nbdkit,工具,服务, NBD server," NBD is a protocol for accessing block devices (hard disks and
disk-like things) over the network.

nbdkit is a toolkit for creating NBD servers.

The key features are:

* Multithreaded NBD server written in C with good performance.

* Minimal dependencies for the basic server.

* Liberal license (BSD) allows nbdkit to be linked to proprietary
  libraries or included in proprietary code.

* Well-documented, simple plugin API with a stable ABI guarantee.
  Lets you to export ""unconventional"" block devices easily.

* You can write plugins in C or many other languages.

* Filters can be stacked in front of plugins to transform the output.

'nbdkit' is a meta-package which pulls in the core server and a
useful subset of plugins and filters with minimal dependencies.

If you want just the server, install 'nbdkit-server'.

To develop plugins, install the 'nbdkit-devel' package and start by
reading the nbdkit(1) and nbdkit-plugin(3) manual pages."
xz-libs,工具,库, Libraries for decoding LZMA compression, Libraries for decoding files compressed with LZMA or XZ utils.
passwd,工具,库,An utility for setting or changing passwords using PAM ,"This package contains a system utility (passwd) which sets
or changes passwords, using PAM (Pluggable Authentication
Modules) library. "
texlive-ptext,工具,库, A 'lipsum' for Persian," The package provides lipsum-like facilities for the Persian
language. The source of the filling text is the Persian epic
""the Shanameh"" (100 paragraphs are used.)"
texlive-xetex,工具,其它, Unicode and OpenType-enabled TeX engine," XeTeX is an extension of TeX that integrates TeX's typesetting capabilities
with (a) the Unicode text encoding standard (supporting most of the world__
scripts) and (b) modern font technologies (TrueType and OpenType) and text
layout services (AAT, OpenType layout, SIL Graphite) provided by the host
operating system and available libraries.

With XeTeX, the advanced typographic features provided by OpenType fonts become
available for all TeX users, as well as support for complex non-roman scripts.
XeTeX also eliminates the complex task of managing a TeX font installation.
XeTeX is now part of the standard TeX distribution TeXLive and works well with
TeX macro packages like LaTeX and ConTeXt."
java-11-alibaba-dragonwell-src-slowdebug,工具,库, Alibaba Dragonwell11 Runtime Environment src slowdebug, Alibaba Dragonwell11 Runtime Environment src slowdebug
llvm-googletest,工具,库, LLVM's modified googletest sources, LLVM's modified googletest sources.
clevis-dracut,工具,库, Dracut integration for clevis, Automatically unlocks LUKS block devices in early boot.
hyphen-lv,工具,库, Latvian hyphenation rules, Latvian hyphenation rules.
booth-core,工具,库," Booth core files (executables, etc.)"," Core files (executables, etc.) for Booth, ticket manager for
multi-site clusters."
dde-network-utils,工具,服务, Deepin desktop-environment - network utils, Deepin desktop-environment - network utils.
texlive-mflogo-font,工具,其它, Metafont logo font," These fonts were created in Metafont by Knuth, for his own
publications. At some stage, the letters 'P' and 'S' were
added, so that the MetaPost logo could also be expressed. The
fonts were originally issued (of course) as Metafont source;
they have since been autotraced and reissued in Adobe Type 1
format by Taco Hoekwater."
libudisks2,工具,库, Dynamic library to access the udisksd daemon," This package contains the dynamic library, which provides
access to the udisksd daemon."
ostree-grub2,工具,库, GRUB2 integration for OSTree, GRUB2 integration for OSTree
xmltoman,工具,服务, Scripts for converting XML to roff or HTML," This package provides xmltoman and xmlmantohtml scripts, to compile
the xml representation of manual page to either roff source, or HTML
(while providing the CSS stylesheet for eye-candy look). XSL stylesheet
for doing rougly the same job is provided."
createrepo_c,工具,服务, Creates a common metadata repository," C implementation of Createrepo.
A set of utilities (createrepo_c, mergerepo_c, modifyrepo_c)
for generating a common metadata repository from a directory of
rpm packages and maintaining it."
pptp,工具,服务, Point-to-Point Tunneling Protocol (PPTP) Client," Client for the proprietary Microsoft Point-to-Point Tunneling
Protocol, PPTP. Allows connection to a PPTP based VPN as used
by employers and some cable and ADSL service providers."
nbdkit-xz-filter,工具,服务, XZ filter for nbdkit, This package is the xz filter for nbdkit.
rpm-cron,工具,库,Create daily logs of installed packages. ,"This package contains a cron job which creates daily logs of installed
packages on a system. "
yelp-libs,工具,库, Libraries for yelp, This package contains libraries used by the yelp help browser.
mythes-nb,工具,库, Bokmaal thesaurus, Bokmaal thesaurus.
apr-util-pgsql,工具,库, APR utility library PostgreSQL DBD driver," This package provides the PostgreSQL driver for the apr-util
DBD (database abstraction) interface."
plymouth-scripts,工具,服务, Plymouth related scripts," This package contains scripts that help integrate Plymouth with
the system."
lldb,工具,库, Next generation high-performance debugger," LLDB is a next generation, high-performance debugger. It is built as a set
of reusable components which highly leverage existing libraries in the
larger LLVM Project, such as the Clang expression parser and LLVM
disassembler."
docker-client,工具,服务, Docker client binary and related utilities, Docker client binary and related utilities
libiscsi-utils,工具,服务, iSCSI Client Utilities," The libiscsi-utils package provides a set of assorted utilities to connect
to iSCSI servers without having to set up the Linux iSCSI initiator."
nvme-cli,工具,服务,NVMe management command line interface ,nvme-cli provides NVM-Express user space tooling for Linux. 
podman-gvproxy,工具,服务, Go replacement for libslirp and VPNKit," A replacement for libslirp and VPNKit, written in pure Go.
It is based on the network stack of gVisor. Compared to libslirp,
gvisor-tap-vsock brings a configurable DNS server and
dynamic port forwarding."
ant,工具,库, Java build tool," Apache Ant is a Java library and command-line tool whose mission is to
drive processes described in build files as targets and extension
points dependent upon each other.  The main known usage of Ant is the
build of Java applications.  Ant supplies a number of built-in tasks
allowing to compile, assemble, test and run Java applications.  Ant
can also be used effectively to build non Java applications, for
instance C or C++ applications.  More generally, Ant can be used to
pilot any type of process which can be described in terms of targets
and tasks."
langtable,工具,库," Guessing reasonable defaults for locale, keyboard layout, territory, and language."," langtable is used to guess reasonable defaults for locale, keyboard layout,
territory, and language, if part of that information is already known. For
example, guess the territory and the keyboard layout if the language
is known or guess the language and keyboard layout if the territory is
already known."
brasero,工具,服务, Gnome CD/DVD burning application," Simple and easy to use CD/DVD burning application for the Gnome
desktop."
docbook-style-dsssl,工具,库, Norman Walsh's modular stylesheets for DocBook," These DSSSL stylesheets allow to convert any DocBook document to another
printed (for example, RTF or PostScript) or online (for example, HTML) format.
They are highly customizable."
micropipenv,工具,服务, A simple wrapper around pip to support Pipenv and Poetry files," A lightweight wrapper for pip to support Pipenv and Poetry lock files or
converting them to pip-tools compatible output."
subscription-manager-migration-data,工具,库, RHN Classic to RHSM migration data," This package provides certificates for migrating a system from
RHN Classic to RHSM."
clufter-cli,工具,库, Tool for transforming/analyzing cluster configuration formats," While primarily aimed at (CMAN,rgmanager)->(Corosync/CMAN,Pacemaker) cluster
stacks configuration conversion (as per RHEL trend), the command-filter-format
framework (capable of XSLT) offers also other uses through its plugin library.

This package contains clufter command-line interface for the underlying
library (packaged as python3-clufter)."
matchbox-window-manager,工具,服务, Window manager for the Matchbox Desktop," Matchbox is a base environment for the X Window System running on non-desktop
embedded platforms such as handhelds, set-top boxes, kiosks and anything else
for which screen space, input mechanisms or system resources are limited.

This package contains the window manager from Matchbox."
nasm,工具,库, A portable x86 assembler which uses Intel-like syntax," NASM is the Netwide Assembler, a free portable assembler for the Intel
80x86 microprocessor series, using primarily the traditional Intel
instruction mnemonics and syntax."
gpm,工具,服务, A mouse server for the Linux console," Gpm provides mouse support to text-based Linux applications like the
Emacs editor and the Midnight Commander file management system.  Gpm
also provides console cut-and-paste operations using the mouse and
includes a program to allow pop-up menus to appear at the click of a
mouse button."
maven-shade-plugin,工具,服务, This plugin provides the capability to package the artifact in an uber-jar," This plugin provides the capability to package the artifact in an
uber-jar, including its dependencies and to shade - i.e. rename - the
packages of some of the dependencies."
maven-resolver,工具,库, Apache Maven Artifact Resolver library," Apache Maven Artifact Resolver is a library for working with artifact
repositories and dependency resolution. Maven Artifact Resolver deals with the
specification of local repository, remote repository, developer workspaces,
artifact transports and artifact resolution."
ledmon,工具,服务,Enclosure LED Utilities ,"The ledmon and ledctl are user space applications design to control LED
associated with each slot in an enclosure or a drive bay. There are two
types of system: 2-LED system (Activity LED, Status LED) and 3-LED system
(Activity LED, Locate LED, Fail LED). User must have root privileges to
use this application. "
gcc-toolset-11-annobin-docs,工具,库, Documentation and shell scripts for use with annobin, Provides the documentation files and example shell scripts for use with annobin.
resource-agents,工具,服务, Open Source HA Reusable Cluster Resource Scripts," A set of scripts to interface with several services to operate in a
High Availability environment for both Pacemaker and rgmanager
service managers."
qemu-kvm-block-iscsi,工具,服务, QEMU iSCSI block driver," This package provides the additional iSCSI block driver for QEMU.

Install this package if you want to access iSCSI volumes."
texlive-unicode-data,工具,其它, Unicode data and loaders for TeX," This bundle provides generic access to Unicode Consortium data
for TeX use. It contains a set of text files provided by the
Unicode Consortium which are currently all from Unicode 8.0.0,
with the exception of MathClass.txt which is not currently part
of the Unicode Character Database. Accompanying these source
data are generic TeX loader files allowing this data to be used
as part of TeX runs, in particular in building format files.
Currently there are two loader files: one for general character
set up and one for initialising XeTeX character classes as has
been carried out to date by unicode-letters.tex. The source
data are distributed in accordance with the license stipulated
by the Unicode Consortium. The bundle as a whole is co-
ordinated by the LaTeX3 Project as a general resource for TeX
users."
devhelp,工具,库, API documentation browser," Devhelp is an API documentation browser for the GNOME desktop.
It works natively with API documentation generated by gtk-doc."
hyphen-et,工具,库, Estonian hyphenation rules, Estonian hyphenation rules.
firefox,工具,服务, Mozilla Firefox Web browser," Mozilla Firefox is an open-source web browser, designed for standards
compliance, performance and portability."
tuna,工具,库,Application tuning GUI & command line utility ,"Provides interface for changing scheduler and IRQ tunables, at whole CPU and at
per thread/IRQ level. Allows isolating CPUs for use by a specific application
and moving threads and interrupts to a CPU by just dragging and dropping them.
Operations can be done on CPU sockets, understanding CPU topology.

Can be used as a command line utility without requiring the GUI libraries to be
installed. "
mercurial,工具,服务, Mercurial -- a distributed SCM," Mercurial is a fast, lightweight source control management system designed
for efficient handling of very large distributed projects.

Quick start: http://www.selenic.com/mercurial/wiki/index.cgi/QuickStart
Tutorial: http://www.selenic.com/mercurial/wiki/index.cgi/Tutorial
Extensions: http://www.selenic.com/mercurial/wiki/index.cgi/CategoryExtension"
socat,工具,库, Bidirectional data relay between two data channels ('netcat++')," Socat is a relay for bidirectional data transfer between two independent data
channels. Each of these data channels may be a file, pipe, device (serial line
etc. or a pseudo terminal), a socket (UNIX, IP4, IP6 - raw, UDP, TCP), an
SSL socket, proxy CONNECT connection, a file descriptor (stdin etc.), the GNU
line editor (readline), a program, or a combination of two of these."
kf5-kdelibs4support-libs,工具,库, Runtime libraries for kf5-kdelibs4support, Runtime libraries for kf5-kdelibs4support.
mysql-common,工具,服务, The shared files required for MySQL server and client," The mysql-common package provides the essential shared files for any
MySQL program. You will need to install this package to use any other
MySQL package."
texlive-marvosym,工具,其它, Martin Vogel's Symbols (marvosym) font," Martin Vogel's Symbol font (marvosym) contains the Euro
currency symbol as defined by the European commission, along
with symbols for structural engineering; symbols for steel
cross-sections; astronomy signs (sun, moon, planets); the 12
signs of the zodiac; scissor symbols; CE sign and others. The
package contains both the original TrueType font and the
derived Type 1 font, together with support files for TeX
(LaTeX)."
booth-arbitrator,工具,服务, Booth support for running as an arbitrator," Support for running Booth, ticket manager for multi-site clusters,
as an arbitrator."
389-ds-base-snmp,工具,服务, SNMP Agent for 389 Directory Server, SNMP Agent for the 389 Directory Server base package.
scap-workbench,工具,库," Scanning, tailoring, editing and validation tool for SCAP content"," scap-workbench is GUI tool that provides scanning functionality for SCAP
content. The tool is based on OpenSCAP library."
deepin-fcitxconfigtool-plugin,工具,服务, An input method framework," Fcitx is an input method framework with extension support. Currently it
supports Linux and Unix systems like FreeBSD.

Fcitx tries to provide a native feeling under all desktop as well as a light
weight core. You can easily customize it to fit your requirements."
texlive-threeparttable,工具,库, Tables with captions and notes all the same width," Provides a scheme for tables that have a structured note
section, after the caption. This scheme provides an answer to
the old problem of putting footnotes in tables -- by making
footnotes entirely unnecessary. Note that a threeparttable is
not a float of itself; but you can place it in a table or a
table* environment, if necessary."
ansible-pcp,工具,服务, Ansible Metric collection for Performance Co-Pilot," A collection containing roles for Performance Co-Pilot (PCP) and related
software such as Redis and Grafana.  The collection is made up of several
Ansible roles, including:

redhat.rhel_metrics.pcp
A role for core PCP capabilities, configuring live performance analysis
with a large base set of metrics from the kernel and system services, as
well as data recording and rule inference.

redhat.rhel_metrics.redis
A role for configuring a local Redis server, suitable for use with a
Performance Co-Pilot archive repository (for single or many hosts) and
fast, scalable querying of metrics.

redhat.rhel_metrics.grafana
A role for configuring a local Grafana server, providing web frontend
visuals for Performance Co-Pilot metrics, both live and historically.
Data sources for Vector (live), Redis (historical) and interactive
bpftrace (eBPF) scripts can be configured by this role.  The PCP REST
API service (from the core pcp role) should be configured in order to
use this role.

redhat.rhel_metrics.bpftrace
A role that extends the core PCP role, providing metrics from bpftrace
scripts using Linux eBPF facilities.  Configuring authentication of a
local user capable of running bpftrace scripts via the PCP agent is a
key task of this role.

redhat.rhel_metrics.elasticsearch
A role that extends the core PCP role, providing metrics from a live
ElasticSearch instance for PCP analysis or exporting of PCP metric
values (and metadata) to ElasticSearch for the indexing and querying
of performance data."
nss-tools,工具,库, Tools for the Network Security Services," Network Security Services (NSS) is a set of libraries designed to
support cross-platform development of security-enabled client and
server applications. Applications built with NSS can support SSL v2
and v3, TLS, PKCS #5, PKCS #7, PKCS #11, PKCS #12, S/MIME, X.509
v3 certificates, and other security standards.

Install the nss-tools package if you need command-line tools to
manipulate the NSS certificate and key database."
mythes-lb,工具,库, Luxembourgish thesaurus, Luxembourgish thesaurus.
mercurial-hgk,工具,库, Hgk interface for mercurial," A Mercurial extension for displaying the change history graphically
using Tcl/Tk.  Displays branches and merges in an easily
understandable way and shows diffs for each revision.  Based on
gitk for the git SCM.

Adds the ""hg view"" command.  See
http://www.selenic.com/mercurial/wiki/index.cgi/UsingHgk for more
documentation."
texlive-fp,工具,库, Fixed point arithmetic," An extensive collection of arithmetic operations for fixed
point real numbers of high precision."
motif,工具,库, Run-time libraries and programs," This is the Motif 2.3.4 run-time environment. It includes the
Motif shared libraries, needed to run applications which are dynamically
linked against Motif and the Motif Window Manager mwm."
kf5-kservice,工具,服务, KDE Frameworks 5 Tier 3 solution for advanced plugin and service introspection," KDE Frameworks 5 Tier 3 solution for advanced plugin and service
introspection."
ansible-collection-microsoft-sql,工具,服务, The Ansible collection for Microsoft SQL Server management," This RPM installs the Ansible collection for Microsoft SQL Server management
microsoft.sql. This RPM also installs the roles provided by the collection in
the legacy roles format for users of Ansible < 2.9."
abrt-gui,工具,库, abrt's gui, GTK+ wizard for convenient bug reporting.
gcc-toolset-11-elfutils-libelf,工具,库, Library to read and write ELF files," The elfutils-libelf package provides a DSO which allows reading and
writing ELF files on a high level.  Third party programs depend on
this package to read internals of ELF files.  The programs of the
elfutils package use it also to generate new ELF files."
device-mapper-multipath,工具,服务, Tools to manage multipath devices using device-mapper," device-mapper-multipath provides tools to manage multipath devices by
instructing the device-mapper multipath kernel module what to do.
The tools are :
* multipath - Scan the system for multipath devices and assemble them.
* multipathd - Detects when paths fail and execs multipath to update things."
java-1.8.0-openjdk-headless-slowdebug,工具,库, OpenJDK 8 Runtime Environment unoptimised with full debugging on," The OpenJDK 8 runtime environment without audio and video support.
This package is unoptimised with full debugging. Install only as needed and remove ASAP."
hivex,工具,库, Read and write Windows Registry binary hive files," Hive files are the undocumented binary files that Windows uses to
store the Windows Registry on disk.  Hivex is a library that can read
and write to these files.

'hivexsh' is a shell you can use to interactively navigate a hive
binary file.

'hivexregedit' (in perl-hivex) lets you export and merge to the
textual regedit format.

'hivexml' can be used to convert a hive file to a more useful XML
format.

In order to get access to the hive files themselves, you can copy them
from a Windows machine.  They are usually found in
%systemroot%\system32\config.  For virtual machines we recommend
using libguestfs or guestfish to copy out these files.  libguestfs
also provides a useful high-level tool called 'virt-win-reg' (based on
hivex technology) which can be used to query specific registry keys in
an existing Windows VM.

For OCaml bindings, see 'ocaml-hivex-devel'.

For Perl bindings, see 'perl-hivex'.

For Python 3 bindings, see 'python3-hivex'.

For Ruby bindings, see 'ruby-hivex'."
tboot,工具,库,Performs a verified launch using Intel TXT ,"Trusted Boot (tboot) is an open source, pre-kernel/VMM module that uses
Intel Trusted Execution Technology (Intel TXT) to perform a measured
and verified launch of an OS kernel/VMM. "
