,src,bin,num_of_bin
521,maven-resolver: 应用工具,"{'maven-resolver-api': '库', 'maven-resolver-connector-basic': '库', 'maven-resolver-impl': '库', 'maven-resolver-spi': '库', 'maven-resolver-transport-wagon': '应用工具', 'maven-resolver-util': '应用工具', 'maven-resolver': '应用工具', 'maven-resolver-javadoc': '库', 'maven-resolver-test-util': '应用工具', 'maven-resolver-transport-classpath': '库', 'maven-resolver-transport-file': '库', 'maven-resolver-transport-http': '应用工具'}",12
522,maven-resources-plugin: 应用工具,"{'maven-resources-plugin': '应用工具', 'maven-resources-plugin-javadoc': '库'}",2
523,maven-script-interpreter: 应用工具,"{'maven-script-interpreter': '应用工具', 'maven-script-interpreter-javadoc': '库'}",2
524,maven-shade-plugin: 应用工具,"{'maven-shade-plugin': '应用工具', 'maven-shade-plugin-javadoc': '库'}",2
525,maven-shared-incremental: 应用工具,"{'maven-shared-incremental': '应用工具', 'maven-shared-incremental-javadoc': '库'}",2
526,maven-shared-io: 应用工具,"{'maven-shared-io': '应用工具', 'maven-shared-io-javadoc': '库'}",2
527,maven-shared-utils: 应用工具,"{'maven-shared-utils': '应用工具', 'maven-shared-utils-javadoc': '库'}",2
528,maven-source-plugin: 应用工具,"{'maven-source-plugin': '应用工具', 'maven-source-plugin-javadoc': '库'}",2
529,maven-surefire: 应用工具,"{'maven-failsafe-plugin': '应用工具', 'maven-surefire': '应用工具', 'maven-surefire-javadoc': '库', 'maven-surefire-plugin': '应用工具', 'maven-surefire-provider-junit': '应用工具', 'maven-surefire-provider-testng': '应用工具', 'maven-surefire-report-parser': '应用工具', 'maven-surefire-report-plugin': '应用工具'}",8
530,maven-verifier: 应用工具,"{'maven-verifier': '应用工具', 'maven-verifier-javadoc': '库'}",2
531,maven-wagon: 应用工具,"{'maven-wagon-file': '库', 'maven-wagon-http': '应用工具', 'maven-wagon-http-shared': '应用工具', 'maven-wagon-provider-api': '应用工具', 'maven-wagon': '应用工具', 'maven-wagon-ftp': '应用工具', 'maven-wagon-http-lightweight': '应用工具', 'maven-wagon-javadoc': '库', 'maven-wagon-providers': '库'}",9
532,mc: 应用工具,{'mc': '工具'},1
533,mcelog: 系统工具,{'mcelog': '工具'},1
534,mcpp: 应用库,"{'libmcpp': '库', 'mcpp': '工具'}",2
535,mdadm: 系统工具,{'mdadm': '工具'},1
536,mdevctl: 系统工具,{'mdevctl': '工具'},1
537,mecab: 应用工具,{'mecab': '工具'},1
538,media-player-info: 应用库,{'media-player-info': '库'},1
539,mesa: 应用库,"{'mesa-dri-drivers': '库', 'mesa-filesystem': '库', 'mesa-libEGL': '应用库', 'mesa-libgbm': '应用库', 'mesa-libGL': '应用库', 'mesa-libglapi': '库', 'mesa-libOSMesa': '应用库', 'mesa-libxatracker': '应用库', 'mesa-vdpau-drivers': '库', 'mesa-vulkan-drivers': '应用库'}",10
540,mesa-demos: 应用库,{'glx-utils': '工具'},1
541,metacity: 应用服务,{'metacity': '服务'},1
542,metis: 应用工具,{'metis': '工具'},1
543,microcode_ctl: 核心工具,{'microcode_ctl': '工具'},1
544,microdnf: 系统工具,{'microdnf': '工具'},1
545,micropipenv: 应用工具,{'micropipenv': '工具'},1
546,mingw-bzip2: 应用工具,"{'mingw32-bzip2': '工具', 'mingw32-bzip2-static': '库', 'mingw64-bzip2': '工具', 'mingw64-bzip2-static': '库'}",4
547,mingw-crt: 应用工具,"{'mingw32-crt': '工具', 'mingw64-crt': '工具'}",2
548,mingw-expat: 应用工具,"{'mingw32-expat': '库', 'mingw64-expat': '库'}",2
549,mingw-filesystem: 应用工具,"{'mingw32-filesystem': '工具', 'mingw64-filesystem': '工具', 'mingw-filesystem-base': '应用工具'}",3
550,mingw-freetype: 应用工具,"{'mingw32-freetype': '应用工具', 'mingw32-freetype-static': '库', 'mingw64-freetype': '应用工具', 'mingw64-freetype-static': '库'}",4
551,mingw-gcc: 应用工具,"{'mingw32-cpp': '工具', 'mingw32-gcc': '应用工具', 'mingw32-gcc-c++': '工具', 'mingw64-cpp': '工具', 'mingw64-gcc': '工具', 'mingw64-gcc-c++': '工具'}",6
552,mingw-libpng: 应用库,"{'mingw32-libpng': '库', 'mingw32-libpng-static': '应用库', 'mingw64-libpng': '库', 'mingw64-libpng-static': '应用库'}",4
553,mingw-openssl: 应用库,"{'mingw32-openssl': '库', 'mingw64-openssl': '库'}",2
554,mingw-pcre: 应用库,"{'mingw32-pcre': '库', 'mingw32-pcre-static': '应用库', 'mingw64-pcre': '库', 'mingw64-pcre-static': '应用库'}",4
555,mingw-sqlite: 应用库,"{'mingw32-sqlite': '库', 'mingw32-sqlite-static': '应用库', 'mingw64-sqlite': '库', 'mingw64-sqlite-static': '应用库'}",4
556,mobile-broadband-provider-info: 应用库,{'mobile-broadband-provider-info': '库'},1
557,mod_auth_gssapi: 应用库,{'mod_auth_gssapi': '库'},1
558,mod_auth_mellon: 应用库,"{'mod_auth_mellon': '库', 'mod_auth_mellon-diagnostics': '库'}",2
559,mod_auth_openidc: 应用库,{'mod_auth_openidc': '库'},1
560,mod_authnz_pam: 应用库,{'mod_authnz_pam': '库'},1
561,mod_fcgid: 应用库,{'mod_fcgid': '库'},1
562,mod_http2: 应用库,{'mod_http2': '库'},1
563,mod_md: 应用库,{'mod_md': '库'},1
564,mod_security: 应用库,"{'mod_security': '库', 'mod_security-mlogc': '库'}",2
565,modello: 应用工具,"{'modello': '应用工具', 'modello-javadoc': '库'}",2
566,mokutil: 应用工具,{'mokutil': '工具'},1
567,motif: 应用工具,"{'motif': '工具', 'motif-static': '库'}",2
568,mozilla-filesystem: 应用库,{'mozilla-filesystem': '库'},1
569,mozvoikko: 应用工具,{'mozvoikko': '工具'},1
570,mpv: 应用工具,"{'mpv': '工具', 'mpv-libs': '应用工具'}",2
571,mrtg: 应用工具,{'mrtg': '工具'},1
572,mtr: 应用工具,"{'mtr': '应用工具', 'mtr-gtk': '库'}",2
573,mt-st: 应用工具,{'mt-st': '工具'},1
574,mtx: 应用工具,{'mtx': '工具'},1
575,multilib-rpm-config: 应用工具,{'multilib-rpm-config': '工具'},1
576,munge: 应用工具,"{'munge': '服务', 'munge-libs': '应用工具'}",2
577,munge-maven-plugin: 应用库,"{'munge-maven-plugin': '应用库', 'munge-maven-plugin-javadoc': '库'}",2
578,mutt: 应用工具,{'mutt': '工具'},1
579,mutter: 应用服务/桌面,{'mutter': '服务'},1
580,mysql: 应用服务/数据库,"{'mysql': '工具', 'mysql-common': '工具', 'mysql-errmsg': '应用服务/数据库', 'mysql-libs': '库', 'mysql-server': '应用服务/数据库'}",5
581,nasm: 应用工具,{'nasm': '工具'},1
582,nautilus: 应用工具/桌面,"{'nautilus': '工具', 'nautilus-extensions': '工具'}",2
583,nbdkit: 系统工具,"{'nbdkit': '系统工具', 'nbdkit-bash-completion': '系统工具', 'nbdkit-basic-filters': '系统工具', 'nbdkit-basic-plugins': '系统工具', 'nbdkit-curl-plugin': '库', 'nbdkit-example-plugins': '系统工具', 'nbdkit-gzip-filter': '系统工具', 'nbdkit-gzip-plugin': '系统工具', 'nbdkit-linuxdisk-plugin': '系统工具', 'nbdkit-nbd-plugin': '系统工具', 'nbdkit-python-plugin': '系统工具', 'nbdkit-server': '系统工具', 'nbdkit-ssh-plugin': '系统工具', 'nbdkit-tar-filter': '系统工具', 'nbdkit-tar-plugin': '系统工具', 'nbdkit-tmpdisk-plugin': '系统工具', 'nbdkit-vddk-plugin': '系统工具', 'nbdkit-xz-filter': '系统工具'}",18
584,ncompress: 应用工具,{'ncompress': '工具'},1
585,ncurses: 核心库,"{'ncurses': '工具', 'ncurses-base': '库', 'ncurses-c++-libs': '核心库', 'ncurses-compat-libs': '核心库', 'ncurses-libs': '库', 'ncurses-term': '库'}",6
586,ndctl: 系统工具,"{'daxctl': '工具', 'daxctl-libs': '系统工具', 'ndctl': '系统工具', 'ndctl-libs': '系统工具'}",4
587,neon: 系统库,{'neon': '库'},1
588,nerdctl: 应用工具/云原生,{'nerdctl': '工具'},1
589,netlabel_tools: 系统工具,{'netlabel_tools': '工具'},1
590,netpbm: 应用库,"{'netpbm': '应用库', 'netpbm-progs': '工具'}",2
591,net-snmp: 应用库,"{'net-snmp': '应用库', 'net-snmp-agent-libs': '库', 'net-snmp-libs': '库', 'net-snmp-perl': '应用库', 'net-snmp-utils': '工具'}",5
592,nettle: 系统库,{'nettle': '库'},1
593,NetworkManager: 系统服务,"{'NetworkManager': '系统服务', 'NetworkManager-adsl': '系统服务', 'NetworkManager-bluetooth': '系统服务', 'NetworkManager-cloud-setup': '服务', 'NetworkManager-config-server': '系统服务', 'NetworkManager-dispatcher-routing-rules': '系统服务', 'NetworkManager-initscripts-updown': '系统服务', 'NetworkManager-libnm': '系统服务', 'NetworkManager-ovs': '系统服务', 'NetworkManager-ppp': '系统服务', 'NetworkManager-team': '系统服务', 'NetworkManager-tui': '服务', 'NetworkManager-wifi': '系统服务', 'NetworkManager-wwan': '系统服务'}",14
594,network-manager-applet: 系统工具,"{'network-manager-applet': '工具', 'nm-connection-editor': '系统工具'}",2
595,NetworkManager-libreswan: 系统库,"{'NetworkManager-libreswan': '服务', 'NetworkManager-libreswan-gnome': '服务'}",2
596,nfs4-acl-tools: 系统工具,{'nfs4-acl-tools': '工具'},1
597,nfs-utils: 系统库,"{'libnfsidmap': '库', 'nfs-utils': '工具'}",2
598,nftables: 系统工具,"{'nftables': '系统工具', 'python3-nftables': '库'}",2
599,nginx: 应用服务,"{'nginx': '应用服务', 'nginx-all-modules': '应用服务', 'nginx-filesystem': '服务', 'nginx-mod-http-image-filter': '应用服务', 'nginx-mod-http-perl': '应用服务', 'nginx-mod-http-xslt-filter': '服务', 'nginx-mod-mail': '应用服务', 'nginx-mod-stream': '应用服务'}",8
600,ninja-build: 应用工具,{'ninja-build': '工具'},1
601,nispor: 应用库,"{'nispor': '库', 'python3-nispor': '库'}",2
602,nmap: 系统工具,"{'nmap': '工具', 'nmap-ncat': '系统工具'}",2
603,nmstate: 系统库,"{'nmstate': '系统库', 'nmstate-libs': '库', 'nmstate-plugin-ovsdb': '系统库', 'python3-libnmstate': '系统库'}",4
604,nodejs: 应用库/编程语言,"{'nodejs': '应用库/编程语言', 'nodejs-docs': '应用库/编程语言', 'nodejs-full-i18n': '应用库/编程语言', 'npm': '工具'}",4
605,nodejs-nodemon: 应用库/编程语言,{'nodejs-nodemon': '工具'},1
606,nodejs-packaging: 应用库/编程语言,{'nodejs-packaging': '工具'},1
607,nss: 系统库,"{'nss': '库', 'nss-softokn': '库', 'nss-softokn-freebl': '系统库', 'nss-sysinit': '工具', 'nss-tools': '工具', 'nss-util': '库'}",6
608,nss_wrapper: 系统库,{'nss_wrapper': '工具'},1
609,nss-pam-ldapd: 系统库,{'nss-pam-ldapd': '服务'},1
610,ntfs-3g: 系统服务,"{'ntfs-3g': '服务', 'ntfs-3g-libs': '库', 'ntfsprogs': '工具'}",3
611,ntpstat: 系统工具,{'ntpstat': '工具'},1
612,numactl: 系统工具,"{'numactl': '工具', 'numactl-libs': '库'}",2
613,numpy: 应用库,"{'python2-numpy': '应用库', 'python2-numpy-f2py': '应用库', 'python3-numpy': '应用库', 'python3-numpy-f2py': '库', 'python38-numpy': '应用库', 'python38-numpy-f2py': '库', 'python39-numpy': '应用库', 'python39-numpy-f2py': '库'}",8
614,nvmetcli: 系统工具,{'nvmetcli': '工具'},1
615,nydus-rs: 应用服务,{'nydus-rs': '服务'},1
616,nydus-snapshotter: 应用服务,{'nydus-snapshotter': '服务'},1
617,objectweb-pom: 应用库,{'objectweb-pom': '库'},1
618,ocaml: 应用库/编程语言,"{'ocaml': '应用库/编程语言', 'ocaml-compiler-libs': '应用库/编程语言', 'ocaml-ocamldoc': '应用库/编程语言', 'ocaml-runtime': '库'}",4
619,ocaml-findlib: 应用库/编程语言,{'ocaml-findlib': '库'},1
620,ocaml-labltk: 应用库/编程语言,{'ocaml-labltk': '库'},1
621,ocaml-srpm-macros: 应用库/编程语言,{'ocaml-srpm-macros': '库'},1
622,oceanbase-ce: 应用服务/数据库,"{'oceanbase-ce': '服务', 'oceanbase-ce-libs': '应用服务/数据库'}",2
623,oci-systemd-hook: 应用库/云原生,{'oci-systemd-hook': '工具'},1
624,oddjob: 应用工具,"{'oddjob': '工具', 'oddjob-mkhomedir': '应用工具'}",2
625,ongres-scram: 应用库,"{'ongres-scram': '应用库', 'ongres-scram-client': '工具'}",2
626,opa-ff: 应用库,"{'opa-address-resolution': '工具', 'opa-basic-tools': '工具', 'opa-fastfabric': '工具', 'opa-libopamgt': '库'}",4
627,opa-fm: 应用工具,{'opa-fm': '工具'},1
628,openblas-srpm-macros: 应用库,{'openblas-srpm-macros': '库'},1
629,openbox: 应用工具,"{'openbox': '服务', 'openbox-kde': '应用工具', 'openbox-libs': '库'}",3
630,opencl-filesystem: 应用库,{'opencl-filesystem': '库'},1
631,opencl-headers: 应用库,{'opencl-headers': '库'},1
632,opencryptoki: 应用库,"{'opencryptoki': '服务', 'opencryptoki-icsftok': '库', 'opencryptoki-libs': '库', 'opencryptoki-swtok': '库', 'opencryptoki-tpmtok': '库'}",5
633,opendnssec: 应用库,{'opendnssec': '服务'},1
634,OpenIPMI: 系统库,"{'OpenIPMI': '工具', 'OpenIPMI-lanserv': '工具', 'OpenIPMI-libs': '库', 'OpenIPMI-perl': '系统库', 'python3-openipmi': '库'}",5
635,openldap: 系统服务,"{'openldap': '库', 'openldap-clients': '工具', 'openldap-servers': '系统服务'}",3
636,openmpi: 应用库,"{'openmpi': '库', 'python3-openmpi': '应用库'}",2
637,openoffice.org-dict-cs_CZ: 应用工具/桌面,"{'hunspell-cs': '应用工具/桌面', 'hyphen-cs': '工具'}",2
638,openoffice-lv: 应用工具/桌面,"{'hunspell-lv': '应用工具/桌面', 'hyphen-lv': '工具', 'mythes-lv': '工具'}",3
639,opensc: 应用库,{'opensc': '库'},1
640,openscap: 应用库,"{'openscap': '应用库', 'openscap-engine-sce': '库', 'openscap-python3': '应用库', 'openscap-scanner': '库', 'openscap-utils': '应用库'}",5
641,openslp: 应用库,{'openslp': '库'},1
642,opensm: 应用工具,"{'opensm': '工具', 'opensm-libs': '应用工具'}",2
643,openssh: 系统服务,"{'openssh': '服务', 'openssh-askpass': '系统服务', 'openssh-cavs': '系统服务', 'openssh-clients': '工具', 'openssh-keycat': '系统服务', 'openssh-ldap': '系统服务', 'openssh-server': '系统服务', 'pam_ssh_agent_auth': '服务'}",8
644,openssl: 核心工具,"{'openssl': '核心工具', 'openssl-libs': '核心工具', 'openssl-perl': '工具'}",3
645,open-vm-tools: 应用工具,"{'open-vm-tools': '应用工具', 'open-vm-tools-desktop': '工具', 'open-vm-tools-sdmp': '应用工具'}",3
646,openwsman: 应用服务,"{'libwsman1': '应用服务', 'openwsman-client': '库', 'openwsman-python3': '库', 'openwsman-server': '应用服务'}",4
647,orc: 应用库,"{'orc': '应用库', 'orc-compiler': '工具'}",2
648,orca: 应用库,{'orca': '服务'},1
649,osbuild: 系统工具,"{'osbuild': '工具', 'osbuild-luks2': '系统工具', 'osbuild-lvm2': '工具', 'osbuild-ostree': '系统工具', 'osbuild-selinux': '工具', 'python3-osbuild': '库'}",6
650,osbuild-composer: 系统工具,"{'osbuild-composer': '服务', 'osbuild-composer-core': '工具', 'osbuild-composer-dnf-json': '工具', 'osbuild-composer-worker': '系统工具'}",4
651,osinfo-db: 系统工具,{'osinfo-db': '库'},1
652,osinfo-db-tools: 系统工具,{'osinfo-db-tools': '工具'},1
653,os-maven-plugin: 应用库,"{'os-maven-plugin': '库', 'os-maven-plugin-javadoc': '应用库'}",2
654,ostree: 系统工具,"{'ostree': '工具', 'ostree-grub2': '系统工具', 'ostree-libs': '库'}",3
655,p11-kit: 系统服务,"{'p11-kit': '库', 'p11-kit-server': '系统服务', 'p11-kit-trust': '库'}",3
656,p7zip: 应用工具,"{'p7zip': '工具', 'p7zip-plugins': '应用工具'}",2
657,pacemaker: 系统服务,"{'pacemaker': '系统服务', 'pacemaker-cli': '系统服务', 'pacemaker-cluster-libs': '系统服务', 'pacemaker-cts': '库', 'pacemaker-libs': '系统服务', 'pacemaker-nagios-plugins-metadata': '服务', 'pacemaker-remote': '服务', 'pacemaker-schemas': '服务'}",8
658,PackageKit: 应用服务,"{'PackageKit': '应用服务', 'PackageKit-command-not-found': '工具', 'PackageKit-cron': '工具', 'PackageKit-glib': '应用服务', 'PackageKit-gstreamer-plugin': '工具', 'PackageKit-gtk3-module': '应用服务'}",6
659,pam: 核心工具,{'pam': '工具'},1
660,pandoc: 应用库,"{'pandoc': '应用库', 'pandoc-common': '库'}",2
661,paps: 应用库,"{'paps': '工具', 'paps-libs': '应用库'}",2
662,passwd: 系统工具,{'passwd': '工具'},1
663,patch: 应用工具,{'patch': '工具'},1
664,pavucontrol: 应用工具/桌面,{'pavucontrol': '工具'},1
665,pciutils: 系统工具,"{'pciutils': '系统工具', 'pciutils-libs': '库'}",2
666,pcp: 系统服务,"{'pcp': '系统服务', 'pcp-conf': '系统服务', 'pcp-export-pcp2elasticsearch': '系统服务', 'pcp-export-pcp2graphite': '系统服务', 'pcp-export-pcp2influxdb': '系统服务', 'pcp-export-pcp2json': '系统服务', 'pcp-export-pcp2spark': '系统服务', 'pcp-export-pcp2xml': '系统服务', 'pcp-export-pcp2zabbix': '系统服务', 'pcp-export-zabbix-agent': '系统服务', 'pcp-gui': '系统服务', 'pcp-import-collectl2pcp': '系统服务', 'pcp-import-ganglia2pcp': '系统服务', 'pcp-import-iostat2pcp': '系统服务', 'pcp-import-mrtg2pcp': '系统服务', 'pcp-import-sar2pcp': '系统服务', 'pcp-libs': '库', 'pcp-pmda-activemq': '系统服务', 'pcp-pmda-apache': '系统服务', 'pcp-pmda-bash': '系统服务', 'pcp-pmda-bcc': '系统服务', 'pcp-pmda-bind2': '系统服务', 'pcp-pmda-bonding': '系统服务', 'pcp-pmda-bpftrace': '系统服务', 'pcp-pmda-cifs': '系统服务', 'pcp-pmda-cisco': '系统服务', 'pcp-pmda-dbping': '系统服务', 'pcp-pmda-denki': '系统服务', 'pcp-pmda-dm': '系统服务', 'pcp-pmda-docker': '系统服务', 'pcp-pmda-ds389': '系统服务', 'pcp-pmda-ds389log': '系统服务', 'pcp-pmda-elasticsearch': '系统服务', 'pcp-pmda-gfs2': '系统服务', 'pcp-pmda-gluster': '系统服务', 'pcp-pmda-gpfs': '系统服务', 'pcp-pmda-gpsd': '系统服务', 'pcp-pmda-hacluster': '系统服务', 'pcp-pmda-haproxy': '系统服务', 'pcp-pmda-infiniband': '系统服务', 'pcp-pmda-json': '系统服务', 'pcp-pmda-libvirt': '系统服务', 'pcp-pmda-lio': '系统服务', 'pcp-pmda-lmsensors': '系统服务', 'pcp-pmda-logger': '系统服务', 'pcp-pmda-lustre': '系统服务', 'pcp-pmda-lustrecomm': '系统服务', 'pcp-pmda-mailq': '系统服务', 'pcp-pmda-memcache': '系统服务', 'pcp-pmda-mic': '系统服务', 'pcp-pmda-mongodb': '系统服务', 'pcp-pmda-mounts': '系统服务', 'pcp-pmda-mssql': '系统服务', 'pcp-pmda-mysql': '系统服务', 'pcp-pmda-named': '系统服务', 'pcp-pmda-netcheck': '系统服务', 'pcp-pmda-netfilter': '系统服务', 'pcp-pmda-news': '系统服务', 'pcp-pmda-nfsclient': '系统服务', 'pcp-pmda-nginx': '系统服务', 'pcp-pmda-nvidia-gpu': '系统服务', 'pcp-pmda-openmetrics': '系统服务', 'pcp-pmda-openvswitch': '系统服务', 'pcp-pmda-oracle': '系统服务', 'pcp-pmda-pdns': '系统服务', 'pcp-pmda-perfevent': '系统服务', 'pcp-pmda-podman': '系统服务', 'pcp-pmda-postfix': '系统服务', 'pcp-pmda-postgresql': '系统服务', 'pcp-pmda-rabbitmq': '系统服务', 'pcp-pmda-redis': '系统服务', 'pcp-pmda-roomtemp': '系统服务', 'pcp-pmda-rsyslog': '系统服务', 'pcp-pmda-samba': '系统服务', 'pcp-pmda-sendmail': '系统服务', 'pcp-pmda-shping': '系统服务', 'pcp-pmda-slurm': '系统服务', 'pcp-pmda-smart': '系统服务', 'pcp-pmda-snmp': '系统服务', 'pcp-pmda-sockets': '系统服务', 'pcp-pmda-statsd': '系统服务', 'pcp-pmda-summary': '系统服务', 'pcp-pmda-systemd': '系统服务', 'pcp-pmda-trace': '系统服务', 'pcp-pmda-unbound': '系统服务', 'pcp-pmda-weblog': '系统服务', 'pcp-pmda-zimbra': '系统服务', 'pcp-pmda-zswap': '系统服务', 'pcp-selinux': '系统服务', 'pcp-system-tools': '工具', 'pcp-testsuite': '库', 'pcp-zeroconf': '系统服务', 'perl-PCP-LogImport': '库', 'perl-PCP-LogSummary': '库', 'perl-PCP-MMV': '系统服务', 'perl-PCP-PMDA': '系统服务', 'python3-pcp': '库'}",97
667,pcs: 系统工具,"{'pcs': '工具', 'pcs-snmp': '工具'}",2
668,pcsc-lite: 应用库,"{'pcsc-lite': '库', 'pcsc-lite-libs': '应用库'}",2
669,pcsc-lite-ccid: 应用库,{'pcsc-lite-ccid': '库'},1
670,pentaho-libxml: 应用库,{'pentaho-libxml': '库'},1
671,perftest: 系统工具,{'perftest': '工具'},1
672,perl: 系统库/编程语言,"{'perl': '系统库/编程语言', 'perl-Attribute-Handlers': '系统库/编程语言', 'perl-core': '系统库/编程语言', 'perl-Devel-Peek': '系统库/编程语言', 'perl-Devel-SelfStubber': '系统库/编程语言', 'perl-Errno': '系统库/编程语言', 'perl-ExtUtils-Embed': '系统库/编程语言', 'perl-ExtUtils-Miniperl': '系统库/编程语言', 'perl-interpreter': '系统库/编程语言', 'perl-IO': '系统库/编程语言', 'perl-IO-Zlib': '库', 'perl-libnetcfg': '系统库/编程语言', 'perl-libs': '系统库/编程语言', 'perl-Locale-Maketext-Simple': '系统库/编程语言', 'perl-macros': '系统库/编程语言', 'perl-Math-Complex': '系统库/编程语言', 'perl-Memoize': '系统库/编程语言', 'perl-Module-Loaded': '系统库/编程语言', 'perl-Net-Ping': '系统库/编程语言', 'perl-open': '系统库/编程语言', 'perl-Pod-Html': '系统库/编程语言', 'perl-SelfLoader': '系统库/编程语言', 'perl-Test': '系统库/编程语言', 'perl-Time-Piece': '系统库/编程语言', 'perl-utils': '系统库/编程语言', 'perl-AutoLoader': '系统库/编程语言', 'perl-AutoSplit': '系统库/编程语言', 'perl-autouse': '系统库/编程语言', 'perl-B': '系统库/编程语言', 'perl-base': '系统库/编程语言', 'perl-Benchmark': '系统库/编程语言', 'perl-blib': '系统库/编程语言', 'perl-Class-Struct': '系统库/编程语言', 'perl-Config-Extensions': '系统库/编程语言', 'perl-DBM_Filter': '系统库/编程语言', 'perl-debugger': '系统库/编程语言', 'perl-deprecate': '系统库/编程语言', 'perl-diagnostics': '系统库/编程语言', 'perl-DirHandle': '系统库/编程语言', 'perl-Dumpvalue': '系统库/编程语言', 'perl-DynaLoader': '系统库/编程语言', 'perl-encoding-warnings': '系统库/编程语言', 'perl-English': '系统库/编程语言', 'perl-ExtUtils-Constant': '系统库/编程语言', 'perl-Fcntl': '系统库/编程语言', 'perl-fields': '系统库/编程语言', 'perl-File-Basename': '系统库/编程语言', 'perl-FileCache': '系统库/编程语言', 'perl-File-Compare': '系统库/编程语言', 'perl-File-Copy': '系统库/编程语言', 'perl-File-DosGlob': '系统库/编程语言', 'perl-File-Find': '系统库/编程语言', 'perl-FileHandle': '系统库/编程语言', 'perl-File-stat': '系统库/编程语言', 'perl-filetest': '系统库/编程语言', 'perl-FindBin': '系统库/编程语言', 'perl-GDBM_File': '系统库/编程语言', 'perl-Getopt-Std': '系统库/编程语言', 'perl-Hash-Util': '系统库/编程语言', 'perl-Hash-Util-FieldHash': '系统库/编程语言', 'perl-I18N-Collate': '系统库/编程语言', 'perl-I18N-Langinfo': '系统库/编程语言', 'perl-I18N-LangTags': '系统库/编程语言', 'perl-if': '系统库/编程语言', 'perl-IPC-Open3': '系统库/编程语言', 'perl-less': '系统库/编程语言', 'perl-lib': '系统库/编程语言', 'perl-locale': '系统库/编程语言', 'perl-meta-notation': '系统库/编程语言', 'perl-mro': '系统库/编程语言', 'perl-NDBM_File': '系统库/编程语言', 'perl-Net': '系统库/编程语言', 'perl-NEXT': '系统库/编程语言', 'perl-ODBM_File': '系统库/编程语言', 'perl-Opcode': '系统库/编程语言', 'perl-overload': '系统库/编程语言', 'perl-overloading': '系统库/编程语言', 'perl-ph': '系统库/编程语言', 'perl-Pod-Functions': '系统库/编程语言', 'perl-POSIX': '系统库/编程语言', 'perl-Safe': '系统库/编程语言', 'perl-Search-Dict': '系统库/编程语言', 'perl-SelectSaver': '系统库/编程语言', 'perl-sigtrap': '系统库/编程语言', 'perl-sort': '系统库/编程语言', 'perl-subs': '系统库/编程语言', 'perl-Symbol': '系统库/编程语言', 'perl-Sys-Hostname': '系统库/编程语言', 'perl-Term-Complete': '系统库/编程语言', 'perl-Term-ReadLine': '系统库/编程语言', 'perl-Text-Abbrev': '系统库/编程语言', 'perl-Thread': '系统库/编程语言', 'perl-Thread-Semaphore': '系统库/编程语言', 'perl-Tie': '系统库/编程语言', 'perl-Tie-File': '系统库/编程语言', 'perl-Tie-Memoize': '系统库/编程语言', 'perl-Tie-RefHash': '系统库/编程语言', 'perl-Time': '系统库/编程语言', 'perl-Unicode-UCD': '系统库/编程语言', 'perl-User-pwent': '系统库/编程语言', 'perl-vars': '系统库/编程语言', 'perl-vmsish': '系统库/编程语言'}",102
673,perl-GSSAPI: 系统库/编程语言,{'perl-GSSAPI': '库'},1
674,perl-local-lib: 系统库/编程语言,"{'perl-homedir': '库', 'perl-local-lib': '系统库/编程语言'}",2
675,perl-Module-ScanDeps: 系统库/编程语言,{'perl-Module-ScanDeps': '库'},1
676,perl-Pod-Usage: 系统库/编程语言,{'perl-Pod-Usage': '库'},1
677,pesign: 应用工具,{'pesign': '工具'},1
678,pg_repack: 应用库,{'pg_repack': '库'},1
679,php: 应用库/编程语言,"{'php': '工具', 'php-bcmath': '应用库/编程语言', 'php-cli': '工具', 'php-common': '应用库/编程语言', 'php-dba': '应用库/编程语言', 'php-dbg': '工具', 'php-embedded': '库', 'php-enchant': '应用库/编程语言', 'php-fpm': '库', 'php-gd': '应用库/编程语言', 'php-gmp': '应用库/编程语言', 'php-intl': '应用库/编程语言', 'php-json': '应用库/编程语言', 'php-ldap': '库', 'php-mbstring': '应用库/编程语言', 'php-mysqlnd': '应用库/编程语言', 'php-odbc': '应用库/编程语言', 'php-opcache': '应用库/编程语言', 'php-pdo': '库', 'php-pgsql': '应用库/编程语言', 'php-process': '应用库/编程语言', 'php-recode': '应用库/编程语言', 'php-snmp': '库', 'php-soap': '应用库/编程语言', 'php-xml': '应用库/编程语言', 'php-xmlrpc': '应用库/编程语言', 'php-ffi': '应用库/编程语言'}",27
680,php-pear: 应用库/编程语言,{'php-pear': '库'},1
681,php-pecl-apcu: 应用库/编程语言,"{'apcu-panel': '库', 'php-pecl-apcu': '库'}",2
682,php-pecl-rrd: 应用库/编程语言,{'php-pecl-rrd': '库'},1
683,php-pecl-xdebug: 应用库/编程语言,{'php-pecl-xdebug': '库'},1
684,pidgin: 应用工具/桌面,"{'libpurple': '库', 'pidgin': '应用工具/桌面'}",2
685,pidgin-sipe: 应用工具/桌面,"{'pidgin-sipe': '工具', 'purple-sipe': '库'}",2
686,pigz: 应用工具,{'pigz': '工具'},1
687,pinentry: 应用工具,"{'pinentry': '应用工具', 'pinentry-emacs': '工具', 'pinentry-gnome3': '工具', 'pinentry-gtk': '工具'}",4
688,pipewire: 应用服务,"{'pipewire': '应用服务', 'pipewire-libs': '应用服务', 'pipewire-utils': '工具'}",3
