name,label,summary,description,predict
python3-pillow-tk,系统, Tk interface for pillow, Tk interface for python-pillow.,应用
platform-python-pip,系统,A tool for installing and managing Python3 packages ,"pip is a package management system used to install and manage software packages
written in Python. Many packages can be found in the Python Package Index
(PyPI). pip is a recursive acronym that can stand for either ""Pip Installs
Packages"" or ""Pip Installs Python"". ",系统
python38-ply,系统, Python Lex-Yacc," PLY is a straightforward lex/yacc implementation. Here is a list of its
essential features:
* It is implemented entirely in Python.
* It uses LR-parsing which is reasonably efficient and well suited for larger
  grammars.
* PLY provides most of the standard lex/yacc features including support
  for empty productions, precedence rules, error recovery, and support
  for ambiguous grammars.
* PLY is straightforward to use and provides very extensive error checking.
* PLY doesn't try to do anything more or less than provide the basic lex/yacc
  functionality. In other words, it's not a large parsing framework or a
  component of some larger system.

Python 3 version.",系统
python2-psycopg2,系统, A PostgreSQL database adapter for Python 2," Psycopg is the most popular PostgreSQL adapter for the Python
programming language. At its core it fully implements the Python DB
API 2.0 specifications. Several extensions allow access to many of the
features offered by PostgreSQL.",系统
python38-psycopg2,系统, A PostgreSQL database adapter for Python 3," Psycopg is the most popular PostgreSQL adapter for the Python
programming language. At its core it fully implements the Python DB
API 2.0 specifications. Several extensions allow access to many of the
features offered by PostgreSQL.",系统
python39-psycopg2,系统, A PostgreSQL database adapter for Python 3," Psycopg is the most popular PostgreSQL adapter for the Python
programming language. At its core it fully implements the Python DB
API 2.0 specifications. Several extensions allow access to many of the
features offered by PostgreSQL.",系统
python39-py,系统," Library with cross-python path, ini-parsing, io, code, log facilities"," The py lib is a Python development support library featuring the
following tools and modules:

  * py.path: uniform local and svn path objects
  * py.apipkg: explicit API control and lazy-importing
  * py.iniconfig: easy parsing of .ini files
  * py.code: dynamic code generation and introspection
  * py.path: uniform local and svn path objects",系统
python3-py,系统," Library with cross-python path, ini-parsing, io, code, log facilities"," The py lib is a Python development support library featuring the
following tools and modules:

  * py.path: uniform local and svn path objects
  * py.apipkg: explicit API control and lazy-importing
  * py.iniconfig: easy parsing of .ini files
  * py.code: dynamic code generation and introspection
  * py.path: uniform local and svn path objects",系统
python2-py,系统," Library with cross-python path, ini-parsing, io, code, log facilities"," The py lib is a Python development support library featuring the
following tools and modules:

  * py.path: uniform local and svn path objects
  * py.apipkg: explicit API control and lazy-importing
  * py.iniconfig: easy parsing of .ini files
  * py.code: dynamic code generation and introspection
  * py.path: uniform local and svn path objects",系统
python39-pycparser,系统, C parser and AST generator written in Python," pycparser is a complete parser for the C language, written in pure Python.
It is a module designed to be easily integrated into applications that
need to parse C source code.",系统
python3-bson,系统, Python bson library," BSON is a binary-encoded serialization of JSON-like documents. BSON is designed
to be lightweight, traversable, and efficient. BSON, like JSON, supports the
embedding of objects and arrays within other objects and arrays.  This package
contains the python3 version of this module.",系统
python39-pysocks,系统, A Python SOCKS client module," 
A fork of SocksiPy with bug fixes and extra features.

Acts as a drop-in replacement to the socket module. Featuring:

- SOCKS proxy client for Python 2.6 - 3.x
- TCP and UDP both supported
- HTTP proxy client included but not supported or recommended (you should use
  urllib2's or requests' own HTTP proxy interface)
- urllib2 handler included.
This package is for Python3 version 3.9 only.",系统
python3-pyudev,系统, A libudev binding," pyudev is a LGPL licensed, pure Python binding for libudev, the device
and hardware management and information library for Linux.  It supports
almost all libudev functionality, you can enumerate devices, query device
properties and attributes or monitor devices, including asynchronous
monitoring with threads, or within the event loops of Qt, Glib or wxPython.

The binding supports CPython 2 (2.6 or newer) and 3 (3.1 or newer), and
PyPy 1.5 or newer.  It is tested against udev 151 or newer, earlier
versions of udev as found on dated Linux systems may work, but are not
officially supported.",系统
python3-qt5-base,应用, Python 3 bindings for Qt5 base, Python 3 bindings for Qt5 base.,应用
python-qt5-rpm-macros,应用, RPM macros python-qt5, RPM macros python-qt5.,系统
python3-requests,系统," HTTP library, written in Python, for human beings"," Most existing Python modules for sending HTTP requests are extremely verbose and
cumbersome. Python__ built-in urllib2 module provides most of the HTTP
capabilities you should need, but the API is thoroughly broken. This library is
designed to make HTTP requests easy for developers.",系统
python2-requests,系统," HTTP library, written in Python, for human beings"," Most existing Python modules for sending HTTP requests are extremely verbose and
cumbersome. Python__ built-in urllib2 module provides most of the HTTP
capabilities you should need, but the API is thoroughly broken. This library is
designed to make HTTP requests easy for developers.",系统
python38-requests,系统," HTTP library, written in Python, for human beings"," Most existing Python modules for sending HTTP requests are extremely verbose and
cumbersome. Python__ built-in urllib2 module provides most of the HTTP
capabilities you should need, but the API is thoroughly broken. This library is
designed to make HTTP requests easy for developers.",系统
python38-resolvelib,系统, Resolve abstract dependencies into concrete ones," ResolveLib at the highest level provides a Resolver class that
includes dependency resolution logic. You give it some things, and a little
information on how it should interact with them, and it will spit out a
resolution result. Intended Usage :: import resolvelib Things I want to
resolve. requirements [...] Implement logic so the resolver understands the
requirement format. class...",应用
python3-rtslib,系统, API for Linux kernel LIO SCSI target, API for generic Linux SCSI kernel target.,系统
target-restore,系统,Systemd service for targetcli/rtslib ,"Systemd service to restore the LIO kernel target settings
on system restart. ",系统
python2-scour,系统, An SVG scrubber, An SVG scrubber.,应用
python3-semantic_version,系统, Library implementing the 'SemVer' scheme," This small python library provides a few tools to handle semantic versioning
in Python.

Python 3 version",系统
platform-python-setuptools,系统, Easily build and distribute Python 3 packages," Setuptools is a collection of enhancements to the Python distutils that allow
you to more easily build and distribute Python packages, especially ones that
have dependencies on other packages.

This package also contains the runtime components of setuptools, necessary to
execute the software that requires pkg_resources.py.",系统
python3-setuptools,系统,Easily build and distribute Python 3 packages ,"Setuptools is a collection of enhancements to the Python distutils that allow
you to more easily build and distribute Python packages, especially ones that
have dependencies on other packages.

This package also contains the runtime components of setuptools, necessary to
execute the software that requires pkg_resources.py. ",系统
python2-setuptools_scm,系统, Blessed package to manage your versions by scm tags," Setuptools_scm handles managing your python package versions in scm metadata.
It also handles file finders for the suppertes scms.",系统
python3-snowballstemmer,系统, Provides 16 stemmer algorithms generated from Snowball algorithms," It includes following language algorithms:

* Danish
* Dutch
* English (Standard, Porter)
* Finnish
* French
* German
* Hungarian
* Italian
* Norwegian
* Portuguese
* Romanian
* Russian
* Spanish
* Swedish
* Turkis

This is a pure Python stemming library. If PyStemmer is available, this module
uses it to accelerate.",应用
python3-sphinx_rtd_theme,系统, Sphinx theme for readthedocs.org," This is a prototype mobile-friendly sphinx theme for readthedocs.org.
It's currently in development and includes some rtd variable checks that
can be ignored if you're just trying to use it on your project outside
of that site.",应用
python3-suds,系统, A python SOAP client," The suds project is a python soap web services client lib.  Suds leverages
python meta programming to provide an intuitive API for consuming web
services.  Objectification of types defined in the WSDL is provided
without class generation.  Programmers rarely need to read the WSDL since
services and WSDL based objects can be easily inspected.",系统
python3-uritemplate,系统, Simple python library to deal with URI Templates (RFC 6570)," Simple python library to deal with URI Templates (RFC 6570).

Python 3 version.",系统
python38-urllib3,系统, Python3 HTTP library with thread-safe connection pooling and file post, Python3 HTTP module with connection pooling and file POST abilities.,系统
python3-webencodings,系统, Documentation for python-webencodings, This is a Python implementation of the WHATWG Encoding standard.,系统
python2-wheel-wheel,系统, The Python wheel module packaged as a wheel, A Python wheel of wheel to use with virtualenv.,系统
python38-wheel,系统, Built-package format for Python," A built-package format for Python.

A wheel is a ZIP-format archive with a specially formatted filename and the
.whl extension. It is designed to contain all the files for a PEP 376
compatible install in a way that is very close to the on-disk format.

Python 3 version.",系统
python3-whoosh,系统," Fast, Python3 full text indexing, search, and spell checking library"," Whoosh is a fast, featureful full-text indexing and searching library
implemented in pure Python. Programmers can use it to easily add search
functionality to their applications and websites. Every part of how Whoosh
works can be extended or replaced to meet your needs exactly.",应用
python3-yubico,系统, Pure-python library for interacting with Yubikeys, Pure-python library for interacting with Yubikeys. For Python 3.,系统
python2-pytz,系统, World Timezone Definitions for Python," pytz brings the Olson tz database into Python. This library allows accurate
and cross platform timezone calculations using Python 2.3 or higher. It
also solves the issue of ambiguous times at the end of daylight savings,
which you can read more about in the Python Library Reference
(datetime.tzinfo).

Almost all (over 540) of the Olson timezones are supported.",系统
python3-pyusb,系统, Python bindings for libusb," PyUSB provides easy USB access to python. The module contains classes and
methods to support most USB operations.",系统
python3-pyxdg,系统, Python3 library to access freedesktop.org standards," PyXDG is a python library to access freedesktop.org standards. This
package contains a Python 3 version of PyXDG.",系统
qatzip-libs,系统, Libraries for the qatzip package," This package contains libraries for applications to use
the QATzip APIs.",系统
qemu-kvm-block-iscsi,系统, QEMU iSCSI block driver," This package provides the additional iSCSI block driver for QEMU.

Install this package if you want to access iSCSI volumes.",系统
qemu-kvm-block-ssh,系统, QEMU SSH block driver," This package provides the additional SSH block driver for QEMU.

Install this package if you want to access remote disks using
the Secure Shell (SSH) protocol.",系统
qemu-kvm-core,系统, qemu-kvm core components," qemu-kvm is an open source virtualizer that provides hardware
emulation for the KVM hypervisor. qemu-kvm acts as a virtual
machine monitor together with the KVM kernel modules, and emulates the
hardware for a full system such as a PC and its associated peripherals.",系统
qemu-kvm-ui-opengl,系统, QEMU opengl support, This package provides opengl support.,应用
libqhull_r,应用, libqhull_r, libqhull_r,应用
qrencode,应用, Generate QR 2D barcodes," Qrencode is a utility software using libqrencode to encode string data in
a QR Code and save as a PNG image.",应用
qt5-qt3d,应用, Qt5 - Qt3D QML bindings and C++ APIs," Qt 3D provides functionality for near-realtime simulation systems with
support for 2D and 3D rendering in both Qt C++ and Qt Quick applications).",应用
qt5-qtbase-static,应用, Static library files for qt5-qtbase, Static library files for qt5-qtbase.,应用
qt5-qtconnectivity,应用, Qt5 - Connectivity components, Qt5 - Connectivity components.,应用
qt5-qtconnectivity-examples,应用, Programming examples for qt5-qtconnectivity, Programming examples for qt5-qtconnectivity.,应用
qt5-qtgraphicaleffects,应用, Qt5 - QtGraphicalEffects component," The Qt Graphical Effects module provides a set of QML types for adding
visually impressive and configurable effects to user interfaces. Effects
are visual items that can be added to Qt Quick user interface as UI
components.",应用
qt5-qtmultimedia-examples,应用, Programming examples for qt5-qtmultimedia, Programming examples for qt5-qtmultimedia.,应用
qt5-qtquickcontrols-examples,应用, Programming examples for qt5-qtquickcontrols, Programming examples for qt5-qtquickcontrols.,应用
qt5-qtscript-examples,应用, Programming examples for qt5-qtscript, Programming examples for qt5-qtscript.,应用
qt5-qtserialbus-examples,应用, Programming examples for qt5-qtserialbus, Programming examples for qt5-qtserialbus.,应用
qt5-qtserialport-examples,应用, Programming examples for qt5-qtserialport, Programming examples for qt5-qtserialport.,应用
qt5-qtsvg-examples,应用, Programming examples for qt5-qtsvg, Programming examples for qt5-qtsvg.,应用
qt5-qttools-common,应用, Common files for qt5-qttools, Common files for qt5-qttools.,应用
qt5-qttools-libs-designercomponents,应用, Qt5 Designer Components runtime library, Qt5 Designer Components runtime library.,应用
qt5-qttranslations,应用, Qt5 - QtTranslations module, Qt5 - QtTranslations module.,系统
qt5-qtvirtualkeyboard-examples,应用, Programming examples for qt5-qtvirtualkeyboard, Programming examples for qt5-qtvirtualkeyboard.,应用
qt5-qtwayland-examples,应用, Programming examples for qt5-qtwayland, Programming examples for qt5-qtwayland.,应用
qt5-qtwebengine-devtools,应用, WebEngine devtools_resources, Support for remote debugging.,应用
qt5-qtwebsockets,应用, Qt5 - WebSockets component," The QtWebSockets module implements the WebSocket protocol as specified in RFC
6455. It solely depends on Qt (no external dependencies).",应用
quota-rpc,系统,RPC quota daemon ,"The RPC daemon allows to query and set disk quotas over network. If you run
the daemon on NFS__erver, you could use quota tools to manage the quotas from
NFS client. ",系统
radvd,应用, A Router Advertisement daemon," radvd is the router advertisement daemon for IPv6.  It listens to router
solicitations and sends router advertisements as described in ""Neighbor
Discovery for IP Version 6 (IPv6)"" (RFC 2461).  With these advertisements
hosts can automatically configure their addresses and some other
parameters.  They also can choose a default router based on these
advertisements.

Install radvd if you are setting up IPv6 network and/or Mobile IPv6
services.",应用
rarian,应用, Documentation meta-data library," Rarian is a documentation meta-data library that allows access to documents,
man pages and info pages.  It was designed as a replacement for scrollkeeper.",应用
rasdaemon,系统,Utility to receive RAS error tracings ,"rasdaemon is a RAS (Reliability, Availability and Serviceability) logging tool.
It currently records memory errors, using the EDAC tracing events.
EDAC is drivers in the Linux kernel that handle detection of ECC errors
from memory controllers for most chipsets on i386 and x86_64 architectures.
EDAC drivers for other architectures like arm also exists.
This userspace component consists of an init script which makes sure
EDAC drivers and DIMM labels are loaded at system startup, as well as
an utility for reporting current error counts from the EDAC sysfs files. ",系统
ibacm,系统, InfiniBand Communication Manager Assistant," The ibacm daemon helps reduce the load of managing path record lookups on
large InfiniBand fabrics by providing a user space implementation of what
is functionally similar to an ARP cache.  The use of ibacm, when properly
configured, can reduce the SA packet load of a large IB cluster from O(n^2)
to O(n).  The ibacm daemon is started and normally runs in the background,
user applications need not know about this daemon as long as their app
uses librdmacm to handle connection bring up/tear down.  The librdmacm
library knows how to talk directly to the ibacm daemon to retrieve data.",应用
libibverbs,系统, A library and drivers for direct userspace use of RDMA (InfiniBand/iWARP/RoCE) hardware," libibverbs is a library that allows userspace processes to use RDMA
""verbs"" as described in the InfiniBand Architecture Specification and
the RDMA Protocol Verbs Specification.  This includes direct hardware
access from userspace to InfiniBand/iWARP adapters (kernel bypass) for
fast path operations.

Device-specific plug-in ibverbs userspace drivers are included:

- libbxnt_re: Broadcom NetXtreme-E RoCE HCA
- libcxgb4: Chelsio T4 iWARP HCA
- libefa: Amazon Elastic Fabric Adapter
- libhfi1: Intel Omni-Path HFI
- libhns: HiSilicon Hip06 SoC
- libirdma: Intel Ethernet Connection RDMA
- libmlx4: Mellanox ConnectX-3 InfiniBand HCA
- libmlx5: Mellanox Connect-IB/X-4+ InfiniBand HCA
- libqedr: QLogic QL4xxx RoCE HCA
- librxe: A software implementation of the RoCE protocol
- libsiw: A software implementation of the iWarp protocol
- libvmw_pvrdma: VMware paravirtual RDMA device",系统
re2,应用, C++ fast alternative to backtracking RE engines," RE2 is a C++ library providing a fast, safe, thread-friendly alternative to
backtracking regular expression engines like those used in PCRE, Perl, and
Python.

Backtracking engines are typically full of features and convenient syntactic
sugar but can be forced into taking exponential amounts of time on even small
inputs.

In contrast, RE2 uses automata theory to guarantee that regular expression
searches run in time linear in the size of the input, at the expense of some
missing features (e.g back references and generalized assertions).",应用
readline,核心, A library for editing typed command lines," The Readline library provides a set of functions that allow users to
edit command lines. Both Emacs and vi editing modes are available. The
Readline library includes additional functions for maintaining a list
of previously-entered command lines for recalling or editing those
lines, and for performing csh-like history expansion on previous
commands.",应用
realmd,应用,Kerberos realm enrollment service ,"realmd is a DBus system service which manages discovery and enrollment in realms
and domains like Active Directory or IPA. The control center uses realmd as the
back end to 'join' a domain simply and automatically configure things correctly. ",系统
redfish-finder,系统, Utility for parsing SMBIOS information and configuring canonical BMC access," Scans Smbios information for type 42 management controller information, and uses
that to configure the appropriate network interface so that the BMC is
canonically accessible via the host name redfish-localhost",系统
redhat-lsb,核心, Implementation of Linux Standard Base specification," The Linux Standard Base (LSB) is an attempt to develop a set of standards that
will increase compatibility among Linux distributions. It is designed to be
binary-compatible and produce a stable application binary interface (ABI) for
independent software vendors.
The lsb package provides utilities, libraries etc. needed for LSB Compliant
Applications. It also contains requirements that will ensure that all
components required by the LSB are installed on the system.",系统
redhat-lsb-core,核心, LSB Core module support," The Linux Standard Base (LSB) Core module support provides the fundamental
system interfaces, libraries, and runtime environment upon which all conforming
applications and libraries depend.",系统
redhat-lsb-languages,核心, LSB Languages module support," The Linux Standard Base (LSB) Languages module supports components for runtime
languages which are found on an LSB conforming system.",系统
redhat-lsb-printing,核心, LSB Printing module support," The Linux Standard Base (LSB) Printing specifications define components that
are required to be present on an LSB conforming system.",应用
redhat-lsb-submod-multimedia,核心, LSB Multimedia submodule support," The Linux Standard Base (LSB) Multimedia submodule specifications define
components that are required to be present on an LSB conforming system.",核心
redhat-menus,其它, Configuration and data files for the desktop menus," This package contains the XML files that describe the menu layout for
GNOME and KDE, and the .desktop files that define the names and icons
of ""subdirectories"" in the menus.",应用
redland,应用, RDF Application Framework," Redland is a library that provides a high-level interface for RDF
(Resource Description Framework) implemented in an object-based API.
It is modular and supports different RDF/XML parsers, storage
mechanisms and other elements. Redland is designed for applications
developers to provide RDF support in their applications as well as
for RDF developers to experiment with the technology.",应用
rhythmbox,应用, Music Management Application," Rhythmbox is an integrated music management application based on the powerful
GStreamer media framework. It has a number of features, including an easy to
use music browser, searching and sorting, comprehensive audio format support
through GStreamer, Internet Radio support, playlists and more.

Rhythmbox is extensible through a plugin system.",应用
rig,应用, Monitor a system for events and trigger specific actions," Rig is a utility designed to watch or monitor specific system resources (e.g.
log files, journals, system activity, etc...) and then take specific action
when the trigger condition is met. Its primary aim is to assist in
troubleshooting and data collection for randomly occurring events.",系统
rootfiles,核心,The basic required files for the root user's directory ,"The rootfiles package contains basic required files that are placed
in the root user's account.  These files are basically the same
as those in /etc/skel, which are placed in regular
users' home directories. ",应用
rpcbind,系统, Universal Addresses to RPC Program Number Mapper," The rpcbind utility is a server that converts RPC program numbers into
universal addresses.  It must be running on the host to be able to make
RPC calls on a server on that machine.",系统
rpm-build,系统, Scripts and executable programs used to build packages," The rpm-build package contains the scripts and executable programs
that are used to build packages using the RPM Package Manager.",应用
rpm-libs,系统, Libraries for manipulating RPM packages, This package contains the RPM shared libraries.,系统
rpm-plugin-fapolicyd,系统, Rpm plugin for fapolicyd functionality, Rpm plugin for fapolicyd functionality.,系统
rpm-plugin-ima,系统,Rpm plugin ima file signatures ,Rpm plugin ima file signatures ,系统
rpmdevtools,系统, RPM Development Tools," This package contains scripts and (X)Emacs support files to aid in
development of RPM packages.
rpmdev-setuptree    Create RPM build tree within user's home directory
rpmdev-diff         Diff contents of two archives
rpmdev-newspec      Creates new .spec from template
rpmdev-rmdevelrpms  Find (and optionally remove) ""development"" RPMs
rpmdev-checksig     Check package signatures using alternate RPM keyring
rpminfo             Print information about executables and libraries
rpmdev-md5/sha*     Display checksums of all files in an archive file
rpmdev-vercmp       RPM version comparison checker
spectool            Expand and download sources and patches in specfiles
rpmdev-wipetree     Erase all files within dirs created by rpmdev-setuptree
rpmdev-extract      Extract various archives, ""tar xvf"" style
rpmdev-bumpspec     Bump revision in specfile
...and many more.",应用
rpmlint,应用, Tool for checking common errors in RPM packages," rpmlint is a tool for checking common errors in RPM packages.  Binary
and source packages as well as spec files can be checked.",系统
rpm-ostree-libs,系统, Shared library for rpm-ostree, The rpm-ostree-libs package includes the shared library for rpm-ostree.,应用
python3-rrdtool,应用, Python RRDtool bindings, Python RRDtool bindings.,应用
rrdtool-ruby,应用, Ruby RRDtool bindings, The rrdtool-ruby package includes RRDtool bindings for Ruby.,应用
rrdtool-tcl,应用, Tcl RRDtool bindings, The rrdtool-tcl package includes RRDtool bindings for Tcl.,应用
rsyslog-mmfields,系统, Fields extraction module," The mmfield module permits to extract fields. Using this module is of special
advantage if a field-based log format is to be processed, like for example CEF
and either a large number of fields is needed or a specific field is used multiple
times inside filters.",系统
rsyslog-mmsnmptrapd,系统, Message modification module for snmptrapd generated messages," This message modification module takes messages generated from snmptrapd and
modifies them so that they look like they originated from the read originator.",系统
rsyslog-mysql,系统, MySQL support for rsyslog," The rsyslog-mysql package contains a dynamic shared object that will add
MySQL database support to rsyslog.",应用
rsyslog-relp,系统, RELP protocol support for rsyslog," The rsyslog-relp package contains the rsyslog plugins that provide
the ability to receive syslog messages via the reliable RELP
protocol.",系统
ruby,应用, An interpreter of object-oriented scripting language," Ruby is the interpreted scripting language for quick and easy
object-oriented programming.  It has many features to process text
files and to do system management tasks (as in Perl).  It is simple,
straight-forward, and extensible.",应用
rubygem-did_you_mean,应用," ""Did you mean?"" experience in Ruby"," ""did you mean?"" experience in Ruby: the error message will tell you the right
one when you misspelled something.",应用
rubygem-json,应用, This is a JSON implementation as a Ruby extension in C," This is a implementation of the JSON specification according to RFC 4627.
You can think of it as a low fat alternative to XML, if you want to store
data to disk or transmit it over a network rather than use a verbose
markup language.",应用
rubygem-openssl,应用," OpenSSL provides SSL, TLS and general purpose cryptography"," OpenSSL provides SSL, TLS and general purpose cryptography. It wraps the
OpenSSL library.",应用
rubygem-power_assert,应用, Power Assert for Ruby," Power Assert shows each value of variables and method calls in the expression.
It is useful for testing, providing which value wasn't correct when the
condition is not satisfied.",应用
rubygem-psych,应用, A libyaml wrapper for Ruby," Psych is a YAML parser and emitter. Psych leverages
libyaml[http://pyyaml.org/wiki/LibYAML] for its YAML parsing and emitting
capabilities. In addition to wrapping libyaml, Psych also knows how to
serialize and de-serialize most Ruby objects to and from the YAML format.",应用
rubygems,应用, The Ruby standard for packaging ruby libraries," RubyGems is the Ruby standard for publishing and managing third party
libraries.",应用
rubygem-rbs,应用, Type signature for Ruby," RBS is the language for type signatures for Ruby and standard library
definitions.",应用
rubygem-typeprof,应用, TypeProf is a type analysis tool for Ruby code based on abstract interpretation," TypeProf performs a type analysis of non-annotated Ruby code.
It abstractly executes input Ruby code in a level of types instead of values,
gathers what types are passed to and returned by methods, and prints the
analysis result in RBS format, a standard type description format for Ruby
3.0.",应用
rubygem-diff-lcs,应用, Provide a list of changes between two sequenced collections," Diff::LCS computes the difference between two Enumerable sequences using the
McIlroy-Hunt longest common subsequence (LCS) algorithm. It includes utilities
to create a simple HTML diff output format and a standard diff-like tool.",应用
rubygem-mongo,应用, Ruby driver for MongoDB, A Ruby driver for MongoDB.,应用
rubygem-mysql2,应用," A simple, fast Mysql library for Ruby, binding to libmysql"," The Mysql2 gem is meant to serve the extremely common use-case of
connecting, querying and iterating on results. Some database libraries
out there serve as direct 1:1 mappings of the already complex C API\'s
available. This one is not.",应用
rubygem-pg,应用, A Ruby interface to the PostgreSQL RDBMS," This is the extension library to access a PostgreSQL database from Ruby.
This library works with PostgreSQL 9.1 and later.",应用
rubygem-rspec,应用, Behaviour driven development (BDD) framework for Ruby, RSpec is a behaviour driven development (BDD) framework for Ruby.,应用
clippy,系统, Lints to catch common mistakes and improve your Rust code, A collection of lints to catch common mistakes and improve your Rust code.,系统
rls,系统, Rust Language Server for IDE integration," The Rust Language Server provides a server that runs in the background,
providing IDEs, editors, and other tools with information about Rust programs.
It supports functionality such as 'goto definition', symbol search,
reformatting, and code completion, and enables renaming and refactorings.",应用
rust-analysis,系统, Compiler analysis data for the Rust standard library," This package contains analysis data files produced with rustc's -Zsave-analysis
feature for the Rust standard library. The RLS (Rust Language Server) uses this
data to provide information about the Rust standard library.",系统
rustfmt,系统, Tool to find and fix Rust formatting issues, A tool for formatting Rust code according to style guidelines.,系统
rust-std-static,系统, Standard library for Rust," This package includes the standard libraries for building applications
written in Rust.",系统
saab-fonts,其它, Free Punjabi Unicode OpenType Serif Font," This package provides a free OpenType Punjabi (Gurmukhi) Serif font.
Developed by Bhupinder Singh.",其它
ctdb,应用,A Clustered Database based on Samba's Trivial Database (TDB) ,"CTDB is a cluster implementation of the TDB database used by Samba and other
projects to store temporary data. If an application is already using TDB for
temporary data it is very easy to convert that application to be cluster aware
and use CTDB instead. ",系统
libsmbclient,应用, The SMB client library, The libsmbclient contains the SMB client library from the Samba suite.,应用
python3-samba,应用, Samba Python3 libraries," The python3-samba package contains the Python 3 libraries needed by programs
that use SMB, RPC and other Samba provided protocols in Python 3 programs.",应用
samba,应用, Server and Client software to interoperate with Windows machines," Samba is the standard Windows interoperability suite of programs for Linux and
Unix.",应用
samba-common,应用, Files used by both Samba servers and clients," samba-common provides files necessary for both the server and client
packages of Samba.",应用
samba-common-tools,应用, Tools for Samba servers and clients," The samba-common-tools package contains tools for Samba servers and
SMB/CIFS clients.",应用
samba-pidl,应用,Perl IDL compiler ,"The samba-pidl package contains the Perl IDL compiler used by Samba
and Wireshark to parse IDL and similar protocols ",系统
samba-winbind-modules,应用, Samba winbind modules," The samba-winbind-modules package provides the NSS library and a PAM module
necessary to communicate to the Winbind Daemon",应用
samyak-devanagari-fonts,其它, Open Type Fonts for Devanagari script," This package contains truetype/opentype font for the display of \
Scripts Devanagari.",其它
sane-backends,应用, Scanner access software," Scanner Access Now Easy (SANE) is a universal scanner interface.  The
SANE application programming interface (API) provides standardized
access to any raster image scanner hardware (flatbed scanner,
hand-held scanner, video and still cameras, frame-grabbers, etc.).",应用
sane-frontends,应用, Graphical frontend to SANE, This packages includes the scanadf and xcam programs.,应用
sanlk-reset,系统, Host reset daemon and client using sanlock," The sanlk-reset package contains the reset daemon and client.
A cooperating host running the daemon can be reset by a host
running the client, so long as both maintain access to a
common sanlock lockspace.",系统
sassist,应用, Dell SupportAssist log collector, Dell SupportAssist log collector for Linux.,应用
sbd,应用, Storage-based death," 
This package contains the storage-based death functionality.

Available rpmbuild rebuild options:
  --with(out) : sync_resource_startup_default",应用
sblim-cmpi-base,应用, SBLIM CMPI Base Providers," SBLIM (Standards Based Linux Instrumentation for Manageability)
CMPI (Common Manageability Programming Interface) Base Providers
for System-Related CIM (Common Information Model) classes.",应用
sblim-indication_helper,应用, Toolkit for CMPI indication providers," This package contains a developer library for helping out when writing
CMPI providers. This library polls the registered functions for data
and, if it changes, a CMPI indication is set with the values of the
indication class properties (also set by the developer).",应用
sblim-sfcc,应用, Small Footprint CIM Client Library, Small Footprint CIM Client Library Runtime Libraries,应用
scala-apidoc,应用, Documentation for the Scala programming language," Scala is a general purpose programming language for the JVM that blends
object-oriented and functional programming. This package provides
reference and API documentation for the Scala programming language.",应用
scap-workbench,应用," Scanning, tailoring, editing and validation tool for SCAP content"," scap-workbench is GUI tool that provides scanning functionality for SCAP
content. The tool is based on OpenSCAP library.",应用
python2-scipy,应用, Scientific Tools for Python," Scipy is open-source software for mathematics, science, and
engineering. The core library is NumPy which provides convenient and
fast N-dimensional array manipulation. The SciPy library is built to
work with NumPy arrays, and provides many user-friendly and efficient
numerical routines such as routines for numerical integration and
optimization. Together, they run on all popular operating systems, are
quick to install, and are free of charge. NumPy and SciPy are easy to
use, but powerful enough to be depended upon by some of the world's
leading scientists and engineers.",应用
scl-utils,系统, Utilities for alternative packaging, Run-time utility for alternative packaging.,应用
scl-utils-build,系统, RPM build macros for alternative packaging, Essential RPM build macros for alternative packaging.,应用
python3-scons,应用, An Open Source software construction tool," SCons is an Open Source software construction tool--that is, a build
tool; an improved substitute for the classic Make utility; a better way
to build software. SCons is based on the design which won the Software
Carpentry build tool design competition in August 2000.

SCons ""configuration files"" are Python scripts, eliminating the need
to learn a new build tool syntax. SCons maintains a global view of
all dependencies in a tree, and can scan source (or other) files for
implicit dependencies, such as files specified on #include lines. SCons
uses MD5 signatures to rebuild only when the contents of a file have
really changed, not just when the timestamp has been touched. SCons
supports side-by-side variant builds, and is easily extended with user-
defined Builder and/or Scanner objects.",系统
ptscotch-openmpi,应用, PT-Scotch libraries compiled against openmpi," Scotch is a software package for graph and mesh/hypergraph partitioning and
sparse matrix ordering. This sub-package provides parallelized scotch libraries
compiled with openmpi.",应用
seahorse,应用, A GNOME application for managing encryption keys," Seahorse is a graphical interface for managing and using encryption keys.
It also integrates with nautilus, gedit and other places for encryption
operations.  It is a keyring manager.",应用
selinux-policy-minimum,系统, SELinux minimum base policy, SELinux Reference policy minimum base module.,系统
selinux-policy-mls,系统,SELinux mls base policy ,SELinux Reference policy mls base module. ,应用
setools-console,系统,Policy analysis command-line tools for SELinux ,"SETools is a collection of graphical tools, command-line tools, and
libraries designed to facilitate SELinux policy analysis.

This package includes the following console tools:

  sediff       Compare two policies to find differences.
  seinfo       List policy components.
  sesearch     Search rules (allow, type_transition, etc.) ",系统
setroubleshoot-plugins,系统, Analysis plugins for use with setroubleshoot," This package provides a set of analysis plugins for use with
setroubleshoot. Each plugin has the capacity to analyze SELinux AVC
data and system data to provide user friendly reports describing how
to interpret SELinux AVC denials.",应用
