name,label,summary,description
brasero-nautilus,工具, Nautilus extension for brasero, The brasero-nautilus package contains the brasero nautilus extension.
rpmdevtools,工具, RPM Development Tools," This package contains scripts and (X)Emacs support files to aid in
development of RPM packages.
rpmdev-setuptree    Create RPM build tree within user's home directory
rpmdev-diff         Diff contents of two archives
rpmdev-newspec      Creates new .spec from template
rpmdev-rmdevelrpms  Find (and optionally remove) ""development"" RPMs
rpmdev-checksig     Check package signatures using alternate RPM keyring
rpminfo             Print information about executables and libraries
rpmdev-md5/sha*     Display checksums of all files in an archive file
rpmdev-vercmp       RPM version comparison checker
spectool            Expand and download sources and patches in specfiles
rpmdev-wipetree     Erase all files within dirs created by rpmdev-setuptree
rpmdev-extract      Extract various archives, ""tar xvf"" style
rpmdev-bumpspec     Bump revision in specfile
...and many more."
ncurses,工具, Ncurses support utilities," The curses library routines are a terminal-independent method of
updating character screens with reasonable optimization.  The ncurses
(new curses) library is a freely distributable replacement for the
discontinued 4.4 BSD classic curses library.

This package contains support utilities, including a terminfo compiler
tic, a decompiler infocmp, clear, tput, tset, and a termcap conversion
tool captoinfo."
tesseract-script-cherokee,工具, Cherokee script data for tesseract-tessdata," This package contains the fast integer version of the Cherokee script
trained models for the Tesseract Open Source OCR Engine."
texlive-texlive-docindex,工具," top-level TeX Live doc.html, etc"," These files are regenerated as needed, which is often, so we
make them a separate package.  See the tl-update-auto script
for the process."
crash-gcore-command,工具, Gcore extension module for the crash utility," Command for creating a core dump file of a user-space task that was
running in a kernel dumpfile."
gcc-toolset-11-dwz,工具, DWARF optimization and duplicate removal tool," The dwz package contains a program that attempts to optimize DWARF
debugging information contained in ELF shared libraries and ELF executables
for size, by replacing DWARF information representation with equivalent
smaller representation where possible and by reducing the amount of
duplication using techniques from DWARF standard appendix E - creating
DW_TAG_partial_unit compilation units (CUs) for duplicated information
and using DW_TAG_imported_unit to import it into each CU that needs it."
gcc-toolset-9-dyninst-testsuite,工具, Programs for testing Dyninst," dyninst-testsuite includes the test harness and target programs for
making sure that dyninst works properly."
glusterfs-cli,工具, GlusterFS CLI," GlusterFS is a distributed file-system capable of scaling to several
petabytes. It aggregates various storage bricks over Infiniband RDMA
or TCP/IP interconnect into one large parallel network file
system. GlusterFS is one of the most sophisticated file systems in
terms of features and extensibility.  It borrows a powerful concept
called Translators from GNU Hurd kernel. Much of the code in GlusterFS
is in user space and easily manageable.

This package provides the GlusterFS CLI application and its man page"
open-vm-tools-desktop,工具, User experience components for Open Virtual Machine Tools," This package contains only the user-space programs and libraries of
open-vm-tools that are essential for improved user experience of VMware virtual
machines."
texlive-parskip,工具," Layout with zero \parindent, non-zero \parskip"," Simply changing \parskip and \parindent leaves a layout that is
untidy; this package (though it is no substitute for a
properly-designed class) helps alleviate this untidiness"
hunspell-so,工具, Somali hunspell dictionaries, Somali hunspell dictionaries.
rmt,工具,Provides certain programs with access to remote tape devices ,"The rmt utility provides remote access to tape devices for programs
like dump (a filesystem backup program), restore (a program for
restoring files from a backup), and tar (an archiving program). "
systemtap-initscript,工具, Systemtap Initscripts," This package includes a SysVinit script to launch selected systemtap
scripts at system startup, along with a dracut module for early
boot-time probing if supported."
iproute-tc,工具,Linux Traffic Control utility ,"The Traffic Control utility manages queueing disciplines, their classes and
attached filters and actions. It is the standard tool to configure QoS in
Linux. "
hunspell-tk,工具, Turkmen hunspell dictionaries, Turkmen hunspell dictionaries.
whois,工具, Improved WHOIS client," Searches for an object in a RFC 3912 database.

This version of the WHOIS client tries to guess the right server to ask for
the specified object. If no guess can be made it will connect to
whois.networksolutions.com for NIC handles or whois.arin.net for IPv4
addresses and network names."
erofs-utils,工具, Utilities for working with EROFS," EROFS stands for Enhanced Read-Only File System.  Different from other
read-only file systems, it is designed for flexibility, scalability, and
simplicity for high performance.

The erofs-utils package includes mkfs.erofs to create EROFS images."
gcc-toolset-9-gcc-c++,工具, C++ support for GCC  version 9," This package adds C++ support to the GNU Compiler Collection
version 9.  It includes support for most of the current C++ specification
and a lot of support for the upcoming C++ specification."
audit,工具, User space tools for kernel auditing," The audit package contains the user space utilities for
storing and searching the audit records generated by
the audit subsystem in the Linux 2.6 and later kernels."
texlive-lastpage,工具, Reference last page for Page N of M type footers," Reference the number of pages in your LaTeX document through
the introduction of a new label which can be referenced like
\pageref{LastPage} to give a reference to the last page of a
document. It is particularly useful in the page footer that
says: Page N of M."
dnf,工具, Package manager," Utility that allows users to manage packages on their systems.
It supports RPMs, modules and comps groups & environments."
clang-analyzer,工具, A source code analysis framework," The Clang Static Analyzer consists of both a source code analysis
framework and a standalone tool that finds bugs in C and Objective-C
programs. The standalone tool is invoked from the command-line, and is
intended to run in tandem with a build of a project or code base."
texlive-anyfontsize,工具, Select any font size in LaTeX," The package allows the to user select any font size (via e.g.
\fontsize{...}{...}\selectfont), even those sizes that are not
listed in the .fd file. If such a size is requested, LaTeX will
search for and select the nearest listed size; anyfontsize will
then scale the font to the size actually requested. Similar
functionality is available for the CM family, for the EC
family, or for either computer modern encoding; the present
package generalises the facility."
passwd,工具,An utility for setting or changing passwords using PAM ,"This package contains a system utility (passwd) which sets
or changes passwords, using PAM (Pluggable Authentication
Modules) library. "
docbook-utils,工具, Shell scripts for managing DocBook documents," This package contains scripts are for easy conversion from DocBook
files to other formats (for example, HTML, RTF, and PostScript), and
for comparing SGML files."
vdo,工具,Management tools for Virtual Data Optimizer ,"Virtual Data Optimizer (VDO) is a device mapper target that delivers
block-level deduplication, compression, and thin provisioning.

This package provides the user-space management tools for VDO. "
texlive-hyphenat,工具, Disable/enable hypenation," This package can disable all hyphenation or enable hyphenation
of non-alphabetics or monospaced fonts. The package can also
enable hyphenation within 'words' that contain non-alphabetic
characters (e.g., that include underscores), and hyphenation of
text typeset in monospaced (e.g., cmtt) fonts."
ipa-common,工具, Common files used by IPA," IPA is an integrated solution to provide centrally managed Identity (users,
hosts, services), Authentication (SSO, 2FA), and Authorization
(host access control, SELinux user roles, services). The solution provides
features for further integration with Linux based clients (SUDO, automount)
and integration with Active Directory based infrastructures (Trusts).
If you are using IPA, you need to install this package."
patch,工具,Utility for modifying/upgrading files ,"The patch program applies diff files to originals.  The diff command
is used to compare an original to a changed file.  Diff lists the
changes made to the file.  A person who has the original file can then
use the patch command with the diff file to add the changes to their
original file (patching the file).

Patch should be installed because it is a common way of upgrading
applications. "
texlive-fancyref,工具, A LaTeX package for fancy cross-referencing," Provides fancy cross-referencing support, based on the
package's reference commands (\fref and \Fref) that recognise
what sort of object is being referenced. So, for example, the
label for a \section would be expected to be of the form
'sec:foo': the package would recognise the 'sec:' part."
openscap-scanner,工具, OpenSCAP Scanner Tool (oscap)," The openscap-scanner package contains oscap command-line tool. The oscap
is configuration and vulnerability scanner, capable of performing
compliance checking using SCAP content."
kf5-kconfig-gui,工具, GUI part of KConfig framework," KConfigGui provides a way to hook widgets to the configuration so that they are
automatically initialized from the configuration and automatically propagate
their changes to their respective configuration files."
ps_mem,工具,Memory profiling tool ,"The ps_mem tool reports how much core memory is used per program
(not per process). In detail it reports:
sum(private RAM for program processes) + sum(Shared RAM for program processes)
The shared RAM is problematic to calculate, and the tool automatically
selects the most accurate method available for the running kernel. "
hunspell-es-DO,工具, Dominican Spanish hunspell dictionary, Dominican Spanish hunspell dictionary
tesseract-script-greek,工具, Greek script data for tesseract-tessdata," This package contains the fast integer version of the Greek script
trained models for the Tesseract Open Source OCR Engine."
texlive-lualibs,工具, Additional Lua functions for LuaTeX macro programmers," Lualibs is a collection of Lua modules useful for general
programming. The bundle is based on lua modules shipped with
ConTeXt, and are made available in this bundle for use
independent of ConTeXt."
hunspell-uz,工具, Uzbek hunspell dictionaries, Uzbek hunspell dictionaries.
texlive-unisugar,工具, Define syntactic sugar for Unicode LaTeX," The package allows the user to define shorthand aliases for
single Unicode characters, and also provides support for such
aliases in RTL-text. The package requires an TeX-alike system
that uses Unicode input in a native way: current examples are
XeTeX and LuaTeX."
iptables-utils,工具,iptables and ip6tables services for iptables ,"Utils for iptables.

Currently only provides nfnl_osf with the pf.os database. "
crash,工具," Kernel analysis utility for live systems, netdump, diskdump, kdump, LKCD or mcore dumpfiles"," The core analysis suite is a self-contained tool that can be used to
investigate either live systems, kernel core dumps created from the
netdump, diskdump and kdump packages from Red Hat Linux, the mcore kernel patch
offered by Mission Critical Linux, or the LKCD kernel patch."
texlive-metafont,工具, A system for specifying fonts," The program takes a semi-algorithmic specification of a font,
and produces a bitmap font (whose properties are defined by a
set of parameters of the target device), and a set metrics for
use by TeX. The bitmap output may be converted into a format
directly usable by a device driver, etc., by the tools provided
in the parallel mfware distribution. (Third parties have
developed tools to convert the bitmap output to outline fonts.)
The distribution includes the source of Knuth's Metafont book;
this source is there to read, as an example of writing TeX --
it should not be processed without Knuth's direct permission."
usermode-gtk,工具, Graphical tools for certain user account management tasks," The usermode-gtk package contains several graphical tools for users:
userinfo, usermount and userpasswd.  Userinfo allows users to change
their finger information.  Usermount lets users mount, unmount, and
format file systems.  Userpasswd allows users to change their
passwords.

Install the usermode-gtk package if you would like to provide users with
graphical tools for certain account management tasks."
infiniband-diags,工具,InfiniBand Diagnostic Tools ,"This package provides IB diagnostic programs and scripts needed to diagnose an
IB subnet.  infiniband-diags now also provides libibmad.  libibmad provides
low layer IB functions for use by the IB diagnostic and management
programs. These include MAD, SA, SMP, and other basic IB functions. "
gcc-toolset-11-gdb,工具," A GNU source-level debugger for C, C++, Fortran, Go and other languages"," GDB, the GNU debugger, allows you to debug programs written in C, C++,
Java, and other languages, by executing them in a controlled fashion
and printing their data."
cups-ipptool,工具, CUPS printing system - tool for performing IPP requests, Sends IPP requests to the specified URI and tests and/or displays the results.
maven,工具, Java project management and project comprehension tool," Maven is a software project management and comprehension tool. Based on the
concept of a project object model (POM), Maven can manage a project's build,
reporting and documentation from a central piece of information."
parted,工具,The GNU disk partition manipulation program ,"The GNU Parted program allows you to create, destroy, resize, move,
and copy hard disk partitions. Parted can be used for creating space
for new operating systems, reorganizing disk usage, and copying data
to new hard disks. "
ibus-table-chinese-wubi-haifeng,工具, Haifeng Wubi input method," Haifeng Wubi input methods. Current includes:
Haifeng Wubi 86."
qemu-kvm-block-rbd,工具, QEMU Ceph/RBD block driver," This package provides the additional Ceph/RBD block driver for QEMU.

Install this package if you want to access remote Ceph volumes
using the rbd protocol."
deepin-log-viewer,工具, Log Viewer is a useful tool for viewing system logs, Log Viewer is a useful tool for viewing system logs.
ipa-client-samba,工具, Tools to configure Samba on IPA client," This package provides command-line tools to deploy Samba domain member
on the machine enrolled into a FreeIPA environment"
rig,工具, Monitor a system for events and trigger specific actions," Rig is a utility designed to watch or monitor specific system resources (e.g.
log files, journals, system activity, etc...) and then take specific action
when the trigger condition is met. Its primary aim is to assist in
troubleshooting and data collection for randomly occurring events."
hunspell-es-PY,工具, Paraguayan Spanish hunspell dictionary, Paraguayan Spanish hunspell dictionary
hunspell-eu,工具, Basque hunspell dictionaries, Basque hunspell dictionaries.
tesseract-script-hangul,工具, Hangul script data for tesseract-tessdata," This package contains the fast integer version of the Hangul script
trained models for the Tesseract Open Source OCR Engine."
isomd5sum,工具, Utilities for working with md5sum implanted in ISO images," The isomd5sum package contains utilities for implanting and verifying
an md5sum implanted into an ISO9660 image."
texlive-base,工具," TeX Live filesystem, metadata and licenses shipped in text form", TeX Live licenses shipped in text form.
grub2-common,工具, grub2 common layout," This package provides some directories which are required by various grub2
subpackages."
spice-client-win-x64,工具, Spice client MSI installers for Windows clients (64 bit), Spice client MSI installers for Windows clients (64 bit)
texlive-lualatex-math,工具, Fixes for mathematics-related LuaLaTeX issues," The package patches a few commands of the LaTeX2e kernel and
the amsmath and mathtools packages to be more compatible with
the LuaTeX engine. It is only meaningful for LuaLaTeX documents
containing mathematical formulas, and does not exhibit any new
functionality. The fixes are mostly moved from the unicode-math
package to this package since they are not directly related to
Unicode mathematics typesetting."
xfsdump,工具,Administrative utilities for the XFS filesystem ,"The xfsdump package contains xfsdump, xfsrestore and a number of
other utilities for administering XFS filesystems.

xfsdump examines files in a filesystem, determines which need to be
backed up, and copies those files to a specified disk, tape or other
storage medium.	 It uses XFS-specific directives for optimizing the
dump of an XFS filesystem, and also knows how to backup XFS extended
attributes.  Backups created with xfsdump are ""endian safe"" and can
thus be transfered between Linux machines of different architectures
and also between IRIX machines.

xfsrestore performs the inverse function of xfsdump; it can restore a
full backup of a filesystem.  Subsequent incremental backups can then
be layered on top of the full backup.  Single files and directory
subtrees may be restored from full or partial backups. "
policycoreutils,工具, SELinux policy core utilities," Security-enhanced Linux is a feature of the Linux庐 kernel and a number
of utilities with enhanced security functionality designed to add
mandatory access controls to Linux.  The Security-enhanced Linux
kernel contains new architectural components originally developed to
improve the security of the Flask operating system. These
architectural components provide general support for the enforcement
of many kinds of mandatory access control policies, including those
based on the concepts of Type Enforcement庐, Role-based Access
Control, and Multi-level Security.

policycoreutils contains the policy core utilities that are required
for basic operation of a SELinux system.  These utilities include
load_policy to load policies, setfiles to label filesystems, newrole
to switch roles."
texlive-txfonts,工具, Times-like fonts in support of mathematics," Txfonts supplies virtual text roman fonts using Adobe Times (or
URW NimbusRomNo9L) with some modified and additional text
symbols in the OT1, T1, and TS1 encodings; maths alphabets
using Times/URW Nimbus; maths fonts providing all the symbols
of the Computer Modern and AMS fonts, including all the Greek
capital letters from CMR; and additional maths fonts of various
other symbols. The set is complemented by a sans-serif set of
text fonts, based on Helvetica/NimbusSanL, and a monospace set.
All the fonts are in Type 1 format (AFM and PFB files), and are
supported by TeX metrics (VF and TFM files) and macros for use
with LaTeX."
cmake-gui,工具, Qt GUI for cmake, The cmake-gui package contains the Qt based GUI for cmake.
ibus-setup,工具, IBus setup utility, This is a setup utility for IBus.
tesseract-script-telugu,工具, Telugu script data for tesseract-tessdata," This package contains the fast integer version of the Telugu script
trained models for the Tesseract Open Source OCR Engine."
helm-zsh-completion,工具, Zsh Completion for helm, Zsh command line completion support for helm.
ibus-table-chinese,工具, Chinese input tables for IBus," ibus-table-chinese is provides the infrastructure for Chinese input methods.
Input tables themselves are in subpackages."
devhelp,工具, API documentation browser," Devhelp is an API documentation browser for the GNOME desktop.
It works natively with API documentation generated by gtk-doc."
texlive-stmaryrd,工具, St Mary Road symbols for theoretical computer science," The fonts were originally distributed as MetaFont sources only,
but Adobe Type 1 versions are also now available. Macro support
is provided for use under LaTeX; the package supports the
""only"" option (provided by the somedefs package) to restrict
what is loaded, for those who don't need the whole font."
maven-surefire,工具, Test framework project, Surefire is a test framework project.
texlive-rsfs,工具, Ralph Smith's Formal Script font," The fonts provide uppercase 'formal' script letters for use as
symbols in scientific and mathematical typesetting (in contrast
to the informal script fonts such as that used for the
'calligraphic' symbols in the TeX maths symbol font). The fonts
are provided as MetaFont source, and as derived Adobe Type 1
format. LaTeX support, for using these fonts in mathematics, is
available via one of the packages calrsfs and mathrsfs."
rustfmt,工具, Tool to find and fix Rust formatting issues, A tool for formatting Rust code according to style guidelines.
gnome-keyring-pam,工具, Pam module for unlocking keyrings," The gnome-keyring-pam package contains a pam module that can
automatically unlock the ""login"" keyring when the user logs in."
xorg-x11-apps,工具, X.Org X11 applications, A collection of common X Window System applications.
maven-wagon,工具, Tools to manage artifacts and deployment," Maven Wagon is a transport abstraction that is used in Maven's
artifact and repository handling code. Currently wagon has the
following providers:
* File
* HTTP
* FTP
* SSH/SCP
* WebDAV
* SCM (in progress)"
texlive-context,工具, The ConTeXt macro package," A full featured, parameter driven macro package, which fully
supports advanced interactive documents. See the ConTeXt garden
for a wealth of support information."
texlive-realscripts,工具, Access OpenType subscript and superscript glyphs," This small package replaces \textsuperscript and \textsubscript
commands by equivalent commands that use OpenType font features
to access appropriate glyphs if possible. The package also
patches LaTeX's default footnote command to use this new
\textsuperscript for footnote symbols. The package requires
fontspec running on either XeLaTeX or LuaLaTeX. The package
holds functions that were once parts of the xltxtra package,
which now loads realscripts by default."
texlive-metalogo,工具, Extended TeX logo macros," This package exposes spacing parameters for various TeX logos
to the end user, to optimise the logos for different fonts.
Written especially for XeLaTeX users."
kf5-kcoreaddons,工具, KDE Frameworks 5 Tier 1 addon with various classes on top of QtCore," KCoreAddons provides classes built on top of QtCore to perform various tasks
such as manipulating mime types, autosaving files, creating backup files,
generating random sequences, performing text manipulations such as macro
replacement, accessing user information and many more."
unrar,工具," Utility for extracting, testing and viewing RAR archives"," The unrar utility is a freeware program for extracting, testing and
viewing the contents of archives created with the RAR archiver version
1.50 and above."
gcc-toolset-9-dwz,工具, DWARF optimization and duplicate removal tool," The dwz package contains a program that attempts to optimize DWARF
debugging information contained in ELF shared libraries and ELF executables
for size, by replacing DWARF information representation with equivalent
smaller representation where possible and by reducing the amount of
duplication using techniques from DWARF standard appendix E - creating
DW_TAG_partial_unit compilation units (CUs) for duplicated information
and using DW_TAG_imported_unit to import it into each CU that needs it."
texlive-natbib,工具, Flexible bibliography support," Provides a style with author-year and numbered references, as
well as much detailed of support for other bibliography use.
Provides versions of the standard BibTeX styles that are
compatible with natbib - plainnat, unsrtnat, abbrnat. The
bibliography styles produced by custom-bib are designed from
the start to be compatible with natbib."
hunspell-tn,工具, Tswana hunspell dictionaries, Tswana hunspell dictionaries.
mythes-nb,工具, Bokmaal thesaurus, Bokmaal thesaurus.
texlive-xecyr,工具, Using Cyrillic languages in XeTeX," Helper tools for using Cyrillic languages with XeLaTeX and
babel."
clang-tools-extra,工具, Extra tools for clang, A set of extra tools built using Clang's tooling API.
cloud-utils-growpart,工具, Script for growing a partition," This package provides the growpart script for growing a partition. It is
primarily used in cloud images in conjunction with the dracut-modules-growroot
package to grow the root partition on first boot."
texlive-pst-slpe,工具, Sophisticated colour gradients," This PStricks package covers all the colour gradient
functionality of pst-grad (part of the base pstricks
distribution), and provides the following facilities: - it
permits the user to specify an arbitrary number of colours,
along with the points at which they are to be reached; - it
converts between RGB and HSV behind the scenes; - it provides
concentric and radial gradients; - it provides a command
\psBall that generates bullets with a three-dimensional
appearance; and - uses the xkeyval package for the extended key
handling."
texlive-ctablestack,工具, Catcode table stable support," This package provides a method for defining category code table
stacks in LuaTeX. It builds on code provided by the 2015/10/01
release of LaTeX2e (also available as ltluatex.sty for plain
users). It is required by the luatexbase package (v1.0 onward)
which uses ctablestack to provide a back-compatibility form of
this concept."
hunspell-es-HN,工具, Honduran Spanish hunspell dictionary, Honduran Spanish hunspell dictionary
tesseract-langpack-est,工具, Estonian language data for tesseract-tessdata," This package contains the fast integer version of the Estonian language
trained models for the Tesseract Open Source OCR Engine."
wireshark,工具, Network traffic analyzer," Wireshark allows you to examine protocol data stored in files or as it is
captured from wired or wireless (WiFi or Bluetooth) networks, USB devices,
and many other sources.  It supports dozens of protocol capture file formats
and understands more than a thousand protocols.

It has many powerful features including a rich display filter language
and the ability to reassemble multiple protocol packets in order to, for
example, view a complete TCP stream, save the contents of a file which was
transferred over HTTP or CIFS, or play back an RTP audio stream."
texlive-preprint,工具," A bundle of packages provided ""as is"""," The bundle comprises: - authblk, which permits footnote style
author/affiliation input in the \author command, - balance, to
balance the end of \twocolumn pages, - figcaps, to send figure
captions, etc., to end document, - fullpage, to set narrow page
margins and set a fixed page style, and - sublabel, which
permits counters to be subnumbered."
ipa-client,工具, IPA authentication for use on clients," IPA is an integrated solution to provide centrally managed Identity (users,
hosts, services), Authentication (SSO, 2FA), and Authorization
(host access control, SELinux user roles, services). The solution provides
features for further integration with Linux based clients (SUDO, automount)
and integration with Active Directory based infrastructures (Trusts).
If your network uses IPA for authentication, this package should be
installed on every client machine.
This package provides command-line tools for IPA administrators."
texlive-collection-htmlxml,工具, HTML/SGML/XML support," Packages to convert LaTeX to XML/HTML, and typeset XML/SGML."
python3-scons,工具, An Open Source software construction tool," SCons is an Open Source software construction tool--that is, a build
tool; an improved substitute for the classic Make utility; a better way
to build software. SCons is based on the design which won the Software
Carpentry build tool design competition in August 2000.

SCons ""configuration files"" are Python scripts, eliminating the need
to learn a new build tool syntax. SCons maintains a global view of
all dependencies in a tree, and can scan source (or other) files for
implicit dependencies, such as files specified on #include lines. SCons
uses MD5 signatures to rebuild only when the contents of a file have
really changed, not just when the timestamp has been touched. SCons
supports side-by-side variant builds, and is easily extended with user-
defined Builder and/or Scanner objects."
boom-boot,工具,A set of libraries and tools for managing boot loader entries ,"Boom is a boot manager for Linux systems using boot loaders that support
the BootLoader Specification for boot entry configuration.

Boom requires a BLS compatible boot loader to function: either the
systemd-boot project, or Grub2 with the BLS patch. "
lorax,工具, Tool for creating the anaconda install images," Lorax is a tool for creating the anaconda install images.

It also includes livemedia-creator which is used to create bootable livemedia,
including live isos and disk images. It can use libvirtd for the install, or
Anaconda's image install feature."
crash-ptdump-command,工具, ptdump extension module for the crash utility," Retrieve and decode the log buffer generated by the Intel(R) Processor
Trace facility"
hunspell-te,工具, Telugu hunspell dictionaries, Telugu hunspell dictionaries.
nbdkit-server,工具, The nbdkit server, This package contains the nbdkit server with no plugins or filters.
tmux,工具,A terminal multiplexer ,"tmux is a ""terminal multiplexer.""  It enables a number of terminals (or
windows) to be accessed and controlled from a single terminal.  tmux is
intended to be a simple, modern, BSD-licensed alternative to programs such
as GNU Screen. "
tesseract-script-syriac,工具, Syriac script data for tesseract-tessdata," This package contains the fast integer version of the Syriac script
trained models for the Tesseract Open Source OCR Engine."
dconf,工具, A configuration system," dconf is a low-level configuration system. Its main purpose is to provide a
backend to the GSettings API in GLib."
evolution-mapi,工具, Evolution extension for MS Exchange 2007 servers, This package allows Evolution to interact with MS Exchange 2007 servers.
maven-archiver,工具, Maven Archiver," The Maven Archiver is used by other Maven plugins
to handle packaging"
tesseract-langpack-guj,工具, Gujarati language data for tesseract-tessdata," This package contains the fast integer version of the Gujarati language
trained models for the Tesseract Open Source OCR Engine."
tesseract-langpack-snd,工具, Sindhi language data for tesseract-tessdata," This package contains the fast integer version of the Sindhi language
trained models for the Tesseract Open Source OCR Engine."
maven-common-artifact-filters,工具, Maven Common Artifact Filters," A collection of ready-made filters to control inclusion/exclusion of artifacts
during dependency resolution."
texlive-tex4ht,工具, Convert (La)TeX to HTML/XML," A converter from TeX and LaTeX to SGML-based formats such as
(X)HTML, MathML, OpenDocument, and DocBook, providing a
configurable (La)TeX-based authoring system for hypertext.
Tex4ht does not parse (La)TeX source (so that it avoids the
difficulties encountered by many other converters, arising from
the irregularity of (La)TeX syntax). Instead, Tex4ht uses
(La)TeX itself (with an extra macro package) to produce a non-
standard DVI file that it can then process. This technique
allows TeX4ht to approach the robustness characteristic of
restricted-syntax systems such as hyperlatex and gellmu. Note
that CTAN no longer holds the definitive sources of the
package: see the 'Readme' file."
texlive-wasy2-ps,工具, Type 1 versions of wasy2 fonts, Converted (Adobe Type 1) outlines of (some of) the wasy2 fonts.
texlive-uhc,工具, Fonts for the Korean language," Support for Korean documents written in Korean standard KSC
codes for LaTeX2e."
brasero,工具, Gnome CD/DVD burning application," Simple and easy to use CD/DVD burning application for the Gnome
desktop."
dnssec-trigger-panel,工具, Applet for interaction between the user and dnssec-trigger," This package provides the GTK panel for interaction between the user
and dnssec-trigger daemon. It is able to show the current state and
results of probing performed by dnssec-trigger daemon. Also in case
some user input is needed, the panel creates a dialog window."
jose,工具, Tools for JSON Object Signing and Encryption (JOSE)," Jos茅 is a command line utility for performing various tasks on JSON
Object Signing and Encryption (JOSE) objects. Jos茅 provides a full
crypto stack including key generation, signing and encryption."
texlive-xcolor,工具, Driver-independent color extensions for LaTeX and pdfLaTeX," Provides easy driver-independent access to several kinds of
color tints, shades, tones, and mixes of arbitrary colors. It
allows a user to select a document-wide target color model and
offers complete tools for conversion between eight color
models. Additionally, there is a command for alternating row
colors plus repeated non-aligned material (like horizontal
lines) in tables. Colors can be mixed like
\color{red!30!green!40!blue}."
eclipse-emf-core,工具, Eclipse EMF Core Bundles, Core EMF bundles required by the Eclipse platform.
python2,工具," An interpreted, interactive, object-oriented programming language"," Python 2 is an old version of the language that is incompatible with the 3.x
line of releases. The language is mostly the same, but many details, especially
how built-in objects like dictionaries and strings work, have changed
considerably, and a lot of deprecated features have finally been removed in the
3.x line.

Note that documentation for Python 2 is provided in the python2-docs
package.

This package provides the ""python2"" executable; most of the actual
implementation is within the ""python2-libs"" package.
For the unversioned ""python"" executable, see manual page ""unversioned-python""."
antlr-tool,工具, ANother Tool for Language Recognition," ANTLR, ANother Tool for Language Recognition, (formerly PCCTS) is a
language tool that provides a framework for constructing recognizers,
compilers, and translators from grammatical descriptions containing
C++ or Java actions [You can use PCCTS 1.xx to generate C-based
parsers]."
dblatex,工具, DocBook to LaTeX/ConTeXt Publishing," dblatex is a program that transforms your SGML/XMLDocBook
documents to DVI, PostScript or PDF by translating them
into pure LaTeX as a first process.  MathML 2.0 markups
are supported, too. It started as a clone of DB2LaTeX.

Authors:
--------
   Beno卯t Guillon <marsgui at users dot sourceforge dot net>
   Andreas Hoenen <andreas dot hoenen at arcor dot de>"
osbuild-composer-dnf-json,工具, The dnf-json binary used by osbuild-composer and the workers, The dnf-json binary used by osbuild-composer and the workers.
pciutils,工具, PCI bus related utilities," The pciutils package contains various utilities for inspecting and
setting devices connected to the PCI bus."
hunspell-es-BO,工具, Bolivian Spanish hunspell dictionary, Bolivian Spanish hunspell dictionary
fuse-common,工具,Common files for File System in Userspace (FUSE) v2 and v3 ,Common files for FUSE v2 and FUSE v3. 
hyphen-cs,工具, Czech hyphenation rules, Czech hyphenation rules.
procps-ng-i18n,工具,Internationalization pack for procps-ng ,Internationalization pack for procps-ng 
volume_key,工具, An utility for manipulating storage encryption keys and passphrases," This package provides a command-line tool for manipulating storage volume
encryption keys and storing them separately from volumes.

The main goal of the software is to allow restoring access to an encrypted
hard drive if the primary user forgets the passphrase.  The encryption key
back up can also be useful for extracting data after a hardware or software
failure that corrupts the header of the encrypted volume, or to access the
company data after an employee leaves abruptly."
p7zip-plugins,工具, Additional plugins for p7zip," Additional plugins that can be used with 7z to extend its abilities.
This package contains also a virtual file system for Midnight Commander."
texlive-enumitem,工具," Control layout of itemize, enumerate, description"," This package provides user control over the layout of the three
basic list environments: enumerate, itemize and description. It
supersedes both enumerate and mdwlist (providing well-
structured replacements for all their funtionality), and in
addition provides functions to compute the layout of labels,
and to 'clone' the standard environments, to create new
environments with counters of their own."
fwupdate,工具,Tools to manage UEFI firmware updates ,fwupdate provides a simple command line interface to the UEFI firmware updates. 
i2c-tools,工具, A heterogeneous set of I2C tools for Linux," This package contains a heterogeneous set of I2C tools for Linux: a bus
probing tool, a chip dumper, register-level access helpers, EEPROM
decoding scripts, and more."
tesseract-langpack-sqi,工具, Albanian language data for tesseract-tessdata," This package contains the fast integer version of the Albanian language
trained models for the Tesseract Open Source OCR Engine."
emacs-filesystem,工具,Emacs filesystem layout ,"This package provides some directories which are required by other
packages that add functionality to Emacs. "
tar,工具,A GNU file archiving program ,"The GNU tar program saves many files together in one archive and can
restore individual files (or all of the files) from that archive. Tar
can also be used to add supplemental files to an archive and to update
or list files in the archive. Tar includes multivolume support,
automatic archive compression/decompression, the ability to perform
remote archives, and the ability to perform incremental and full
backups.

If you want to use tar for remote backups, you also need to install
the rmt package on the remote box. "
texlive-mparhack,工具, A workaround for a LaTeX bug in marginpars," Implements a workaround for the LaTeX bug that marginpars will
sometimes come out at the wrong margin."
ftp,工具, The standard UNIX FTP (File Transfer Protocol) client," The ftp package provides the standard UNIX command-line FTP (File
Transfer Protocol) client.  FTP is a widely used protocol for
transferring files over the Internet and for archiving files.

If your system is on a network, you should install ftp in order to do
file transfers."
httpd-tools,工具, Tools for use with the Apache HTTP Server," The httpd-tools package contains tools which can be used with
the Apache HTTP Server."
booth-arbitrator,工具, Booth support for running as an arbitrator," Support for running Booth, ticket manager for multi-site clusters,
as an arbitrator."
