name,label,pred,summary,description
tesseract-langpack-uig,工具,工具, Uyghur language data for tesseract-tessdata," This package contains the fast integer version of the Uyghur language
trained models for the Tesseract Open Source OCR Engine."
thai-scalable-tlwgtypist-fonts,其它,其它, Thai TlwgTypist fonts," 
fonts-tlwg provides a collection of free scalable Thai fonts.

This package provides the TlwgTypist family of Thai fonts."
python3-pyserial,库,库, Python serial port access library," This module encapsulates the access for the serial port. It provides backends
for standard Python running on Windows, Linux, BSD (possibly any POSIX
compilant system) and Jython. The module named ""serial"" automaticaly selects
the appropriate backend."
speex,库,库, A voice compression format (codec)," Speex is a patent-free compression format designed especially for
speech. It is specialized for voice communications at low bit-rates in
the 2-45 kbps range. Possible applications include Voice over IP
(VoIP), Internet audio streaming, audio books, and archiving of speech
data (e.g. voice mail)."
perl-DateTime-TimeZone-SystemV,库,库, System V and POSIX timezone strings," An instance of this class represents a timezone that was specified by means
of a System V timezone recipe or the POSIX extended form of the same
syntax. These can express a plain offset from Universal Time, or a system
of two offsets (standard and daylight saving time) switching on a yearly
cycle according to certain types of rule.

This class implements the DateTime::TimeZone interface, so that its instances
can be used with DateTime objects."
postgresql-jdbc,库,库, JDBC driver for PostgreSQL," PostgreSQL is an advanced Object-Relational database management
system. The postgresql-jdbc package includes the .jar files needed for
Java programs to access a PostgreSQL database."
tcpdump,工具,工具, A network traffic monitoring tool," Tcpdump is a command-line tool for monitoring network traffic.
Tcpdump can capture and display the packet headers on a particular
network interface or on all interfaces.  Tcpdump can display all of
the packet headers, or just the ones that match particular criteria.

Install tcpdump if you need a program to monitor network traffic."
pcre,库,库, Perl-compatible regular expression library," PCRE, Perl-compatible regular expression, library has its own native API, but
a set of wrapper functions that are based on the POSIX API are also supplied
in the libpcreposix library. Note that this just provides a POSIX calling
interface to PCRE: the regular expressions themselves still follow Perl syntax
and semantics. This package provides support for strings in 8-bit and UTF-8
encodings. Detailed change log is provided by pcre-doc package."
perl-Test-Warnings,库,库, Test for warnings and the lack of them," If you've ever tried to use Test::NoWarnings to confirm there are no warnings
generated by your tests, combined with the convenience of done_testing to not
have to declare a test count, you'll have discovered that these two features do
not play well together, as the test count will be calculated before the
warnings test is run, resulting in a TAP error (see examples/test_nowarnings.pl
in this distribution for a demonstration).

This module is intended to be used as a drop-in replacement for
Test::NoWarnings: it also adds an extra test, but runs this test before
done_testing calculates the test count, rather than after. It does this by
hooking into done_testing as well as via an END block. You can declare a plan,
or not, and things will still Just Work.

It is actually equivalent to:

    use Test::NoWarnings 1.04 ':early';

as warnings are still printed normally as they occur. You are safe, and
enthusiastically encouraged, to perform a global search-replace of the above
with use Test::Warnings; whether or not your tests have a plan."
perl-Digest-HMAC,库,库, Keyed-Hashing for Message Authentication," HMAC is used for message integrity checks between two parties that
share a secret key, and works in combination with some other Digest
algorithm, usually MD5 or SHA-1. The HMAC mechanism is described in
RFC 2104.

HMAC follow the common Digest:: interface, but the constructor takes
the secret key and the name of some other simple Digest:: as argument."
rust-std-static,库,库, Standard library for Rust," This package includes the standard libraries for building applications
written in Rust."
libslirp,库,工具, A general purpose TCP-IP emulator," A general purpose TCP-IP emulator used by virtual machine hypervisors
to provide virtual networking services."
bcel,库,库, Byte Code Engineering Library," The Byte Code Engineering Library (formerly known as JavaClass) is
intended to give users a convenient possibility to analyze, create, and
manipulate (binary) Java class files (those ending with .class). Classes
are represented by objects which contain all the symbolic information of
the given class: methods, fields and byte code instructions, in
particular.  Such objects can be read from an existing file, be
transformed by a program (e.g. a class loader at run-time) and dumped to
a file again. An even more interesting application is the creation of
classes from scratch at run-time. The Byte Code Engineering Library
(BCEL) may be also useful if you want to learn about the Java Virtual
Machine (JVM) and the format of Java .class files.  BCEL is already
being used successfully in several projects such as compilers,
optimizers, obsfuscators and analysis tools, the most popular probably
being the Xalan XSLT processor at Apache."
kmod-kvdo,服务,库,Kernel Modules for Virtual Data Optimizer ,"Virtual Data Optimizer (VDO) is a device mapper target that delivers
block-level deduplication, compression, and thin provisioning.

This package provides the kernel modules for VDO. "
libreoffice-langpack-nn,库,库, Nynorsk language pack for LibreOffice, Provides additional Nynorsk translations and resources for LibreOffice.
polkit-qt5-1,库,库, PolicyKit Qt5 bindings," Polkit-qt is a library that lets developers use the PolicyKit API
through a nice Qt-styled API."
gnu-free-mono-fonts,其它,其它, GNU FreeFont Monospaced Font," 
Gnu FreeFont is a free family of scalable outline fonts, suitable for general
use on computers and for desktop publishing. It is Unicode-encoded for
compatibility with all modern operating systems.

Besides a full set of characters for writing systems based on the Latin
alphabet, FreeFont contains large selection of characters from other writing
systems some of which are hard to find elsewhere.

FreeFont also contains a large set of symbol characters, both technical and
decorative. We are especially pleased with the Mathematical Operators range,
with which most of the glyphs used in LaTeX can be displayed.

This package contains the GNU FreeFont monospaced font."
gssdp-docs,服务,库, Documentation files for gssdp, This package contains developer documentation for gssdp.
cryptsetup-libs,库,库, Cryptsetup shared library," This package contains the cryptsetup shared library, libcryptsetup."
pciutils,工具,工具, PCI bus related utilities," The pciutils package contains various utilities for inspecting and
setting devices connected to the PCI bus."
perl-String-ShellQuote,库,库, Perl module for quoting strings for passing through the shell," This package contains a Perl module and a command line utility which
are useful for quoting strings which are going to pass through the
shell or a shell-like object."
qt5-qtlocation-examples,库,库, Programming examples for qt5-qtlocation, Programming examples for qt5-qtlocation.
pandoc-common,库,库, Pandoc data files, This package contains the common data files used by pandoc.
gcc-toolset-9-gdb,工具,工具," A GNU source-level debugger for C, C++, Fortran, Go and other languages"," GDB, the GNU debugger, allows you to debug programs written in C, C++,
Java, and other languages, by executing them in a controlled fashion
and printing their data."
qtchooser,工具,库, Wrapper to select between Qt development binary versions," Qt Chooser provides a wrapper to switch between versions of Qt development
binaries when multiple versions like 4 and 5 are installed or local Qt builds
are to be used."
dnf-data,库,库, Common data and configuration files for DNF, Common data and configuration files for DNF
vulkan-headers,库,库, Vulkan Header files and API registry, Vulkan Header files and API registry
xorg-x11-drv-evdev,服务,服务, Xorg X11 evdev input driver, X.Org X11 evdev input driver.
jmc-core-javadoc,库,库, Javadoc for jmc-core, Javadoc for jmc-core.
jsr-305-javadoc,库,库, Javadoc documentation for jsr-305, This package contains the API documentation for jsr-305.
ipa-healthcheck-core,工具,工具, Core plugin system for healthcheck, Core files
zvbi,服务,工具," Raw VBI, Teletext and Closed Caption decoding library"," ZVBI provides functions to capture and decode VBI data. The vertical blanking
interval (VBI) is an interval in a television signal that temporarily suspends
transmission of the signal for the electron gun to move back up to the first
line of the television screen to trace the next screen field. The vertical
blanking interval can be used to carry data, since anything sent during the VBI
would naturally not be displayed; various test signals, closed captioning, and
other digital data can be sent during this time period."
libXft,库,库, X.Org X11 libXft runtime library, X.Org X11 libXft runtime library
qt5-qtdeclarative-static,库,库, Static library files for qt5-qtdeclarative, Static library files for qt5-qtdeclarative.
python3-requests-oauthlib,库,库,OAuthlib authentication support for Requests. ,This project provides first-class OAuth library support for python-request. 
xorg-x11-fonts-ISO8859-15-100dpi,其它,其它, ISO8859-15-100dpi fonts," Contains a set of 100dpi fonts in the ISO8859-15 encoding which provide Euro
support."
hyphen-hu,库,库, Hungarian hyphenation rules, Hungarian hyphenation rules.
perl-Text-Tabs+Wrap,库,库, Expand tabs and do simple line wrapping," Text::Tabs performs the same job that the UNIX expand(1) and unexpand(1)
commands do: adding or removing tabs from a document.

Text::Wrap::wrap() will reformat lines into paragraphs. All it does is break
up long lines, it will not join short lines together."
grafana-pcp,服务,服务, Performance Co-Pilot Grafana Plugin," This Grafana plugin for Performance Co-Pilot includes datasources for
scalable time series from pmseries(1) and Redis, live PCP metrics and
bpftrace scripts from pmdabpftrace(1), as well as several dashboards."
hyphen-en,库,库, English hyphenation rules, English hyphenation rules.
stix-fonts,其它,其它, Scientific and engineering fonts," 
The mission of the Scientific and Technical Information Exchange (STIX) font
creation project is the preparation of a comprehensive set of fonts that serve
the scientific and engineering community in the process from manuscript
creation through final publication, both in electronic and print formats.

This package includes base Unicode fonts containing most glyphs for standard
use in the usual four styles."
texlive-zapfding,工具,工具," URW ""Base 35"" font pack for LaTeX"," A set of fonts for use as ""drop-in"" replacements for Adobe's
basic set, comprising: - Century Schoolbook (substituting for
Adobe's New Century Schoolbook); - Dingbats (substituting for
Adobe's Zapf Dingbats); - Nimbus Mono L (substituting for
Abobe's Courier); - Nimbus Roman No9 L (substituting for
Adobe's Times); - Nimbus Sans L (substituting for Adobe's
Helvetica); - Standard Symbols L (substituting for Adobe's
Symbol); - URW Bookman; - URW Chancery L Medium Italic
(substituting for Adobe's Zapf Chancery); - URW Gothic L Book
(substituting for Adobe's Avant Garde); and - URW Palladio L
(substituting for Adobe's Palatino)."
libreoffice-langpack-ko,库,库, Korean language pack for LibreOffice, Provides additional Korean translations and resources for LibreOffice.
php-recode,库,库, A module for PHP applications for using the recode library," The php-recode package contains a dynamic shared object that will add
support for using the recode library to PHP."
python2-docs-info,库,库, Documentation for the Python 2 programming language as info pages," The python2-docs-info package contains documentation on the Python 2
programming language and interpreter as info pages.

Install the python2-docs-info package if you'd like to read the
documentation for the Python 2 language using the info command or Emacs."
zlib,库,库, The compression and decompression library," Zlib is a general-purpose, patent-free, lossless data compression
library which is used by many different programs."
xorg-x11-drv-wacom-serial-support,服务,服务, Files for enabling the wacom_w8001 kernel driver," Files for enabling the wacom_w8001 kernel driver on Wacom
ISDv4-compatible serial tablets. If enabled, the serial tablet's device node
will be available as normal evdev node."
tesseract-langpack-amh,工具,工具, Amharic language data for tesseract-tessdata," This package contains the fast integer version of the Amharic language
trained models for the Tesseract Open Source OCR Engine."
osbuild-composer-worker,工具,工具, The worker for osbuild-composer, The worker for osbuild-composer
langpacks-xh,其它,其它, Xhosa langpacks meta-package, This package provides Xhosa langpacks meta-package.
python3-brlapi,库,库, Python 3 binding for BrlAPI, This package provides the Python 3 binding for BrlAPI.
golang-src,库,库, Golang compiler source tree, Golang compiler source tree
python3-bind9.16,库,库, A module allowing rndc commands to be sent from Python programs, This package provides a module which allows commands to be sent to rndc directly from Python programs.
directory-maven-plugin,工具,工具, Establish locations for files in multi-module builds," The Directory Plugin for Maven is used to discover various project-related
paths, such as the execution root directory, the directory for a specific
project in the current build session, or the highest project base directory
(closest to the filesystem root directory) available in the projects loaded
from disk (not resolved from a remote repository). The plugin will then reflect
this value to the console, and also inject it into each project's properties
using the value of the property plugin parameter."
python38-pyyaml,库,库, YAML parser and emitter for Python," YAML is a data serialization format designed for human readability and
interaction with scripting languages.  PyYAML is a YAML parser and
emitter for Python.

PyYAML features a complete YAML 1.1 parser, Unicode support, pickle
support, capable extension API, and sensible error messages.  PyYAML
supports standard YAML tags and provides Python-specific tags that
allow to represent an arbitrary Python object.

PyYAML is applicable for a broad range of tasks from complex
configuration files to object serialization and persistence."
texlive-cite,工具,工具, Improved citation handling in LaTeX," The package supports compressed, sorted lists of numerical
citations, and also deals with various punctuation and other
issues of representation, including comprehensive management of
break points. The package is compatible with both hyperref and
backref. The package is (unsurprisingly) part of the cite
bundle of the author's citation-related packages."
json-c,库,库, JSON implementation in C," JSON-C implements a reference counting object model that allows you
to easily construct JSON objects in C, output them as JSON formatted
strings and parse JSON formatted strings back into the C representation
of JSON objects.  It aims to conform to RFC 7159."
tesseract-langpack-chr,工具,工具, Cherokee language data for tesseract-tessdata," This package contains the fast integer version of the Cherokee language
trained models for the Tesseract Open Source OCR Engine."
gnome-getting-started-docs-es,服务,服务, Spanish translations for gnome-getting-started-docs videos, Spanish (es) translations for the Getting Started guide videos.
perl-ODBM_File,库,库, Tied access to odbm files," ODBM_File establishes a connection between a Perl hash variable and a file in
odbm format. You can manipulate the data in the file just as if it were in
a Perl hash, but when your program exits, the data will remain in the file, to
be used the next time your program runs."
rsyslog-kafka,服务,服务, Provides kafka support for rsyslog, The rsyslog-kafka package provides modules for Apache Kafka input and output.
bind9.16-dnssec-utils,工具,工具, DNSSEC keys and zones management utilities," Bind-dnssec-utils contains a collection of utilities for editing
DNSSEC keys and BIND zone files. These tools provide generation,
revocation and verification of keys and DNSSEC signatures in zone files.

You should install bind9.16-dnssec-utils if you need to sign a DNS zone
or maintain keys for it."
perl-libwww-perl,库,库, A Perl interface to the World-Wide Web," The libwww-perl collection is a set of Perl modules which provides a simple and
consistent application programming interface to the World-Wide Web.  The main
focus of the library is to provide classes and functions that allow you to
write WWW clients. The library also contain modules that are of more general
use and even classes that help you implement simple HTTP servers."
powermock-testng,库,库, PowerMock module for TestNG.," 
PowerMock is a framework that extend other mock libraries
such as EasyMock with more powerful capabilities. PowerMock uses a
custom classloader and bytecode manipulation to enable mocking of
static methods, constructors, final classes and methods, private
methods, removal of static initializers and more.

This package contains the PowerMock TestNG extension."
conmon,服务,库, OCI container runtime monitor, OCI container runtime monitor.
mythes-sv,库,库, Swedish thesaurus, Swedish thesaurus.
sisu-plexus,库,库, Sisu Plexus, This package contains Sisu Plexus.
qt5-qttranslations,库,库, Qt5 - QtTranslations module, Qt5 - QtTranslations module.
lsof,工具,工具,A utility which lists open files on a Linux/UNIX system ,"Lsof stands for LiSt Open Files, and it does just that: it lists information
about files that are open by the processes running on a UNIX system. "
libselinux-ruby,库,库, SELinux ruby bindings for libselinux," The libselinux-ruby package contains the ruby bindings for developing
SELinux applications."
texlive-philokalia,库,工具, A font to typeset the Philokalia Books," The philokalia package has been designed to ease the use of the
Philokalia-Regular OpenType font with XeLaTeX. The font started
as a project to digitize the typeface used to typeset the
Philokalia books."
apache-commons-collections-testframework,库,库, Testframework for apache-commons-collections, Testframework for apache-commons-collections.
gstreamer1,库,库, GStreamer streaming media framework runtime," GStreamer is a streaming media framework, based on graphs of filters which
operate on media data. Applications using this library can do anything
from real-time sound processing to playing videos, and just about anything
else media-related.  Its plugin-based architecture means that new data
types or processing capabilities can be added simply by installing new
plugins."
tengine,服务,服务, A distribution of Nginx with some advanced features," Tengine is a web server originated by Taobao. It is based on the Nginx
HTTP server and has many advanced features."
kde-settings-plasma,工具,服务, Configuration files for plasma, Configuration files for plasma.
iptables-libs,库,库, iptables libraries," iptables libraries.

Please remember that libip*tc libraries do neither have a stable API nor a real so version.

For more information about this, please have a look at

  http://www.netfilter.org/documentation/FAQ/netfilter-faq-4.html#ss4.5"
perl-Text-Template,库,库, Expand template text with embedded Perl," This is a library for generating form letters, building HTML pages, or
filling in templates generally.  A 'template' is a piece of text that
has little Perl programs embedded in it here and there.  When you
'fill in' a template, you evaluate the little programs and replace
them with their values."
libblockdev-plugins-all,库,库, Meta-package that pulls all the libblockdev plugins as dependencies, A meta-package that pulls all the libblockdev plugins as dependencies.
openscap-utils,库,工具, OpenSCAP Utilities," The openscap-utils package contains command-line tools build on top
of OpenSCAP library. Historically, openscap-utils included oscap
tool which is now separated to openscap-scanner sub-package."
openblas-threads,库,库," An optimized BLAS library based on GotoBLAS2, pthreads version"," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the library compiled with threading support."
libblockdev-dm,库,库, The Device Mapper plugin for the libblockdev library," The libblockdev library plugin (and in the same time a standalone library)
providing the functionality related to Device Mapper."
libpng12,库,库," Old version of libpng, needed to run old binaries"," The libpng12 package provides libpng 1.2, an older version of the libpng
library for manipulating PNG (Portable Network Graphics) image format files.
This version should be used only if you are unable to use the current
version of libpng."
python39-mod_wsgi,库,库, A WSGI interface for Python web applications in Apache," The mod_wsgi adapter is an Apache module that provides a WSGI compliant
interface for hosting Python based web applications within Apache. The
adapter is written completely in C code against the Apache C runtime and
for hosting WSGI applications within Apache has a lower overhead than using
existing WSGI adapters for mod_python or CGI.

Only one Python 3 version of mod_wsgi can be loaded at the same time in httpd,
therefore this package conflicts with the other versions available."
nscd,服务,服务,A Name Service Caching Daemon (nscd). ,"The nscd daemon caches name service lookups and can improve
performance with LDAP, and may help with DNS as well. "
hunspell-lb,工具,工具, Luxembourgish hunspell dictionaries, Luxembourgish hunspell dictionaries.
wireshark-cli,工具,工具, Network traffic analyzer," This package contains command-line utilities, plugins, and documentation for
Wireshark."
texlive-xecolor,工具,工具, Support for color in XeLaTeX," This is a simple package which defines about 140 different
colours using XeTeX's colour feature. The colours can be used
in bidirectional texts without any problem."
jaf,库,库, JavaBeans Activation Framework," The JavaBeans Activation Framework (JAF) is a standard extension to the
Java platform that lets you take advantage of standard services to:
determine the type of an arbitrary piece of data; encapsulate access to it;
discover the operations available on it; and instantiate the appropriate
bean to perform the operation(s)."
perl-Git,工具,库, Perl interface to Git, Perl interface to Git.
initial-setup,工具,工具, Initial system configuration utility," The initial-setup utility runs after installation.  It guides the user through
a series of steps that allows for easier configuration of the machine."
perl-Config-Tiny,库,库, Perl module for reading and writing .ini style configuration files," Config::Tiny is a Perl module designed for reading and writing .ini
style configuration files. It is designed for simplicity and ease of
use, and thus only supports the most basic operations."
helm-zsh-completion,工具,工具, Zsh Completion for helm, Zsh command line completion support for helm.
perl-English,库,库, Nice English or awk names for ugly punctuation variables," This module provides aliases for the built-in variables whose names no one
seems to like to read."
rarian-compat,库,服务, Extra files for compatibility with scrollkeeper," This package contains files needed to maintain backward-compatibility with
scrollkeeper."
fpc-srpm-macros,库,工具, RPM macros needed by packages built with Free Pascal Compiler," This package contains RPM macros needed by packages built with the
Free Pascal Compiler. For example, it makes available a macro that
lists all architectures where fpc is available."
perl-Devel-Symdump,库,库, A Perl module for inspecting Perl's symbol table," The perl module Devel::Symdump provides a convenient way to inspect
perl's symbol table and the class hierarchy within a running program."
selinux-policy-mls,服务,服务,SELinux mls base policy ,SELinux Reference policy mls base module. 
vulkan-tools,工具,工具, Vulkan tools, Vulkan tools
aopalliance-javadoc,库,库, API documentation for aopalliance, API documentation for aopalliance.
xorg-x11-server-Xvfb,服务,服务, A X Windows System virtual framebuffer X server," Xvfb (X Virtual Frame Buffer) is an X server that is able to run on
machines with no display hardware and no physical input devices.
Xvfb simulates a dumb framebuffer using virtual memory.  Xvfb does
not open any devices, but behaves otherwise as an X display.  Xvfb
is normally used for testing servers."
rear,工具,工具, Relax-and-Recover is a Linux disaster recovery and system migration tool," Relax-and-Recover is the leading Open Source disaster recovery and system
migration solution. It comprises of a modular
frame-work and ready-to-go workflows for many common situations to produce
a bootable image and restore from backup using this image. As a benefit,
it allows to restore to different hardware and can therefore be used as
a migration tool as well.

Currently Relax-and-Recover supports various boot media (incl. ISO, PXE,
OBDR tape, USB or eSATA storage), a variety of network protocols (incl.
sftp, ftp, http, nfs, cifs) as well as a multitude of backup strategies
(incl.  IBM TSM, HP DataProtector, Symantec NetBackup, EMC NetWorker,
Bacula, Bareos, BORG, Duplicity, rsync).

Relax-and-Recover was designed to be easy to set up, requires no maintenance
and is there to assist when disaster strikes. Its setup-and-forget nature
removes any excuse for not having a disaster recovery solution implemented.

Professional services and support are available."
tesseract-langpack-kat_old,工具,工具, Georgian (Old) language data for tesseract-tessdata," This package contains the fast integer version of the Georgian (Old) language
trained models for the Tesseract Open Source OCR Engine."
kurdit-unikurd-web-fonts,其它,其它, A widely used Kurdish font for Arabic-like scripts and Latin," A widely used Kurdish font which supports various Arabic-like scripts
(Arabic, Kurdish, Persian) and also Latin."
hunspell-kk,工具,工具, Kazakh hunspell dictionaries, Kazakh hunspell dictionaries.
perl-Devel-CheckLib,库,库, Check that a library is available," Devel::CheckLib is a perl module that checks whether a particular C library
and its headers are available."
gnome-themes-standard,服务,服务, Standard themes for GNOME applications," The gnome-themes-standard package contains the standard theme for the GNOME
desktop, which provides default appearance for cursors, desktop background,
window borders and GTK+ applications."
perl-CPAN-Meta,库,库, Distribution metadata for a CPAN dist," Software distributions released to the CPAN include a META.json or, for older
distributions, META.yml, which describes the distribution, its contents, and
the requirements for building and installing the distribution. The data
structure stored in the META.json file is described in CPAN::Meta::Spec."
maven-shared-utils,工具,工具, Maven shared utility classes," This project aims to be a functional replacement for plexus-utils in Maven.

It is not a 100% API compatible replacement though but a replacement with
improvements: lots of methods got cleaned up, generics got added and we dropped
a lot of unused code."
vim-common,工具,工具, The common files needed by any version of the VIM editor," VIM (VIsual editor iMproved) is an updated and improved version of the
vi editor.  Vi was the first real screen-based editor for UNIX, and is
still very popular.  VIM improves on vi by adding new features:
multiple windows, multi-level undo, block highlighting and more.  The
vim-common package contains files which every VIM binary will need in
order to run.

If you are installing vim-enhanced or vim-X11, you'll also need
to install the vim-common package."
jose,工具,工具, Tools for JSON Object Signing and Encryption (JOSE)," Jos茅 is a command line utility for performing various tasks on JSON
Object Signing and Encryption (JOSE) objects. Jos茅 provides a full
crypto stack including key generation, signing and encryption."
python2-tools,工具,工具, A collection of development tools included with Python 2," This package includes several tools to help with the development of Python 2
programs, including IDLE (an IDE with editing and debugging facilities), a
color editor (pynche), and a python gettext program (pygettext.py)."
thai-scalable-sawasdee-fonts,其它,其它, Thai Sawasdee fonts," 
fonts-tlwg provides a collection of free scalable Thai fonts.

This package provides the Sawasdee family of Thai fonts."
libseccomp,库,库, Enhanced seccomp library," The libseccomp library provides an easy to use interface to the Linux Kernel's
syscall filtering mechanism, seccomp.  The libseccomp API allows an application
to specify which syscalls, and optionally which syscall arguments, the
application is allowed to execute, all of which are enforced by the Linux
Kernel."
gcc-toolset-9,工具,工具, Package that installs gcc-toolset-9, This is the main package for gcc-toolset-9 Software Collection.
perl-PadWalker,库,库, Play with other people's lexical variables," PadWalker is a module that allows you to inspect (and even change!)
lexical variables in any subroutine that called you. It will only show
those variables that are in scope at the point of the call."
perl-SNMP_Session,库,库, SNMP support for Perl 5," Pure Perl SNMP v1 and SNMP v2 support for Perl 5.

The SNMP operations currently supported are ""get"", ""get-next"", ""get-bulk""
and ""set"", as well as trap generation and reception."
graphviz-gd,工具,工具, Graphviz plugin for renderers based on gd," Graphviz plugin for renderers based on gd.  (Unless you absolutely have to use
GIF, you are recommended to use the PNG format instead because of the better
quality anti-aliased lines provided by the cairo+pango based renderer.)"
ftp,工具,工具, The standard UNIX FTP (File Transfer Protocol) client," The ftp package provides the standard UNIX command-line FTP (File
Transfer Protocol) client.  FTP is a widely used protocol for
transferring files over the Internet and for archiving files.

If your system is on a network, you should install ftp in order to do
file transfers."
perl-XML-DOM,库,库, DOM extension to XML::Parser," This is a Perl extension to XML::Parser. It adds a new 'Style' to
XML::Parser, called 'DOM', that allows XML::Parser to build an Object
Oriented data structure with a DOM Level 1 compliant interface. For a
description of the DOM (Document Object Model), see
<http://www.w3.org/DOM/>."
tesseract-langpack-kor,工具,工具, Korean language data for tesseract-tessdata," This package contains the fast integer version of the Korean language
trained models for the Tesseract Open Source OCR Engine."
pcre2-utf32,库,库,UTF-32 variant of PCRE2 ,This is PCRE2 library working on UTF-32 strings. 
tesseract-script-tibetan,工具,工具, Tibetan script data for tesseract-tessdata," This package contains the fast integer version of the Tibetan script
trained models for the Tesseract Open Source OCR Engine."
libreoffice-help-bn,库,库, Bengali help for LibreOffice, Provides Bengali help for LibreOffice.
polardb,服务,服务, An open-source database system based on PostgreSQL., PolarDB for PostgreSQL (PolarDB for short) is an open-source database system based on PostgreSQL.
hunspell-eo,工具,工具, Esperanto hunspell dictionaries, Esperanto hunspell dictionaries.
gnome-remote-desktop,服务,服务, GNOME Remote Desktop screen share service," GNOME Remote Desktop is a remote desktop and screen sharing service for the
GNOME desktop environment."
java-1.8.0-openjdk-src-fastdebug,库,库, OpenJDK 8 Source Bundle for packages with debugging on and optimisation," The java-1.8.0-openjdk-src-fastdebug sub-package contains the complete OpenJDK 8
 class library source code for use by IDE indexers and debuggers, for packages with debugging on and optimisation."
dtkcore,库,工具, Deepin tool kit core modules, Deepin tool kit core modules.
spec-version-maven-plugin-javadoc,库,库, Javadoc for spec-version-maven-plugin, This package contains javadoc for spec-version-maven-plugin.
libdrm,库,库, Direct Rendering Manager runtime library, Direct Rendering Manager runtime library
texlive-unicode-math,工具,工具, Unicode mathematics support for XeTeX and LuaTeX," The current release of this package typesets mathematics with
unicode input and using OpenType maths fonts. (There is little
compatibility with older maths packages.) XeTeX support is well
tested, though LuaTeX support less so. The package can typeset
using STIX fonts, the XITS development of those fonts, the
Asana-Math fonts, the Latin Modern Math, and the TeX Gyre Math
font familiess, as well as the commercial Cambria Math fonts.
There is no support for extra alphabets in the Unicode 'private
use area'. The package relies on recent versions of the
fontspec package and the l3kernel and l3packages bundles."
python3-snowballstemmer,库,库, Provides 16 stemmer algorithms generated from Snowball algorithms," It includes following language algorithms:

* Danish
* Dutch
* English (Standard, Porter)
* Finnish
* French
* German
* Hungarian
* Italian
* Norwegian
* Portuguese
* Romanian
* Russian
* Spanish
* Swedish
* Turkis

This is a pure Python stemming library. If PyStemmer is available, this module
uses it to accelerate."
python3-criu,库,库, Python bindings for criu, python3-criu contains Python bindings for criu.
python3-babel,库,库, Library for internationalizing Python applications," Babel is composed of two major parts:

* tools to build and work with gettext message catalogs

* a Python interface to the CLDR (Common Locale Data Repository),
  providing access to various locale display names, localized number
  and date formatting, etc."
libreoffice-langpack-as,库,库, Assamese language pack for LibreOffice, Provides additional Assamese translations and resources for LibreOffice.
guice-throwingproviders,库,库, ThrowingProviders extension module for Guice," Guice is a lightweight dependency injection framework for Java 5
and above. This package provides ThrowingProviders module for Guice."
xorg-x11-fonts-cyrillic,其它,其它, Cyrillic fonts for X, Contains a set of Cyrillic fonts.
orc,库,库, The Oil Run-time Compiler," Orc is a library and set of tools for compiling and executing
very simple programs that operate on arrays of data.  The ""language""
is a generic assembly language that represents many of the features
available in SIMD architectures, including saturated addition and
subtraction, and many arithmetic operations."
java-1.8.0-alibaba-dragonwell-devel-fastdebug,库,库, Alibaba Dragonwell 1.8.0 Runtime Environment devel fastdebug, Alibaba Dragonwell 1.8.0 Runtime Environment devel fastdebug
fcitx-data,工具,工具, Data files of Fcitx, The fcitx-data package provides shared data for Fcitx.
java-17-openjdk-headless-fastdebug,库,库, OpenJDK 17 Runtime Environment optimised with full debugging on," The OpenJDK 17 runtime environment without audio and video support.
This package is optimised with full debugging. Install only as needed and remove ASAP."
gcc-toolset-10-binutils,工具,工具, A GNU collection of binary utilities," Binutils is a collection of binary utilities, including ar (for
creating, modifying and extracting from archives), as (a family of GNU
assemblers), gprof (for displaying call graph profile data), ld (the
GNU linker), nm (for listing symbols from object files), objcopy (for
copying and translating object files), objdump (for displaying
information from object files), ranlib (for generating an index for
the contents of an archive), readelf (for displaying detailed
information about binary files), size (for listing the section sizes
of an object or archive file), strings (for listing printable strings
from files), strip (for discarding symbols), and addr2line (for
converting addresses to file and line)."
hunspell-es-CO,工具,工具, Colombian Spanish hunspell dictionary, Colombian Spanish hunspell dictionary
liblsan,库,库,The Leak Sanitizer runtime library ,"This package contains the Leak Sanitizer library
which is used for -fsanitize=leak instrumented programs. "
tesseract-langpack-kor_vert,工具,工具," ""Korean language data for tesseract-tessdata"," This package contains the fast integer version of the ""Korean language
trained models for the Tesseract Open Source OCR Engine."
maven-enforcer-javadoc,库,库, Javadoc for maven-enforcer, API documentation for maven-enforcer.
google-crosextra-caladea-fonts,其它,其它, Serif font metric-compatible with Cambria font," Caladea is metric-compatible with Cambria font. This font is a serif
typeface family based on Lato."
tesseract-langpack-aze,工具,工具, Azerbaijani language data for tesseract-tessdata," This package contains the fast integer version of the Azerbaijani language
trained models for the Tesseract Open Source OCR Engine."
valgrind,工具,工具, Tool for finding memory management bugs in programs," Valgrind is an instrumentation framework for building dynamic analysis
tools. There are Valgrind tools that can automatically detect many
memory management and threading bugs, and profile your programs in
detail. You can also use Valgrind to build new tools. The Valgrind
distribution currently includes six production-quality tools: a memory
error detector (memcheck, the default tool), two thread error
detectors (helgrind and drd), a cache and branch-prediction profiler
(cachegrind), a call-graph generating cache and branch-prediction
profiler (callgrind), and a heap profiler (massif)."
