src_name,zero_description,zero_summary,description,summary,primary_rpm_name,primary_description,primary_summary,rpm_name,分层分类
qt5-qttools-5.15.2-4.0.2.an8_6.src.rpm,,,"Static library files for qt5-qttools.
Tools to add translations to Qt5 applications.
Qt5 Designer runtime library.
Programming examples for qt5-qttools.
Qt5 doc tools package.
Design GUIs for Qt5 applications.
Qt5 - QtTool components.
Common files for qt5-qttools.
Documentation browser for Qt5.
Qt5 Help runtime library.
QDbusviewer can be used to inspect D-Bus objects of running programs
and invoke methods on those objects.
Qt5 Designer Components runtime library.
","Static library files for qt5-qttools
Qt5 Linguist Tools
Qt5 Designer runtime library
Programming examples for qt5-qttools
Qt5 doc tools package
Design GUIs for Qt5 applications
Qt5 - QtTool components
Common files for qt5-qttools
Documentation browser for Qt5
Qt5 Help runtime library
D-Bus debugger and viewer
Qt5 Designer Components runtime library
",qt5-qttools,Qt5 - QtTool components.,Qt5 - QtTool components,"qt5-qttools-static
qt5-linguist
qt5-qttools-examples
qt5-doctools
qt5-designer
qt5-qttools-common
qt5-assistant
qt5-qttools-libs-help
qt5-qdbusviewer
qt5-qttools-libs-designercomponents
",系统库
qt5-qttranslations-5.15.2-1.an8.src.rpm,,,"Qt5 - QtTranslations module.
","Qt5 - QtTranslations module
",qt5-qttranslations,Qt5 - QtTranslations module.,Qt5 - QtTranslations module,"qt5-qttranslations
",系统库
qt5-qtvirtualkeyboard-5.12.8-1.an8_6.src.rpm,,,"Programming examples for qt5-qtvirtualkeyboard.
The Qt Virtual Keyboard project provides an input framework and reference keyboard frontend
for Qt 5.  Key features include:
* Customizable keyboard layouts and styles with dynamic switching.
* Predictive text input with word selection.
* Character preview and alternative character view.
* Automatic capitalization and space insertion.
* Scalability to different resolutions.
* Support for different character sets (Latin, Simplified/Traditional Chinese, Hindi, Japanese, Arabic, Korean, and others).
* Support for most common input languages, with possibility to easily extend the language support.
* Left-to-right and right-to-left input.
* Hardware key support for 2-way and 5-way navigation.
* Handwriting support, with gestures for fullscreen input.
* Audio feedback.
","Programming examples for qt5-qtvirtualkeyboard
Qt5 - VirtualKeyboard component
",qt5-qtvirtualkeyboard,"The Qt Virtual Keyboard project provides an input framework and reference keyboard frontend
for Qt 5.  Key features include:
* Customizable keyboard layouts and styles with dynamic switching.
* Predictive text input with word selection.
* Character preview and alternative character view.
* Automatic capitalization and space insertion.
* Scalability to different resolutions.
* Support for different character sets (Latin, Simplified/Traditional Chinese, Hindi, Japanese, Arabic, Korean, and others).
* Support for most common input languages, with possibility to easily extend the language support.
* Left-to-right and right-to-left input.
* Hardware key support for 2-way and 5-way navigation.
* Handwriting support, with gestures for fullscreen input.
* Audio feedback.",Qt5 - VirtualKeyboard component,"qt5-qtvirtualkeyboard-examples
qt5-qtvirtualkeyboard
",系统库
qt5-qtwayland-5.15.2-3.0.1.an8.src.rpm,,,"Programming examples for qt5-qtwayland.
Qt5 - Wayland platform support and QtCompositor module.
","Programming examples for qt5-qtwayland
Qt5 - Wayland platform support and QtCompositor module
",qt5-qtwayland,Qt5 - Wayland platform support and QtCompositor module.,Qt5 - Wayland platform support and QtCompositor module,"qt5-qtwayland-examples
qt5-qtwayland
",系统库
qt5-qtwayland-5.15.2-3.an8.src.rpm,,,"Programming examples for qt5-qtwayland.
Qt5 - Wayland platform support and QtCompositor module.
","Programming examples for qt5-qtwayland
Qt5 - Wayland platform support and QtCompositor module
",qt5-qtwayland,Qt5 - Wayland platform support and QtCompositor module.,Qt5 - Wayland platform support and QtCompositor module,"qt5-qtwayland-examples
qt5-qtwayland
",系统库
qt5-qtwebchannel-5.15.2-2.an8.src.rpm,,,"Programming examples for qt5-qtwebchannel.
The Qt WebChannel module provides a library for seamless integration of C++
and QML applications with HTML/JavaScript clients. Any QObject can be
published to remote clients, where its public API becomes available.
","Programming examples for qt5-qtwebchannel
Qt5 - WebChannel component
",qt5-qtwebchannel,"The Qt WebChannel module provides a library for seamless integration of C++
and QML applications with HTML/JavaScript clients. Any QObject can be
published to remote clients, where its public API becomes available.",Qt5 - WebChannel component,"qt5-qtwebchannel-examples
qt5-qtwebchannel
",系统库
qt5-qtwebengine-5.15.2-1.an8_6.src.rpm,,,"Support for remote debugging.
Qt5 - QtWebEngine components.
Example files for qt5-qtwebengine.
","WebEngine devtools_resources
Qt5 - QtWebEngine components
Example files for qt5-qtwebengine
",qt5-qtwebengine,Qt5 - QtWebEngine components.,Qt5 - QtWebEngine components,"qt5-qtwebengine-devtools
qt5-qtwebengine-examples
",系统库
qt5-qtwebsockets-5.15.2-2.an8.src.rpm,,,"The QtWebSockets module implements the WebSocket protocol as specified in RFC
6455. It solely depends on Qt (no external dependencies).
Programming examples for qt5-qtwebsockets.
","Qt5 - WebSockets component
Programming examples for qt5-qtwebsockets
",qt5-qtwebsockets,"The QtWebSockets module implements the WebSocket protocol as specified in RFC
6455. It solely depends on Qt (no external dependencies).",Qt5 - WebSockets component,"qt5-qtwebsockets-examples
",系统库
qt5-qtx11extras-5.15.2-2.an8.src.rpm,,,"The X11 Extras module provides features specific to platforms using X11, e.g.
Linux and UNIX-like systems including embedded Linux systems that use the X
Window System.
","Qt5 - X11 support library
",qt5-qtx11extras,"The X11 Extras module provides features specific to platforms using X11, e.g.
Linux and UNIX-like systems including embedded Linux systems that use the X
Window System.",Qt5 - X11 support library,"qt5-qtx11extras
",系统库
qt5-qtxmlpatterns-5.15.2-2.an8.src.rpm,,,"Programming examples for qt5-qtxmlpatterns.
The Qt XML Patterns module provides support for XPath, XQuery, XSLT,
and XML Schema validation.
","Programming examples for qt5-qtxmlpatterns
Qt5 - QtXmlPatterns component
",qt5-qtxmlpatterns,"The Qt XML Patterns module provides support for XPath, XQuery, XSLT,
and XML Schema validation.",Qt5 - QtXmlPatterns component,"qt5-qtxmlpatterns-examples
qt5-qtxmlpatterns
",系统库
qtchooser-39-18.an8.src.rpm,,,"Qt Chooser provides a wrapper to switch between versions of Qt development
binaries when multiple versions like 4 and 5 are installed or local Qt builds
are to be used.
","Wrapper to select between Qt development binary versions
",qtchooser,"Qt Chooser provides a wrapper to switch between versions of Qt development
binaries when multiple versions like 4 and 5 are installed or local Qt builds
are to be used.",Wrapper to select between Qt development binary versions,"qtchooser
",应用工具
quota-4.04-14.an8.src.rpm,,,"The RPC daemon allows to query and set disk quotas over network. If you run
the daemon on NFS__erver, you could use quota tools to manage the quotas from
NFS client.
Daemon that listens on netlink socket and processes received quota warnings.
Note, that you have to enable the kernel support for sending quota messages
over netlink (in Filesystems->Quota menu). The daemon supports forwarding
warning messages to the system D-Bus (so that desktop manager can display
a dialog) and writing them to the terminal user has last accessed.
Disk quota tools messages translated into different natural languages.
The quota package contains system administration tools for monitoring
and limiting user and or group disk usage per file system.
Utility that checks disk quota for each local file system and mails a warning
message to those users who have reached their soft limit.  It is typically run
via cron(8).
","RPC quota daemon
quota_nld daemon
Gettext catalogs for disk quota tools
System administration tools for monitoring users' disk usage
Send e-mail to users over quota
",quota,"The quota package contains system administration tools for monitoring
and limiting user and or group disk usage per file system.",System administration tools for monitoring users' disk usage,"quota-rpc
quota-nld
quota-nls
quota-warnquota
",系统工具
radvd-2.17-15.0.1.an8.src.rpm,,,"radvd is the router advertisement daemon for IPv6.  It listens to router
solicitations and sends router advertisements as described in ""Neighbor
Discovery for IP Version 6 (IPv6)"" (RFC 2461).  With these advertisements
hosts can automatically configure their addresses and some other
parameters.  They also can choose a default router based on these
advertisements.

Install radvd if you are setting up IPv6 network and/or Mobile IPv6
services.
","A Router Advertisement daemon
",radvd,"radvd is the router advertisement daemon for IPv6.  It listens to router
solicitations and sends router advertisements as described in ""Neighbor
Discovery for IP Version 6 (IPv6)"" (RFC 2461).  With these advertisements
hosts can automatically configure their addresses and some other
parameters.  They also can choose a default router based on these
advertisements.

Install radvd if you are setting up IPv6 network and/or Mobile IPv6
services.",A Router Advertisement daemon,"radvd
",应用工具
radvd-2.17-15.an8.src.rpm,,,"radvd is the router advertisement daemon for IPv6.  It listens to router
solicitations and sends router advertisements as described in ""Neighbor
Discovery for IP Version 6 (IPv6)"" (RFC 2461).  With these advertisements
hosts can automatically configure their addresses and some other
parameters.  They also can choose a default router based on these
advertisements.

Install radvd if you are setting up IPv6 network and/or Mobile IPv6
services.
","A Router Advertisement daemon
",radvd,"radvd is the router advertisement daemon for IPv6.  It listens to router
solicitations and sends router advertisements as described in ""Neighbor
Discovery for IP Version 6 (IPv6)"" (RFC 2461).  With these advertisements
hosts can automatically configure their addresses and some other
parameters.  They also can choose a default router based on these
advertisements.

Install radvd if you are setting up IPv6 network and/or Mobile IPv6
services.",A Router Advertisement daemon,"radvd
",应用工具
raptor2-2.0.15-16.0.1.an8.src.rpm,,,"Raptor is the RDF Parser Toolkit for Redland that provides
a set of standalone RDF parsers, generating triples from RDF/XML
or N-Triples.
","RDF Parser Toolkit for Redland
",raptor2,"Raptor is the RDF Parser Toolkit for Redland that provides
a set of standalone RDF parsers, generating triples from RDF/XML
or N-Triples.",RDF Parser Toolkit for Redland,"raptor2
",应用工具
raptor2-2.0.15-16.an8.src.rpm,,,"Raptor is the RDF Parser Toolkit for Redland that provides
a set of standalone RDF parsers, generating triples from RDF/XML
or N-Triples.
","RDF Parser Toolkit for Redland
",raptor2,"Raptor is the RDF Parser Toolkit for Redland that provides
a set of standalone RDF parsers, generating triples from RDF/XML
or N-Triples.",RDF Parser Toolkit for Redland,"raptor2
",应用工具
rar-5.4.0-1.an8.src.rpm,,,"Compression and decompression program.
includes version 2.7.1 and 5.4.0
","Compression and decompression program rar
",rar,"Compression and decompression program.
includes version 2.7.1 and 5.4.0",Compression and decompression program rar,"rar
",应用工具
rarian-0.8.1-19.0.1.an8.src.rpm,,,"Rarian is a documentation meta-data library that allows access to documents,
man pages and info pages.  It was designed as a replacement for scrollkeeper.
This package contains files needed to maintain backward-compatibility with
scrollkeeper.
","Documentation meta-data library
Extra files for compatibility with scrollkeeper
",rarian,"Rarian is a documentation meta-data library that allows access to documents,
man pages and info pages.  It was designed as a replacement for scrollkeeper.",Documentation meta-data library,"rarian-compat
",应用工具
rarian-0.8.1-19.el8.src.rpm,,,"Rarian is a documentation meta-data library that allows access to documents,
man pages and info pages.  It was designed as a replacement for scrollkeeper.
This package contains files needed to maintain backward-compatibility with
scrollkeeper.
","Documentation meta-data library
Extra files for compatibility with scrollkeeper
",rarian,"Rarian is a documentation meta-data library that allows access to documents,
man pages and info pages.  It was designed as a replacement for scrollkeeper.",Documentation meta-data library,"rarian-compat
",应用工具
rasdaemon-0.6.1-12.0.1.an8.src.rpm,,,"rasdaemon is a RAS (Reliability, Availability and Serviceability) logging tool.
It currently records memory errors, using the EDAC tracing events.
EDAC is drivers in the Linux kernel that handle detection of ECC errors
from memory controllers for most chipsets on i386 and x86_64 architectures.
EDAC drivers for other architectures like arm also exists.
This userspace component consists of an init script which makes sure
EDAC drivers and DIMM labels are loaded at system startup, as well as
an utility for reporting current error counts from the EDAC sysfs files.
","Utility to receive RAS error tracings
",rasdaemon,"rasdaemon is a RAS (Reliability, Availability and Serviceability) logging tool.
It currently records memory errors, using the EDAC tracing events.
EDAC is drivers in the Linux kernel that handle detection of ECC errors
from memory controllers for most chipsets on i386 and x86_64 architectures.
EDAC drivers for other architectures like arm also exists.
This userspace component consists of an init script which makes sure
EDAC drivers and DIMM labels are loaded at system startup, as well as
an utility for reporting current error counts from the EDAC sysfs files.",Utility to receive RAS error tracings,"rasdaemon
",系统服务
rasqal-0.9.33-6.0.1.an8.src.rpm,,,"Rasqal is a library providing full support for querying Resource
Description Framework (RDF) including parsing query syntaxes, constructing
the queries, executing them and returning result formats.  It currently
handles the RDF Data Query Language (RDQL) and SPARQL Query language.
","RDF Query Library
",rasqal,"Rasqal is a library providing full support for querying Resource
Description Framework (RDF) including parsing query syntaxes, constructing
the queries, executing them and returning result formats.  It currently
handles the RDF Data Query Language (RDQL) and SPARQL Query language.",RDF Query Library,"rasqal
",应用库
rasqal-0.9.33-6.el8.src.rpm,,,"Rasqal is a library providing full support for querying Resource
Description Framework (RDF) including parsing query syntaxes, constructing
the queries, executing them and returning result formats.  It currently
handles the RDF Data Query Language (RDQL) and SPARQL Query language.
","RDF Query Library
",rasqal,"Rasqal is a library providing full support for querying Resource
Description Framework (RDF) including parsing query syntaxes, constructing
the queries, executing them and returning result formats.  It currently
handles the RDF Data Query Language (RDQL) and SPARQL Query language.",RDF Query Library,"rasqal
",应用库
rdma-core-37.2-1.0.1.an8.src.rpm,,,"libibverbs is a library that allows userspace processes to use RDMA
""verbs"" as described in the InfiniBand Architecture Specification and
the RDMA Protocol Verbs Specification.  This includes direct hardware
access from userspace to InfiniBand/iWARP adapters (kernel bypass) for
fast path operations.

Device-specific plug-in ibverbs userspace drivers are included:

- libbxnt_re: Broadcom NetXtreme-E RoCE HCA
- libcxgb4: Chelsio T4 iWARP HCA
- libefa: Amazon Elastic Fabric Adapter
- libhfi1: Intel Omni-Path HFI
- libhns: HiSilicon Hip06 SoC
- libirdma: Intel Ethernet Connection RDMA
- libmlx4: Mellanox ConnectX-3 InfiniBand HCA
- libmlx5: Mellanox Connect-IB/X-4+ InfiniBand HCA
- libqedr: QLogic QL4xxx RoCE HCA
- librxe: A software implementation of the RoCE protocol
- libsiw: A software implementation of the iWarp protocol
- libvmw_pvrdma: VMware paravirtual RDMA device
librdmacm provides a userspace RDMA Communication Management API.
The ibacm daemon helps reduce the load of managing path record lookups on
large InfiniBand fabrics by providing a user space implementation of what
is functionally similar to an ARP cache.  The use of ibacm, when properly
configured, can reduce the SA packet load of a large IB cluster from O(n^2)
to O(n).  The ibacm daemon is started and normally runs in the background,
user applications need not know about this daemon as long as their app
uses librdmacm to handle connection bring up/tear down.  The librdmacm
library knows how to talk directly to the ibacm daemon to retrieve data.
In conjunction with the kernel ib_srp driver, srp_daemon allows you to
discover and use SCSI devices via the SCSI RDMA Protocol over InfiniBand.
RDMA core userspace infrastructure and documentation, including kernel
driver-specific modprobe override configs, IPoIB network scripts,
dracut rules, and the rdma-ndd utility.
iwpmd provides a userspace service for iWarp drivers to claim
tcp ports through the standard socket interface.
Example test programs for the librdmacm library.
libibumad provides the userspace management datagram (umad) library
functions, which sit on top of the umad modules in the kernel. These
are used by the IB diagnostic and management tools, including OpenSM.
Pyverbs is a Cython-based Python API over libibverbs, providing an
easy, object-oriented access to IB verbs.
This package provides IB diagnostic programs and scripts needed to diagnose an
IB subnet.  infiniband-diags now also provides libibmad.  libibmad provides
low layer IB functions for use by the IB diagnostic and management
programs. These include MAD, SA, SMP, and other basic IB functions.
Useful libibverbs example programs such as ibv_devinfo, which
displays information about RDMA devices.
","A library and drivers for direct userspace use of RDMA (InfiniBand/iWARP/RoCE) hardware
Userspace RDMA Connection Manager
InfiniBand Communication Manager Assistant
Tools for using the InfiniBand SRP protocol devices
RDMA core userspace libraries and daemons
iWarp Port Mapper userspace daemon
Examples for the librdmacm library
OpenFabrics Alliance InfiniBand umad (userspace management datagram) library
Python3 API over IB verbs
InfiniBand Diagnostic Tools
Examples for the libibverbs library
",rdma-core,"RDMA core userspace infrastructure and documentation, including kernel
driver-specific modprobe override configs, IPoIB network scripts,
dracut rules, and the rdma-ndd utility.",RDMA core userspace libraries and daemons,"ibacm
srp_daemon
rdma-core
iwpmd
librdmacm-utils
libibumad
python3-pyverbs
infiniband-diags
libibverbs-utils
",系统库
re2-20190801-1.an8_6.src.rpm,,,"RE2 is a C++ library providing a fast, safe, thread-friendly alternative to
backtracking regular expression engines like those used in PCRE, Perl, and
Python.

Backtracking engines are typically full of features and convenient syntactic
sugar but can be forced into taking exponential amounts of time on even small
inputs.

In contrast, RE2 uses automata theory to guarantee that regular expression
searches run in time linear in the size of the input, at the expense of some
missing features (e.g back references and generalized assertions).
","C++ fast alternative to backtracking RE engines
",re2,"RE2 is a C++ library providing a fast, safe, thread-friendly alternative to
backtracking regular expression engines like those used in PCRE, Perl, and
Python.

Backtracking engines are typically full of features and convenient syntactic
sugar but can be forced into taking exponential amounts of time on even small
inputs.

In contrast, RE2 uses automata theory to guarantee that regular expression
searches run in time linear in the size of the input, at the expense of some
missing features (e.g back references and generalized assertions).",C++ fast alternative to backtracking RE engines,"re2
",应用工具
re2c-0.14.3-2.el8.src.rpm,,,"re2c is a tool for writing very fast and very flexible scanners. Unlike any
other such tool, re2c focuses on generating high efficient code for regular
expression matching. As a result this allows a much broader range of use than
any traditional lexer offers. And Last but not least re2c generates warning
free code that is equal to hand-written code in terms of size, speed and
quality.
","Tool for generating C-based recognizers from regular expressions
",re2c,"re2c is a tool for writing very fast and very flexible scanners. Unlike any
other such tool, re2c focuses on generating high efficient code for regular
expression matching. As a result this allows a much broader range of use than
any traditional lexer offers. And Last but not least re2c generates warning
free code that is equal to hand-written code in terms of size, speed and
quality.",Tool for generating C-based recognizers from regular expressions,"re2c
",应用工具
readline-7.0-10.el8.src.rpm,,,"The Readline library provides a set of functions that allow users to
edit command lines. Both Emacs and vi editing modes are available. The
Readline library includes additional functions for maintaining a list
of previously-entered command lines for recalling or editing those
lines, and for performing csh-like history expansion on previous
commands.
","A library for editing typed command lines
",readline,"The Readline library provides a set of functions that allow users to
edit command lines. Both Emacs and vi editing modes are available. The
Readline library includes additional functions for maintaining a list
of previously-entered command lines for recalling or editing those
lines, and for performing csh-like history expansion on previous
commands.",A library for editing typed command lines,"readline
",系统库
realmd-0.16.3-25.an8.src.rpm,,,"realmd is a DBus system service which manages discovery and enrollment in realms
and domains like Active Directory or IPA. The control center uses realmd as the
back end to 'join' a domain simply and automatically configure things correctly.
","Kerberos realm enrollment service
",realmd,"realmd is a DBus system service which manages discovery and enrollment in realms
and domains like Active Directory or IPA. The control center uses realmd as the
back end to 'join' a domain simply and automatically configure things correctly.",Kerberos realm enrollment service,"realmd
",应用服务
rear-2.6-4.an8.src.rpm,,,"Relax-and-Recover is the leading Open Source disaster recovery and system
migration solution. It comprises of a modular
frame-work and ready-to-go workflows for many common situations to produce
a bootable image and restore from backup using this image. As a benefit,
it allows to restore to different hardware and can therefore be used as
a migration tool as well.

Currently Relax-and-Recover supports various boot media (incl. ISO, PXE,
OBDR tape, USB or eSATA storage), a variety of network protocols (incl.
sftp, ftp, http, nfs, cifs) as well as a multitude of backup strategies
(incl.  IBM TSM, HP DataProtector, Symantec NetBackup, EMC NetWorker,
Bacula, Bareos, BORG, Duplicity, rsync).

Relax-and-Recover was designed to be easy to set up, requires no maintenance
and is there to assist when disaster strikes. Its setup-and-forget nature
removes any excuse for not having a disaster recovery solution implemented.

Professional services and support are available.
","Relax-and-Recover is a Linux disaster recovery and system migration tool
",rear,"Relax-and-Recover is the leading Open Source disaster recovery and system
migration solution. It comprises of a modular
frame-work and ready-to-go workflows for many common situations to produce
a bootable image and restore from backup using this image. As a benefit,
it allows to restore to different hardware and can therefore be used as
a migration tool as well.

Currently Relax-and-Recover supports various boot media (incl. ISO, PXE,
OBDR tape, USB or eSATA storage), a variety of network protocols (incl.
sftp, ftp, http, nfs, cifs) as well as a multitude of backup strategies
(incl.  IBM TSM, HP DataProtector, Symantec NetBackup, EMC NetWorker,
Bacula, Bareos, BORG, Duplicity, rsync).

Relax-and-Recover was designed to be easy to set up, requires no maintenance
and is there to assist when disaster strikes. Its setup-and-forget nature
removes any excuse for not having a disaster recovery solution implemented.

Professional services and support are available.",Relax-and-Recover is a Linux disaster recovery and system migration tool,"rear
",应用工具
recode-3.6-47.el8.src.rpm,,,"The `recode' converts files between character sets and usages.
It recognizes or produces nearly 150 different character sets
and is able to transliterate files between almost any pair. When exact
transliteration are not possible, it may get rid of the offending
characters or fall back on approximations.  Most RFC 1345 character sets
are supported.
","Conversion between character sets and surfaces
",recode,"The `recode' converts files between character sets and usages.
It recognizes or produces nearly 150 different character sets
and is able to transliterate files between almost any pair. When exact
transliteration are not possible, it may get rid of the offending
characters or fall back on approximations.  Most RFC 1345 character sets
are supported.",Conversion between character sets and surfaces,"recode
",应用工具
redfish-finder-0.3-6.0.1.an8.src.rpm,,,"Scans Smbios information for type 42 management controller information, and uses
that to configure the appropriate network interface so that the BMC is
canonically accessible via the host name redfish-localhost
","Utility for parsing SMBIOS information and configuring canonical BMC access
",redfish-finder,"Scans Smbios information for type 42 management controller information, and uses
that to configure the appropriate network interface so that the BMC is
canonically accessible via the host name redfish-localhost",Utility for parsing SMBIOS information and configuring canonical BMC access,"redfish-finder
",系统工具
redfish-finder-0.3-6.an8.src.rpm,,,"Scans Smbios information for type 42 management controller information, and uses
that to configure the appropriate network interface so that the BMC is
canonically accessible via the host name redfish-localhost
","Utility for parsing SMBIOS information and configuring canonical BMC access
",redfish-finder,"Scans Smbios information for type 42 management controller information, and uses
that to configure the appropriate network interface so that the BMC is
canonically accessible via the host name redfish-localhost",Utility for parsing SMBIOS information and configuring canonical BMC access,"redfish-finder
",系统工具
redhat-lsb-4.1-47.el8.src.rpm,,,"The Linux Standard Base (LSB) Core module support provides the fundamental
system interfaces, libraries, and runtime environment upon which all conforming
applications and libraries depend.
The Linux Standard Base (LSB) Multimedia submodule specifications define
components that are required to be present on an LSB conforming system.
The Linux Standard Base (LSB) is an attempt to develop a set of standards that
will increase compatibility among Linux distributions. It is designed to be
binary-compatible and produce a stable application binary interface (ABI) for
independent software vendors.
The lsb package provides utilities, libraries etc. needed for LSB Compliant
Applications. It also contains requirements that will ensure that all
components required by the LSB are installed on the system.
The Linux Standard Base (LSB) Printing specifications define components that
are required to be present on an LSB conforming system.
The Linux Standard Base (LSB) Security submodule specifications define
components that are required to be present on an LSB conforming system.
The Linux Standard Base (LSB) Languages module supports components for runtime
languages which are found on an LSB conforming system.
The Linux Standard Base (LSB) CXX module supports the core interfaces by
providing system interfaces, libraries, and a runtime environment for
applications built using the C++ programming language. These interfaces
provide low-level support for the core constructs of the language, and
implement the standard base C++ libraries.
The Linux Standard Base (LSB) Desktop Specifications define components that are
required to be present on an LSB conforming system.
","LSB Core module support
LSB Multimedia submodule support
Implementation of Linux Standard Base specification
LSB Printing module support
LSB Security submodule support
LSB Languages module support
LSB CXX module support
LSB Desktop module support
",redhat-lsb,"The Linux Standard Base (LSB) is an attempt to develop a set of standards that
will increase compatibility among Linux distributions. It is designed to be
binary-compatible and produce a stable application binary interface (ABI) for
independent software vendors.
The lsb package provides utilities, libraries etc. needed for LSB Compliant
Applications. It also contains requirements that will ensure that all
components required by the LSB are installed on the system.",Implementation of Linux Standard Base specification,"redhat-lsb-core
redhat-lsb-submod-multimedia
redhat-lsb-printing
redhat-lsb-submod-security
redhat-lsb-languages
redhat-lsb-cxx
redhat-lsb-desktop
",核心工具
redhat-menus-12.0.2-12.el8.src.rpm,,,"This package contains the XML files that describe the menu layout for
GNOME and KDE, and the .desktop files that define the names and icons
of ""subdirectories"" in the menus.
","Configuration and data files for the desktop menus
",redhat-menus,"This package contains the XML files that describe the menu layout for
GNOME and KDE, and the .desktop files that define the names and icons
of ""subdirectories"" in the menus.",Configuration and data files for the desktop menus,"redhat-menus
",核心工具
redhat-rpm-config-129-1.0.1.an8.src.rpm,,,"Red Hat specific rpm configuration files.
Macros and scripts for building kernel module packages.
","Red Hat specific rpm configuration files
Macros and scripts for building kernel module packages.
",redhat-rpm-config,Red Hat specific rpm configuration files.,Red Hat specific rpm configuration files,"redhat-rpm-config
kernel-rpm-macros
",核心工具
redhat-support-lib-python-0.13.0-0.0.1.an8_5.src.rpm,,,"This package contains the Red Hat Support Software Development Library.
Red Hat customers can use the library to easily integrate their help desk
solutions, IT infrastructure, etc. with the services provided by the
Red Hat Customer Portal.

The library provided by this package is an abstraction layer that simplifies
interactions with the Red Hat Customer Portal. Simply create an instance of
the API by providing the necessary authorization credentials, then use the
API object to interact with the Red Hat Customer Portal.

Some of the interactions supported by this API include, but are not limited to,
automatic diagnostic services on log files, knowledge base searching,
support case creation, attach files to support cases, view the status of
support cases, entitlement viewing, etc.
","Red Hat Support Software Development Library
",redhat-support-lib-python,"This package contains the Red Hat Support Software Development Library.
Red Hat customers can use the library to easily integrate their help desk
solutions, IT infrastructure, etc. with the services provided by the
Red Hat Customer Portal.

The library provided by this package is an abstraction layer that simplifies
interactions with the Red Hat Customer Portal. Simply create an instance of
the API by providing the necessary authorization credentials, then use the
API object to interact with the Red Hat Customer Portal.

Some of the interactions supported by this API include, but are not limited to,
automatic diagnostic services on log files, knowledge base searching,
support case creation, attach files to support cases, view the status of
support cases, entitlement viewing, etc.",Red Hat Support Software Development Library,"redhat-support-lib-python
",核心库
redhat-support-tool-0.13.0-0.0.1.an8_5.src.rpm,,,"This package contains the Red Hat Support Tool.  The Red Hat Support Tool
provides console based access to Red Hat's subscriber services.  These
services include, but are not limited to, console based access to
knowledge-base solutions, case management, automated diagnostic
services, etc.
","Tool for console access to Red Hat subscriber services
",redhat-support-tool,"This package contains the Red Hat Support Tool.  The Red Hat Support Tool
provides console based access to Red Hat's subscriber services.  These
services include, but are not limited to, console based access to
knowledge-base solutions, case management, automated diagnostic
services, etc.",Tool for console access to Red Hat subscriber services,"redhat-support-tool
",核心工具
redis-5.0.3-5.0.1.module+an8.5.0+10666+da0565b5.src.rpm,,,"Redis is an advanced key-value store. It is often referred to as a data
structure server since keys can contain strings, hashes, lists, sets and
sorted sets.

You can run atomic operations on these types, like appending to a string;
incrementing the value in a hash; pushing to a list; computing set
intersection, union and difference; or getting the member with highest
ranking in a sorted set.

In order to achieve its outstanding performance, Redis works with an
in-memory dataset. Depending on your use case, you can persist it either
by dumping the dataset to disk every once in a while, or by appending
each command to a log.

Redis also supports trivial-to-setup master-slave replication, with very
fast non-blocking first synchronization, auto-reconnection on net split
and so forth.

Other features include Transactions, Pub/Sub, Lua scripting, Keys with a
limited time-to-live, and configuration settings to make Redis behave like
a cache.

You can use Redis from most programming languages also.
","A persistent key-value database
",redis,"Redis is an advanced key-value store. It is often referred to as a data
structure server since keys can contain strings, hashes, lists, sets and
sorted sets.

You can run atomic operations on these types, like appending to a string;
incrementing the value in a hash; pushing to a list; computing set
intersection, union and difference; or getting the member with highest
ranking in a sorted set.

In order to achieve its outstanding performance, Redis works with an
in-memory dataset. Depending on your use case, you can persist it either
by dumping the dataset to disk every once in a while, or by appending
each command to a log.

Redis also supports trivial-to-setup master-slave replication, with very
fast non-blocking first synchronization, auto-reconnection on net split
and so forth.

Other features include Transactions, Pub/Sub, Lua scripting, Keys with a
limited time-to-live, and configuration settings to make Redis behave like
a cache.

You can use Redis from most programming languages also.",A persistent key-value database,"redis
",应用服务
