name,label,predict,summary,description,人工初判
khmeros-fonts-common,其它,工具, Common files of khmeros-fonts," 
The Khmer OS fonts include Khmer and Latin alphabets, and they have equivalent
sizes for Khmer and English alphabets, so that when texts mix both it is not
necessary to have different point sizes for the text in each language.

They were created by Danh Hong of the Cambodian Open Institute.

This package consists of files used by other khmeros-fonts packages.",其它
systemd-udev,其它,工具,Rule-based device node and kernel event manager ,"This package contains systemd-udev and the rules and hardware database
needed to manage device nodes. This package is necessary on physical
machines and in virtual machines, but not in containers. ",其它
zsh,工具,库,Powerful interactive shell ,"The zsh shell is a command interpreter usable as an interactive login
shell and as a shell script command processor.  Zsh resembles the ksh
shell (the Korn shell), but includes many enhancements.  Zsh supports
command line editing, built-in spelling correction, programmable
command completion, shell functions (with autoloading), a history
mechanism, and more. ",工具
mksh,工具,库,MirBSD enhanced version of the Korn Shell ,"mksh is the MirBSD enhanced version of the Public Domain Korn shell (pdksh),
a bourne-compatible shell which is largely similar to the original AT&T Korn
shell. It includes bug fixes and feature improvements in order to produce a
modern, robust shell good for interactive and especially script use, being a
bourne shell replacement, pdksh successor and an alternative to the C shell. ",工具
doxygen-doxywizard,工具,库, A GUI for creating and editing configuration files," Doxywizard is a GUI for creating and editing configuration files that
are used by doxygen.",工具
scrub,工具,库, Disk scrubbing program," Scrub writes patterns on files or disk devices to make
retrieving the data more difficult.  It operates in one of three
modes: 1) the special file corresponding to an entire disk is scrubbed
and all data on it is destroyed;  2) a regular file is scrubbed and
only the data in the file (and optionally its name in the directory
entry) is destroyed; or 3) a regular file is created, expanded until
the file system is full, then scrubbed as in 2).",工具
dejagnu,工具,库, A front end for testing other programs," DejaGnu is an Expect/Tcl based framework for testing other programs.
DejaGnu has several purposes: to make it easy to write tests for any
program; to allow you to write tests which will be portable to any
host or target where a program must be tested; and to standardize the
output format of all tests (making it easier to integrate the testing
into software development).",工具
crypto-policies,工具,库, System-wide crypto policies," This package provides pre-built configuration files with
cryptographic policies for various cryptographic back-ends,
such as SSL/TLS libraries.",工具
qtchooser,工具,库, Wrapper to select between Qt development binary versions," Qt Chooser provides a wrapper to switch between versions of Qt development
binaries when multiple versions like 4 and 5 are installed or local Qt builds
are to be used.",工具
recode,工具,库, Conversion between character sets and surfaces," The `recode' converts files between character sets and usages.
It recognizes or produces nearly 150 different character sets
and is able to transliterate files between almost any pair. When exact
transliteration are not possible, it may get rid of the offending
characters or fall back on approximations.  Most RFC 1345 character sets
are supported.",工具
gnuplot-common,工具,库, The common gnuplot parts," Gnuplot is a command-line driven, interactive function plotting
program especially suited for scientific data representation.  Gnuplot
can be used to plot functions and data points inf both two and three
dimensions and in many different formats.

This subpackage contains common parts needed for all versions of gnuplot.",工具
python3-pip,库,工具, A tool for installing and managing Python3 packages," pip is a package management system used to install and manage software packages
written in Python. Many packages can be found in the Python Package Index
(PyPI). pip is a recursive acronym that can stand for either ""Pip Installs
Packages"" or ""Pip Installs Python"".",工具
python39-psutil,库,工具, A process and system utilities module for Python," psutil is a module providing an interface for retrieving information on all
running processes and system utilization (CPU, memory, disks, network, users) in
a portable way by using Python 3, implementing many functionalities offered by
command line tools such as: ps, top, df, kill, free, lsof, free, netstat,
ifconfig, nice, ionice, iostat, iotop, uptime, pidof, tty, who, taskset, pmap.",库
perl-Pod-Usage,库,工具, Print a usage message from embedded POD documentation," pod2usage will print a usage message for the invoking script (using its
embedded POD documentation) and then exit the script with the desired exit
status. The usage message printed may have any one of three levels of
""verboseness"": If the verbose level is 0, then only a synopsis is printed.
If the verbose level is 1, then the synopsis is printed along with a
description (if present) of the command line options and arguments. If the
verbose level is 2, then the entire manual page is printed.",库
python38-psutil,库,工具, A process and system utilities module for Python," psutil is a module providing an interface for retrieving information on all
running processes and system utilization (CPU, memory, disks, network, users) in
a portable way by using Python 3, implementing many functionalities offered by
command line tools such as: ps, top, df, kill, free, lsof, free, netstat,
ifconfig, nice, ionice, iostat, iotop, uptime, pidof, tty, who, taskset, pmap.",库
maven-resolver-transport-classpath,库,工具, Maven Artifact Resolver Transport Classpath, A transport implementation for repositories using classpath:// URLs.,库
libatomic_ops,库,工具, Atomic memory update operations," Provides implementations for atomic memory update operations on a
number of architectures. This allows direct use of these in reasonably
portable code. Unlike earlier similar packages, this one explicitly
considers memory barrier semantics, and allows the construction of code
that involves minimum overhead across a variety of architectures.",库
python3-ipalib,库,服务, Python3 libraries used by IPA," IPA is an integrated solution to provide centrally managed Identity (users,
hosts, services), Authentication (SSO, 2FA), and Authorization
(host access control, SELinux user roles, services). The solution provides
features for further integration with Linux based clients (SUDO, automount)
and integration with Active Directory based infrastructures (Trusts).
If you are using IPA with Python 3, you need to install this package.",库
maven-resolver-transport-file,库,工具, Maven Artifact Resolver Transport File, A transport implementation for repositories using file:// URLs.,库
dtc,库,工具, Device Tree Compiler," Devicetree is a data structure for describing hardware. Rather than hard coding
every detail of a device into an operating system, many aspects of the hardware
can be described in a data structure that is passed to the operating system at
boot time. The devicetree is used by OpenFirmware, OpenPOWER Abstraction Layer
(OPAL), Power Architecture Platform Requirements (PAPR) and in the standalone
Flattened Device Tree (FDT) form.",库
luajit,库,工具, Just-In-Time Compiler for Lua," LuaJIT implements the full set of language features defined by Lua 5.1.
The virtual machine (VM) is API- and ABI-compatible to the standard
Lua interpreter and can be deployed as a drop-in replacement.",库
python3-psutil,库,工具, A process and system utilities module for Python," psutil is a module providing an interface for retrieving information on all
running processes and system utilization (CPU, memory, disks, network, users) in
a portable way by using Python 3, implementing many functionalities offered by
command line tools such as: ps, top, df, kill, free, lsof, free, netstat,
ifconfig, nice, ionice, iostat, iotop, uptime, pidof, tty, who, taskset, pmap.",库
rsyslog-pgsql,服务,库, PostgresSQL support for rsyslog," The rsyslog-pgsql package contains a dynamic shared object that will add
PostgreSQL database support to rsyslog.",库
gnome-initial-setup,服务,库, Bootstrapping your OS," GNOME Initial Setup is an alternative to firstboot, providing
a good setup experience to welcome you to your system, and walks
you through configuring it. It is integrated with gdm.",库
autofs,服务,工具,A tool for automatically mounting and unmounting filesystems ,"autofs is a daemon which automatically mounts filesystems when you use
them, and unmounts them later when you are not using them.  This can
include network filesystems, CD-ROMs, floppies, and so forth. ",服务
subversion-gnome,服务,工具, GNOME Keyring support for Subversion," The subversion-gnome package adds support for storing Subversion
passwords in the GNOME Keyring.",服务
deepin-reader,服务,库," A simple PDF reader, supporting bookmarks, highlights and annotations"," A simple PDF reader, supporting bookmarks, highlights and annotations.",工具
amanda-server,服务,工具, The server side of the AMANDA tape backup system," The amanda-server package should be installed on the AMANDA server,
the machine attached to the device(s) (such as a tape drive) where backups
will be written. You will also need to install the amanda package on
the AMANDA server machine.  And, if the server is also to be backed up, the
server also needs to have the amanda-client package installed.",服务
containerd,服务,库, Open and reliable container runtime," 
Containerd is an industry-standard container runtime with an emphasis on
simplicity, robustness and portability. It is available as a daemon for Linux
and Windows, which can manage the complete container lifecycle of its host
system: image transfer and storage, container execution and supervision,
low-level storage and network attachments, etc.

%gopkg",服务
deepin-gtk-theme,服务,工具, Deepin GTK Theme, Deepin GTK Theme.,服务
rsyslog-mysql,服务,库, MySQL support for rsyslog," The rsyslog-mysql package contains a dynamic shared object that will add
MySQL database support to rsyslog.",服务
rsyslog-omamqp1,服务,库, AMQP1 support for rsyslog," The rsyslog-omamqp1 package contains a dynamic shared object that will add
AMQP1 support to rsyslog.",服务
rsyslog-mmaudit,服务,库, Message modification module supporting Linux audit format," This module provides message modification supporting Linux audit format
in various settings.",服务
libvirt,服务,库, Library providing a simple virtualization API," Libvirt is a C toolkit to interact with the virtualization capabilities
of recent versions of Linux (and other OSes). The main package includes
the libvirtd server exporting the virtualization support.",库
audispd-plugins-zos,服务,工具,z/OS plugin for the audit event dispatcher ,"The audispd-plugins-zos package provides a plugin that will forward all
incoming audit events, as they happen, to a configured z/OS SMF (Service
Management Facility) database, through an IBM Tivoli Directory Server
(ITDS) set for Remote Audit service. ",服务
cronie-noanacron,服务,工具,Utility for running simple regular jobs in old cron style ,"Old style of running {hourly,daily,weekly,monthly}.jobs without anacron. No
extra features. ",工具
tex-fonts-hebrew,其它,工具, Culmus Hebrew fonts support for LaTeX, Support using the Culmus Hebrew fonts in LaTeX.,其它
stix-math-fonts,其它,工具," Scientific and engineering fonts, PUA glyphs"," 
The mission of the Scientific and Technical Information Exchange (STIX) font
creation project is the preparation of a comprehensive set of fonts that serve
the scientific and engineering community in the process from manuscript
creation through final publication, both in electronic and print formats.

This package includes one symbol font completing the four faces in the main
stix-fonts package. It replaces the heap of confusing fontlets in the first Stix
release.",其它
cups-filesystem,服务,库, CUPS printing system - directory layout," CUPS printing system provides a portable printing layer for
UNIX庐 operating systems. This package provides some directories which are
required by other packages that add CUPS drivers (i.e. filters, backends etc.).",服务
freeipmi-ipmidetectd,服务,工具,IPMI node detection monitoring daemon ,Provides a tool and a daemon for IPMI node detection. ,服务
deepin-pw-check,服务,工具, Used to check password and manager the configuration for password.," In order to unify the authentication interface,
this interface is designed to adapt to fingerprint, face and other authentication methods.",服务
gedit-plugin-translate,服务,工具, gedit translate plugin, The gedit translate plugin.,服务
texlive-caption,工具,库, Customising captions in floating environments," The caption package provides many ways to customise the
captions in floating environments like figure and table, and
cooperates with many other packages. Facilities include
rotating captions, sideways captions, continued captions (for
tables or figures that come in several parts). A list of
compatibility notes, for other packages, is provided in the
documentation. The package also provides the ""caption outside
float"" facility, in the same way that simpler packages like
capt-of do. The package supersedes caption2.",工具
exchange-bmc-os-info,工具,库, Let OS and BMC exchange info," Given a host with BMC, this package would pass the hostname &
OS information to the BMC and also capture the BMC ip info
for the host OS to use.",工具
texlive-pst-blur,工具,库," PSTricks package for ""blurred"" shadows"," Pst-blur is a package built for use with PSTricks. It provides
macros that apply blurring to the normal shadow function of
PSTricks.",工具
kf5-kirigami2,工具,库, QtQuick plugins to build user interfaces based on the KDE UX guidelines, QtQuick plugins to build user interfaces based on the KDE UX guidelines.,工具
gcc-toolset-11-dyninst,工具,库, An API for Run-time Code Generation," 
Dyninst is an Application Program Interface (API) to permit the insertion of
code into a running program. The API also permits changing or removing
subroutine calls from the application program. Run-time code changes are
useful to support a variety of applications including debugging, performance
monitoring, and to support composing applications out of existing packages.
The goal of this API is to provide a machine independent interface to permit
the creation of tools and applications that use run-time code patching.",工具
gnome-common,工具,库, Useful things common to building GNOME packages from scratch," This package contains sample files that should be used to develop pretty much
every GNOME application.  The programs included here are not needed for running
GNOME apps or building ones from distributed tarballs.  They are only useful
for compiling from git sources or when developing the build infrastructure for
a GNOME application.",工具
gcc-toolset-9-dyninst,工具,库, An API for Run-time Code Generation," 
Dyninst is an Application Program Interface (API) to permit the insertion of
code into a running program. The API also permits changing or removing
subroutine calls from the application program. Run-time code changes are
useful to support a variety of applications including debugging, performance
monitoring, and to support composing applications out of existing packages.
The goal of this API is to provide a machine independent interface to permit
the creation of tools and applications that use run-time code patching.",unknown
policycoreutils-python-utils,工具,库, SELinux policy core python utilities," The policycoreutils-python-utils package contains the management tools use to manage
an SELinux environment.",工具
imake,工具,库, imake source code configuration and build system," Imake is a deprecated source code configuration and build system which
has traditionally been supplied by and used to build the X Window System
in X11R6 and previous releases.  As of the X Window System X11R7 release,
the X Window system has switched to using GNU autotools as the primary
build system, and the Imake system is now deprecated, and should not be
used by new software projects.  Software developers are encouraged to
migrate software to the GNU autotools system.",工具
glusterfs-rdma,库,工具,GlusterFS rdma support for ib-verbs ,"GlusterFS is a distributed file-system capable of scaling to several
petabytes. It aggregates various storage bricks over Infiniband RDMA
or TCP/IP interconnect into one large parallel network file
system. GlusterFS is one of the most sophisticated file systems in
terms of features and extensibility.  It borrows a powerful concept
called Translators from GNU Hurd kernel. Much of the code in GlusterFS
is in user space and easily manageable.

This package provides support to ib-verbs library. ",库
java-11-alibaba-dragonwell-headless,库,工具, Alibaba Dragonwell11 headless, Alibaba Dragonwell11 headless,库
java-17-openjdk-headless-slowdebug,库,工具, OpenJDK 17 Runtime Environment unoptimised with full debugging on," The OpenJDK 17 runtime environment without audio and video support.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",库
libreport-gtk,库,服务, GTK front-end for libreport, Applications for reporting bugs using libreport backend,库
qt5-qtsvg,库,工具, Qt5 - Support for rendering and displaying SVG," Scalable Vector Graphics (SVG) is an XML-based language for describing
two-dimensional vector graphics. Qt provides classes for rendering and
displaying SVG drawings in widgets and on other paint devices.",库
java-11-alibaba-dragonwell,库,工具, Alibaba Dragonwell11 JDK, Alibaba Dragonwell11 JDK,库
java-11-openjdk-headless-slowdebug,库,工具, OpenJDK 11 Runtime Environment unoptimised with full debugging on," The OpenJDK 11 runtime environment without audio and video support.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",库
libreport-filesystem,库,工具, Filesystem layout for libreport, Filesystem layout for libreport,库
python3-setuptools-wheel,库,工具, The setuptools wheel, A Python wheel of setuptools to use with venv.,库
libertas-usb8388-firmware,其它,库,Firmware for Marvell Libertas USB 8388 Network Adapter ,Firmware for Marvell Libertas USB 8388 Network Adapter ,其它
libertas-sd8787-firmware,其它,库,Firmware for Marvell Libertas SD 8787 Network Adapter ,Firmware for Marvell Libertas SD 8787 Network Adapter ,其它
libertas-sd8686-firmware,其它,库,Firmware for Marvell Libertas SD 8686 Network Adapter ,Firmware for Marvell Libertas SD 8686 Network Adapter ,其它
libertas-usb8388-olpc-firmware,其它,库,OLPC firmware for Marvell Libertas USB 8388 Network Adapter ,"Firmware for Marvell Libertas USB 8388 Network Adapter with OLPC mesh network
support. ",其它
pipewire0.2-libs,服务,库, Compatibility Libraries for PipeWire clients," This package contains the runtime libraries for any application that wishes
to interface with a PipeWire media server.",库
gnome-shell-extension-heads-up-display,服务,工具, Display persistent on-screen message," This GNOME Shell extension displays a persistent message in the top middle of the screen.
This message can appear on the login screen, lock screen, or regular user session.",服务
gnome-shell-extension-top-icons,服务,工具, Show legacy icons on top, This GNOME Shell extension moves legacy tray icons into the top bar.,服务
adwaita-gtk2-theme,服务,其它, Adwaita gtk2 theme," The adwaita-gtk2-theme package contains a gtk2 theme for presenting widgets
with a GNOME look and feel.",其它
ypserv,服务,工具, The NIS (Network Information Service) server," The Network Information Service (NIS) is a system that provides
network information (login names, passwords, home directories, group
information) to all of the machines on a network. NIS can allow users
to log in on any machine on the network, as long as the machine has
the NIS client programs running and the user's password is recorded in
the NIS passwd database. NIS was formerly known as Sun Yellow Pages
(YP).

This package provides the NIS server, which will need to be running on
your network. NIS clients do not need to be running the server.

Install ypserv if you need an NIS server for your network. You also
need to install the yp-tools and ypbind packages on any NIS client
machines.",服务
osbuild-composer,服务,工具, An image building service based on osbuild," 
A service for building customized OS artifacts, such as VM images and OSTree
commits, that uses osbuild under the hood. Besides building images for local
usage, it can also upload images directly to cloud.

It is compatible with composer-cli and cockpit-composer clients.",服务
pcp-export-zabbix-agent,服务,库, Module for exporting PCP metrics to Zabbix agent," Performance Co-Pilot (PCP) module for exporting metrics from PCP to
Zabbix via the Zabbix agent - see zbxpcp(3) for further details.",服务
gnupg2,工具,库, Utility for secure communication and data storage," GnuPG is GNU's tool for secure communication and data storage.  It can
be used to encrypt data and to create digital signatures.  It includes
an advanced key management facility and is compliant with the proposed
OpenPGP Internet standard as described in RFC2440 and the S/MIME
standard as described by several RFCs.

GnuPG 2.0 is a newer version of GnuPG with additional support for
S/MIME.  It has a different design philosophy that splits
functionality up into several modules. The S/MIME and smartcard functionality
is provided by the gnupg2-smime package.",工具
texlive-fancyvrb,工具,库, Sophisticated verbatim text," Flexible handling of verbatim text including: verbatim commands
in footnotes; a variety of verbatim environments with many
parameters; ability to define new customized verbatim
environments; save and restore verbatim text and environments;
write and read files in verbatim mode; build ""example""
environments (showing both result and verbatim source).",工具
kf5-filesystem,工具,库, Filesystem for KDE Frameworks 5, Filesystem for KDE Frameworks 5.,工具
ctags,工具,库, A C programming language indexing and/or cross-reference tool," Ctags generates an index (or tag) file of C language objects found in
C source and header files.  The index makes it easy for text editors or
other utilities to locate the indexed items.  Ctags can also generate a
cross reference file which lists information about the various objects
found in a set of C language files in human readable form.  Exuberant
Ctags improves on ctags because it can find all types of C language tags,
including macro definitions, enumerated values (values inside enum{...}),
function and method definitions, enum/struct/union tags, external
function prototypes, typedef names and variable declarations.  Exuberant
Ctags is far less likely to be fooled by code containing #if preprocessor
conditional constructs than ctags.  Exuberant ctags supports output of
Emacs style TAGS files and can be used to print out a list of selected
objects found in source files.

Install ctags if you are going to use your system for C programming.",工具
libindicator-gtk3,库,工具, GTK+3 build of libindicator," A set of symbols and convenience functions that all Ayatana indicators
are likely to use. This is the GTK+ 3 build of libindicator, for use
by GTK+ 3 apps.",库
mod_auth_mellon-diagnostics,库,工具, Build of mod_auth_mellon with diagnostic logging," Build of mod_auth_mellon with diagnostic logging. See README.redhat.rst
in the doc directory for instructions on using the diagnostics build.",库
libguestfs-inspect-icons,库,工具, Additional dependencies for inspecting guest icons," libguestfs-inspect-icons is a metapackage that pulls in additional
dependencies required by libguestfs to pull icons out of non-Linux
guests.  Install this package if you want libguestfs to be able to
inspect non-Linux guests and display icons from them.

The only reason this is a separate package is to avoid core libguestfs
having to depend on Perl.  See https://bugzilla.redhat.com/1194158",库
libvirt-dbus,库,工具, libvirt D-Bus API binding, This package provides D-Bus API for libvirt,库
plexus-build-api,库,工具, Plexus Build API, Plexus Build API,库
python3-click,库,工具, Simple wrapper around optparse for powerful command line utilities," click is a Python package for creating beautiful command line
interfaces in a composable way with as little amount of code as necessary.
It's the ""Command Line Interface Creation Kit"".  It's highly configurable but
comes with good defaults out of the box.

Python 3 version.",库
javassist-javadoc,库,服务, Javadocs for javassist, javassist development documentation.,库
