name,layer_true,layer_pred,summary,description
samba-winbind,系统,应用,Samba winbind,"The samba-winbind package provides the winbind NSS library, and some client
tools.  Winbind enables Linux to be a full member in Windows domains and to use
Windows user and group accounts on Linux."
samba-winbind-clients,系统,应用,Samba winbind clients,"The samba-winbind-clients package provides the wbinfo and ntlm_auth
tool."
samba-winexe,系统,应用,Samba Winexe Windows Binary,Winexe is a Remote Windows庐-command executor
sane-backends,应用,系统,Scanner access software,"Scanner Access Now Easy (SANE) is a universal scanner interface.  The
SANE application programming interface (API) provides standardized
access to any raster image scanner hardware (flatbed scanner,
hand-held scanner, video and still cameras, frame-grabbers, etc.)."
sane-backends-daemon,应用,系统,Scanner network daemon,"This package contains saned which is the daemon that allows remote clients to
access image acquisition devices available on the local host."
sassist,应用,系统,Dell SupportAssist log collector,Dell SupportAssist log collector for Linux.
sblim-cmpi-base,应用,系统,SBLIM CMPI Base Providers,"SBLIM (Standards Based Linux Instrumentation for Manageability)
CMPI (Common Manageability Programming Interface) Base Providers
for System-Related CIM (Common Information Model) classes."
sblim-gather,应用,系统,SBLIM Gatherer,"Standards Based Linux Instrumentation for Manageability
Performance Data Gatherer Base.
This package contains the agents and control programs for gathering
and providing performance data."
sblim-gather-provider,应用,系统,SBLIM Gatherer Provider,"The CIM (Common Information Model) Providers for the
SBLIM (Standards Based Linux Instrumentation for Manageability)
Gatherer."
sblim-sfcb,应用,系统,Small Footprint CIM Broker,"Small Footprint CIM Broker (sfcb) is a CIM server conforming to the
CIM Operations over HTTP protocol.
It is robust, with low resource consumption and therefore specifically
suited for embedded and resource constrained environments.
sfcb supports providers written against the Common Manageability
Programming Interface (CMPI)."
sblim-sfcc,应用,系统,Small Footprint CIM Client Library,Small Footprint CIM Client Library Runtime Libraries
sblim-wbemcli,应用,系统,SBLIM WBEM Command Line Interface,"WBEM Command Line Interface is a standalone, command line WBEM client. It is
specially suited for basic systems management tasks as it can be used in
scripts."
scap-workbench,应用,核心,"Scanning, tailoring, editing and validation tool for SCAP content","scap-workbench is GUI tool that provides scanning functionality for SCAP
content. The tool is based on OpenSCAP library."
python2-scipy,应用,系统,Scientific Tools for Python,"Scipy is open-source software for mathematics, science, and
engineering. The core library is NumPy which provides convenient and
fast N-dimensional array manipulation. The SciPy library is built to
work with NumPy arrays, and provides many user-friendly and efficient
numerical routines such as routines for numerical integration and
optimization. Together, they run on all popular operating systems, are
quick to install, and are free of charge. NumPy and SciPy are easy to
use, but powerful enough to be depended upon by some of the world's
leading scientists and engineers."
python38-scipy,应用,系统,Scientific Tools for Python,"Scipy is open-source software for mathematics, science, and
engineering. The core library is NumPy which provides convenient and
fast N-dimensional array manipulation. The SciPy library is built to
work with NumPy arrays, and provides many user-friendly and efficient
numerical routines such as routines for numerical integration and
optimization. Together, they run on all popular operating systems, are
quick to install, and are free of charge. NumPy and SciPy are easy to
use, but powerful enough to be depended upon by some of the world's
leading scientists and engineers."
python39-scipy,应用,系统,Scientific Tools for Python,"Scipy is open-source software for mathematics, science, and
engineering. The core library is NumPy which provides convenient and
fast N-dimensional array manipulation. The SciPy library is built to
work with NumPy arrays, and provides many user-friendly and efficient
numerical routines such as routines for numerical integration and
optimization. Together, they run on all popular operating systems, are
quick to install, and are free of charge. NumPy and SciPy are easy to
use, but powerful enough to be depended upon by some of the world's
leading scientists and engineers."
scl-utils-build,系统,核心,RPM build macros for alternative packaging,Essential RPM build macros for alternative packaging.
python3-scons,应用,系统,An Open Source software construction tool,"SCons is an Open Source software construction tool--that is, a build
tool; an improved substitute for the classic Make utility; a better way
to build software. SCons is based on the design which won the Software
Carpentry build tool design competition in August 2000.

SCons ""configuration files"" are Python scripts, eliminating the need
to learn a new build tool syntax. SCons maintains a global view of
all dependencies in a tree, and can scan source (or other) files for
implicit dependencies, such as files specified on #include lines. SCons
uses MD5 signatures to rebuild only when the contents of a file have
really changed, not just when the timestamp has been touched. SCons
supports side-by-side variant builds, and is easily extended with user-
defined Builder and/or Scanner objects."
ptscotch-mpich-devel-parmetis,应用,核心,Parmetis compatibility header for scotch,This package contains the parmetis compatibility header for scotch.
scrub,应用,系统,Disk scrubbing program,"Scrub writes patterns on files or disk devices to make
retrieving the data more difficult.  It operates in one of three
modes: 1) the special file corresponding to an entire disk is scrubbed
and all data on it is destroyed;  2) a regular file is scrubbed and
only the data in the file (and optionally its name in the directory
entry) is destroyed; or 3) a regular file is created, expanded until
the file system is full, then scrubbed as in 2)."
SDL2-static,应用,核心,Static libraries for SDL2,Static libraries for SDL2.
seabios,系统,核心,Open-source legacy BIOS implementation,"SeaBIOS is an open-source legacy BIOS implementation which can be used as
a coreboot payload. It implements the standard BIOS calling interfaces
that a typical x86 proprietary BIOS implements."
seabios-bin,系统,核心,Seabios for x86,"SeaBIOS is an open-source legacy BIOS implementation which can be used as
a coreboot payload. It implements the standard BIOS calling interfaces
that a typical x86 proprietary BIOS implements."
selinux-policy,系统,核心,SELinux policy configuration,"SELinux Base package for SELinux Reference Policy - modular.
Based off of reference policy: Checked out revision  2.20091117"
selinux-policy-minimum,系统,核心,SELinux minimum base policy,SELinux Reference policy minimum base module.
selinux-policy-mls,系统,核心,SELinux mls base policy,SELinux Reference policy mls base module.
selinux-policy-sandbox,系统,其它,SELinux policy sandbox,SELinux sandbox policy used for the policycoreutils-sandbox package
selinux-policy-targeted,系统,核心,SELinux targeted base policy,SELinux Reference policy targeted base module.
sendmail-cf,应用,核心,The files needed to reconfigure Sendmail,"This package includes the configuration files you need to generate the
sendmail.cf file distributed with the sendmail package. You will need
the sendmail-cf package if you ever need to reconfigure and rebuild
your sendmail.cf file."
setools,系统,应用,Policy analysis tools for SELinux,"SETools is a collection of graphical tools, command-line tools, and
Python modules designed to facilitate SELinux policy analysis."
setroubleshoot-plugins,系统,应用,Analysis plugins for use with setroubleshoot,"This package provides a set of analysis plugins for use with
setroubleshoot. Each plugin has the capacity to analyze SELinux AVC
data and system data to provide user friendly reports describing how
to interpret SELinux AVC denials."
setserial,应用,系统,A utility for configuring serial ports,"Setserial is a basic system utility for displaying or setting serial
port information. Setserial can reveal and allow you to alter the I/O
port and IRQ that a particular serial device is using, and more."
sg3_utils-libs,系统,核心,Shared library for sg3_utils,This package contains the shared library for sg3_utils.
sgabios,系统,其它,Serial graphics BIOS option rom,"SGABIOS is designed to be inserted into a BIOS as an option rom to provide over
a serial port the display and input capabilities normally handled by a VGA
adapter and a keyboard, and additionally provide hooks for logging displayed
characters for later collection after an operating system boots."
sgabios-bin,系统,其它,Sgabios for x86,"SGABIOS is designed to be inserted into a BIOS as an option rom to provide over
a serial port the display and input capabilities normally handled by a VGA
adapter and a keyboard, and additionally provide hooks for logging displayed
characters for later collection after an operating system boots."
sgml-common,应用,其它,Common SGML catalog and DTD files,"The sgml-common package contains a collection of entities and DTDs
that are useful for processing SGML, but that don't need to be
included in multiple packages.  Sgml-common also includes an
up-to-date Open Catalog file."
xml-common,应用,其它,Common XML catalog and DTD files,"The xml-common is a subpackage of sgml-common which contains
a collection XML catalogs that are useful for processing XML,
but that don't need to be included in main package."
shadow-utils,应用,核心,Utilities for managing accounts and shadow password files,"The shadow-utils package includes the necessary programs for
converting UNIX password files to the shadow password format, plus
programs for managing user and group accounts. The pwconv command
converts passwords to the shadow password format. The pwunconv command
unconverts shadow passwords and generates a passwd file (a standard
UNIX password file). The pwck command checks the integrity of password
and shadow files. The lastlog command prints out the last login times
for all users. The useradd, userdel, and usermod commands are used for
managing user accounts. The groupadd, groupdel, and groupmod commands
are used for managing group accounts."
shadow-utils-subid,应用,核心,A library to manage subordinate uid and gid ranges,Utility library that provides a way to manage subid ranges.
shared-mime-info,应用,系统,Shared MIME information database,"This is the freedesktop.org shared MIME info database.

Many programs and desktops use the MIME system to represent the types of
files. Frequently, it is necessary to work out the correct MIME type for
a file. This is generally done by examining the file's name or contents,
and looking up the correct MIME type in a database."
sharutils,应用,系统,The GNU shar utilities for packaging and unpackaging shell archives,"The sharutils package contains the GNU shar utilities, a set of tools for
encoding and decoding packages of files (in binary or text format) in
a special plain text format called shell archives (shar).  This format can be
sent through e-mail (which can be problematic for regular binary files).  The
shar utility supports a wide range of capabilities (compressing, uuencoding,
splitting long files for multi-part mailings, providing check-sums), which
make it very flexible at creating shar files.  After the files have been sent,
the unshar tool scans mail messages looking for shar files.  Unshar
automatically strips off mail headers and introductory text and then unpacks
the shar files."
shim-ia32,其它,应用,First-stage UEFI bootloader,"Initial UEFI bootloader that handles chaining to a trusted full
bootloader under secure boot environments. This package contains the
version signed by the UEFI signing service."
shim-x64,其它,应用,First-stage UEFI bootloader,"Initial UEFI bootloader that handles chaining to a trusted full
bootloader under secure boot environments. This package contains the
version signed by the UEFI signing service."
shim-unsigned-x64,其它,应用,First-stage UEFI bootloader,"
Initial UEFI bootloader that handles chaining to a trusted full
bootloader under secure boot environments."
skkdic,应用,其它,Dictionaries for SKK (Simple Kana-Kanji conversion program),"This package includes the SKK dictionaries, including the large dictionary
SKK-JISYO.L and pubdic+ dictionary."
skopeo,应用,核心,Inspect container images and repositories on registries,"Command line utility to inspect images and repositories directly on Docker
registries without the need to pull them"
slapi-nis,应用,核心,NIS Server and Schema Compatibility plugins for Directory Server,"This package provides two plugins for Red Hat and 389 Directory Server.

The NIS Server plugin allows the directory server to act as a NIS server
for clients, dynamically generating and updating NIS maps according to
its configuration and the contents of the DIT, and serving the results to
clients using the NIS protocol as if it were an ordinary NIS server.

The Schema Compatibility plugin allows the directory server to provide an
alternate view of entries stored in part of the DIT, optionally adding,
dropping, or renaming attribute values, and optionally retrieving values
for attributes from multiple entries in the tree."
slirp4netns,系统,应用,slirp for network namespaces,"slirp for network namespaces, without copying buffers across the namespaces."
smartmontools,系统,核心,Tools for monitoring SMART capable hard disks,"The smartmontools package contains two utility programs (smartctl
and smartd) to control and monitor storage systems using the Self-
Monitoring, Analysis and Reporting Technology System (SMART) built
into most modern ATA and SCSI hard disks. In many cases, these
utilities will provide advanced warning of disk degradation and
failure."
socket_wrapper,系统,应用,A library passing all socket communications through Unix sockets,"socket_wrapper aims to help client/server software development teams willing to
gain full functional test coverage. It makes it possible to run several
instances of the full software stack on the same machine and perform locally
functional testing of complex network configurations.

To use it set the following environment variables:

LD_PRELOAD=libsocket_wrapper.so
SOCKET_WRAPPER_DIR=/path/to/swrap_dir

This package doesn't have a devel package because this project is for
development/testing."
softhsm,系统,应用,Software version of a PKCS#11 Hardware Security Module,"OpenDNSSEC is providing a software implementation of a generic
cryptographic device with a PKCS#11 interface, the SoftHSM. SoftHSM is
designed to meet the requirements of OpenDNSSEC, but can also work together
with other cryptographic products because of the PKCS#11 interface."
sos,系统,应用,A set of tools to gather troubleshooting information from a system,"Sos is a set of tools that gathers information about system
hardware and configuration. The information can then be used for
diagnostic purposes and debugging. Sos is commonly used to help
support technicians and developers."
sos-audit,系统,核心,Audit use of some commands for support purposes,"
Sos-audit provides configuration files for the Linux Auditing System
to track the use of some commands capable of changing the configuration
of the system. Currently storage and filesystem commands are audited."
sound-theme-freedesktop,应用,核心,freedesktop.org sound theme,"The default freedesktop.org sound theme following the XDG theming
specification.  (http://0pointer.de/public/sound-theme-spec.html)."
soxr,应用,系统,The SoX Resampler library,"The SoX Resampler library `libsoxr' performs one-dimensional sample-rate
conversion -- it may be used, for example, to resample PCM-encoded audio."
spamassassin,应用,系统,Spam filter for email which can be invoked from mail delivery agents,"SpamAssassin provides you with a way to reduce if not completely eliminate
Unsolicited Commercial Email (SPAM) from your incoming email.  It can
be invoked by a MDA such as sendmail or postfix, or can be called from
a procmail script, .forward file, etc.  It uses a genetic-algorithm
evolved scoring system to identify messages which look spammy, then
adds headers to the message so they can be filtered by the user's mail
reading software.  This distribution includes the spamd/spamc components
which create a server that considerably speeds processing of mail.

To enable spamassassin, if you are receiving mail locally, simply add
this line to your ~/.procmailrc:
INCLUDERC=/etc/mail/spamassassin/spamassassin-default.rc

To filter spam for all users, add that line to /etc/procmailrc
(creating if necessary)."
python3-speechd,应用,系统,Python 3 Client API for speech-dispatcher,Python 3 module for speech-dispatcher
speech-dispatcher,应用,系统,To provide a high-level device independent layer for speech synthesis,"* Common interface to different TTS engines
* Handling concurrent synthesis requests _ requests may come
  asynchronously from multiple sources within an application
  and/or from more different applications.
* Subsequent serialization, resolution of conflicts and
  priorities of incoming requests
* Context switching _ state is maintained for each client
  connection independently, event for connections from
  within one application.
* High-level client interfaces for popular programming languages
* Common sound output handling _ audio playback is handled by
  Speech Dispatcher rather than the TTS engine, since most engines
  have limited sound output capabilities."
spice-protocol,应用,核心,Spice protocol header files,"Header files describing the spice protocol
and the para-virtual graphics card QXL."
spirv-tools,应用,系统,API and commands for processing SPIR-V modules,"The package includes an assembler, binary module parser,
disassembler, and validator for SPIR-V.."
lemon,系统,应用,A parser generator,"Lemon is an LALR(1) parser generator for C or C++. It does the same
job as bison and yacc. But lemon is not another bison or yacc
clone. It uses a different grammar syntax which is designed to reduce
the number of coding errors. Lemon also uses a more sophisticated
parsing engine that is faster than yacc and bison and which is both
reentrant and thread-safe. Furthermore, Lemon implements features
that can be used to eliminate resource leaks, making is suitable for
use in long-running programs such as graphical user interfaces or
embedded controllers."
squashfs-tools,系统,核心,Utility for the creation of squashfs filesystems,"Squashfs is a highly compressed read-only filesystem for Linux.  This package
contains the utilities for manipulating squashfs filesystems."
squid,应用,核心,The Squid proxy caching server,"Squid is a high-performance proxy caching server for Web clients,
supporting FTP, gopher, and HTTP data objects. Unlike traditional
caching software, Squid handles all requests in a single,
non-blocking, I/O-driven process. Squid keeps meta data and especially
hot objects cached in RAM, caches DNS lookups, supports non-blocking
DNS lookups, and implements negative caching of failed requests.

Squid consists of a main server program squid, a Domain Name System
lookup program (dnsserver), a program for retrieving FTP data
(ftpget), and some management and client tools."
srt,应用,系统,Secure Reliable Transport protocol tools,"Secure Reliable Transport (SRT) is an open source transport technology that
optimizes streaming performance across unpredictable networks, such as
the Internet."
srt-libs,应用,系统,Secure Reliable Transport protocol libraries,Secure Reliable Transport protocol libraries
sscg,系统,应用,Simple SSL certificate generator,"A utility to aid in the creation of more secure ""self-signed""
certificates. The certificates created by this tool are generated in a
way so as to create a CA certificate that can be safely imported into a
client machine to trust the service certificate without needing to set
up a full PKI environment and without exposing the machine to a risk of
false signatures from the service certificate."
sshpass,系统,应用,Non-interactive SSH authentication utility,"Tool for non-interactively performing password authentication with so called
""interactive keyboard password authentication"" of SSH. Most users should use
more secure public key authentication of SSH instead."
libsss_certmap,系统,应用,SSSD Certificate Mapping Library,Library to map certificates to users based on rules
libsss_idmap,系统,应用,FreeIPA Idmap library,Utility library to convert SIDs to Unix uids and gids
libsss_nss_idmap,系统,应用,Library for SID and certificate based lookups,Utility library for SID and certificate based lookups
libsss_simpleifp,系统,应用,The SSSD D-Bus responder helper library,Provides library that simplifies D-Bus API for the SSSD InfoPipe responder.
sssd-ad,系统,应用,The AD back end of the SSSD,"Provides the Active Directory back end that the SSSD can utilize to fetch
identity data from and authenticate against an Active Directory server."
sssd-dbus,系统,应用,The D-Bus responder of the SSSD,"Provides the D-Bus responder of the SSSD, called the InfoPipe, that allows
the information from the SSSD to be transmitted over the system bus."
sssd-ipa,系统,应用,The IPA back end of the SSSD,"Provides the IPA back end that the SSSD can utilize to fetch identity data
from and authenticate against an IPA server."
sssd-krb5,系统,应用,The Kerberos authentication back end for the SSSD,"Provides the Kerberos back end that the SSSD can utilize authenticate
against a Kerberos server."
sssd-ldap,系统,应用,The LDAP back end of the SSSD,"Provides the LDAP back end that the SSSD can utilize to fetch identity data
from and authenticate against an LDAP server."
sssd-nfs-idmap,系统,应用,SSSD plug-in for NFSv4 rpc.idmapd,"The libnfsidmap sssd module provides a way for rpc.idmapd to call SSSD to map
UIDs/GIDs to names and vice versa. It can be also used for mapping principal
(user) name to IDs(UID or GID) or to obtain groups which user are member of."
sssd-polkit-rules,系统,应用,Rules for polkit integration for SSSD,"Provides rules for polkit integration with SSSD. This is required
for smartcard support."
sssd-proxy,系统,核心,The proxy back end of the SSSD,"Provides the proxy back end which can be used to wrap an existing NSS and/or
PAM modules to leverage SSSD caching."
sssd-tools,系统,应用,Userspace tools for use with the SSSD,"Provides several administrative tools:
    * sss_debuglevel to change the debug level on the fly
    * sss_seed which pre-creates a user entry for use in kickstarts
    * sss_obfuscate for generating an obfuscated LDAP password
    * sssctl -- an sssd status and control utility"
sssd-winbind-idmap,系统,应用,SSSD's idmap_sss Backend for Winbind,"The idmap_sss module provides a way for Winbind to call SSSD to map UIDs/GIDs
and SIDs."
star,应用,核心,An archiving tool with ACL support,"Star saves many files together into a single tape or disk archive,
and can restore individual files from the archive. Star supports ACL."
startdde,应用,系统,Starter of deepin desktop environment,Starter of deepin desktop environment.
stunnel,应用,系统,A TLS-encrypting socket wrapper,"Stunnel is a socket wrapper which can provide TLS/SSL
(Transport Layer Security/Secure Sockets Layer) support
to ordinary applications. For example, it can be used in
conjunction with imapd to create a TLS secure IMAP server."
subscription-manager-migration-data,系统,应用,RHN Classic to RHSM migration data,"This package provides certificates for migrating a system from
RHN Classic to RHSM."
subversion,应用,系统,A Modern Concurrent Version Control System,"Subversion is a concurrent version control system which enables one
or more users to collaborate in developing and maintaining a
hierarchy of files and directories while keeping a history of all
changes.  Subversion only stores the differences between versions,
instead of every complete file.  Subversion is intended to be a
compelling replacement for CVS."
subversion-perl,应用,系统,Perl bindings to the Subversion libraries,This package includes the Perl bindings to the Subversion libraries.
subversion-tools,应用,系统,Supplementary tools for Subversion,This package includes supplementary tools for use with Subversion.
python3-subversion,应用,系统,Python bindings for Subversion Version Control system,"The python3-subversion package includes the Python 3.x bindings to the
Subversion libraries."
sudo,系统,核心,Allows restricted root access for specified users,"Sudo (superuser do) allows a system administrator to give certain
users (or groups of users) the ability to run some (or all) commands
as root while logging all commands and arguments. Sudo operates on a
per-command basis.  It is not a replacement for the shell.  Features
include: the ability to restrict what commands a user may run on a
per-host basis, copious logging of each command (providing a clear
audit trail of who did what), a configurable timeout of the sudo
command, and the ability to use the same configuration file (sudoers)
on many different machines."
SuperLU,应用,系统,Subroutines to solve sparse linear systems,"SuperLU contains a set of subroutines to solve a sparse linear system
A*X=B. It uses Gaussian elimination with partial pivoting (GEPP).
The columns of A may be preordered before factorization; the
preordering for sparsity is completely separate from the factorization."
supermin,应用,系统,Tool for creating supermin appliances,"Supermin is a tool for building supermin appliances.  These are tiny
appliances (similar to virtual machines), usually around 100KB in
size, which get fully instantiated on-the-fly in a fraction of a
second when you need to boot one of them."
switcheroo-control,应用,系统,D-Bus service to check the availability of dual-GPU,D-Bus service to check the availability of dual-GPU.
swtpm-tools,系统,应用,Tools for the TPM emulator,Tools for the TPM emulator from the swtpm package
swtpm-tools-pkcs11,系统,核心,Tools for creating a local CA based on a TPM pkcs11 device,Tools for creating a local CA based on a pkcs11 device
system-config-printer-libs,系统,应用,Libraries and shared code for printer administration tool,"The common code used by both the graphical and non-graphical parts of
the configuration tool."
system-config-printer-udev,系统,应用,Rules for udev for automatic configuration of USB printers,"The udev rules and helper programs for automatically configuring USB
printers."
systemd,其它,系统,System and Service Manager,"systemd is a system and service manager that runs as PID 1 and starts
the rest of the system. It provides aggressive parallelization
capabilities, uses socket and D-Bus activation for starting services,
offers on-demand starting of daemons, keeps track of processes using
Linux control groups, maintains mount and automount points, and
implements an elaborate transactional dependency-based service control
logic. systemd supports SysV and LSB init scripts and works as a
replacement for sysvinit. Other parts of this package are a logging daemon,
utilities to control basic system configuration like the hostname,
date, locale, maintain a list of logged-in users, system accounts,
runtime directories and settings, and daemons to manage simple network
configuration, network time synchronization, log forwarding, and name
resolution."
systemd-container,核心,应用,Tools for containers and VMs,"Systemd tools to spawn and manage containers and virtual machines.

This package contains systemd-nspawn, machinectl, systemd-machined,
and systemd-importd."
systemd-journal-remote,核心,系统,Tools to send journal events over the network,"Programs to forward journal entries over the network, using encrypted HTTP,
and to write journal files from serialized journal contents.

This package contains systemd-journal-gatewayd,
systemd-journal-remote, and systemd-journal-upload."
systemd-pam,其它,核心,systemd PAM module,Systemd PAM module registers the session with systemd-logind.
systemd-udev,其它,系统,Rule-based device node and kernel event manager,"This package contains systemd-udev and the rules and hardware database
needed to manage device nodes. This package is necessary on physical
machines and in virtual machines, but not in containers."
system-lsb-submod-multimedia,核心,系统,LSB Multimedia submodule support,"The Linux Standard Base (LSB) Multimedia submodule specifications define
components that are required to be present on an LSB conforming system."
system-storage-manager,系统,核心,A single tool to manage your storage,"System Storage Manager provides an easy to use command line interface to manage
your storage using various technologies like lvm, btrfs, encrypted volumes and
more.

In more sophisticated enterprise storage environments, management with Device
Mapper (dm), Logical Volume Manager (LVM), or Multiple Devices (md) is becoming
increasingly more difficult.  With file systems added to the mix, the number of
tools needed to configure and manage storage has grown so large that it is
simply not user friendly.  With so many options for a system administrator to
consider, the opportunity for errors and problems is large.

The btrfs administration tools have shown us that storage management can be
simplified, and we are working to bring that ease of use to Linux file systems
in general.

You should install the ssm if you need to manage your storage with various
technologies via a single unified interface."
systemtap-client,系统,核心,Programmable system-wide instrumentation system - client,"This package contains/requires the components needed to develop
systemtap scripts, and compile them using a local systemtap-devel
or a remote systemtap-server installation, then run them using a
local or remote systemtap-runtime.  It includes script samples and
documentation, and a copy of the tapset library for reference."
systemtap-runtime,系统,应用,Programmable system-wide instrumentation system - runtime,"SystemTap runtime contains the components needed to execute
a systemtap script that was already compiled into a module
using a local or remote systemtap-devel installation."
systemtap-runtime-java,系统,核心,Systemtap Java Runtime Support,"This package includes support files needed to run systemtap scripts
that probe Java processes running on the OpenJDK runtimes using Byteman."
systemtap-runtime-virtguest,系统,核心,Systemtap Cross-VM Instrumentation - guest,"This package installs the services necessary on a virtual machine for a
systemtap-runtime-virthost machine to execute systemtap scripts."
systemtap-server,系统,核心,Instrumentation System Server,"This is the remote script compilation server component of systemtap.
It announces itself to nearby clients with avahi (if available), and
compiles systemtap scripts to kernel objects on their demand."
tar,应用,核心,A GNU file archiving program,"The GNU tar program saves many files together in one archive and can
restore individual files (or all of the files) from that archive. Tar
can also be used to add supplemental files to an archive and to update
or list files in the archive. Tar includes multivolume support,
automatic archive compression/decompression, the ability to perform
remote archives, and the ability to perform incremental and full
backups.

If you want to use tar for remote backups, you also need to install
the rmt package on the remote box."
tbb,系统,应用,The Threading Building Blocks library abstracts low-level threading details,"Threading Building Blocks (TBB) is a C++ runtime library that
abstracts the low-level threading details necessary for optimal
multi-core performance.  It uses common C++ templates and coding style
to eliminate tedious threading implementation work.

TBB requires fewer lines of code to achieve parallelism than other
threading models.  The applications you write are portable across
platforms.  Since the library is also inherently scalable, no code
maintenance is required as more processor cores become available."
tcl,系统,应用,"Tool Command Language, pronounced tickle","The Tcl (Tool Command Language) provides a powerful platform for
creating integration applications that tie together diverse
applications, protocols, devices, and frameworks. When paired with the
Tk toolkit, Tcl provides a fastest and powerful way to create
cross-platform GUI applications.  Tcl can also be used for a variety
of web-related tasks and for creating powerful command languages for
applications."
tcsh,应用,核心,"An enhanced version of csh, the C shell","Tcsh is an enhanced but completely compatible version of csh, the C shell. Tcsh
is a command language interpreter which can be used both as an interactive login
shell and as a shell script command processor. Tcsh includes a command line
editor, programmable word completion, spelling correction, a history mechanism,
job control and a C language like syntax."
texi2html,应用,系统,A highly customizable texinfo to HTML and other formats translator,"The basic purpose of texi2html is to convert Texinfo documents into HTML,
and other formats.  Configuration files written in perl provide fine degree
of control over the final output, allowing most every aspect of the final
output not specified in the Texinfo input file to be specified."
texinfo-tex,系统,核心,Tools for formatting Texinfo documentation files using TeX,"Texinfo is a documentation system that can produce both online
information and printed output from a single source file. The GNU
Project uses the Texinfo file format for most of its documentation.

The texinfo-tex package provides tools to format Texinfo documents
for printing using TeX."
texlive-bidi,应用,核心,Support for bidirectional typesetting in plain TeX and LaTeX,"A convenient interface for typesetting bidirectional texts with
plain TeX and LaTeX. The package includes adaptations for use
with many other commonly-used packages."
texlive-collection-fontsrecommended,应用,其它,Recommended fonts,"Recommended fonts, including the base 35 PostScript fonts,
Latin Modern, TeX Gyre, and T1 and other encoding support for
Computer Modern, in outline form."
texlive-dvipng,应用,系统,A fast DVI to PNG/GIF converter,"This program makes PNG and/or GIF graphics from DVI files as
obtained from TeX and its relatives. Its benefits include: -
Speed. It offers very fast rendering of DVI as bitmap files,
which makes it suitable for generating large amounts of images
on-the-fly, as needed in preview-latex, WeBWorK and others; -
It does not read the postamble, so it can be started before TeX
finishes. There is a --follow switch that makes dvipng wait at
end-of-file for further output, unless it finds the POST marker
that indicates the end of the DVI; - Interactive query of
options. dvipng can read options interactively through stdin,
and all options are usable. It is even possible to change the
input file through this interface. - Support for PK, VF,
PostScript Type1, and TrueType fonts, colour specials, and
inclusion of PostScript, PNG, JPEG or GIF images."
texlive-dvips,应用,系统,A DVI to PostScript driver,"This package has been withdrawn from CTAN, and bundled into the
distributions' package sets. The current sources of dvips may
be found in the distribution of dvipsk which forms part of the
TeX-live sources."
texlive-epstopdf,应用,系统,Convert EPS to 'encapsulated' PDF using Ghostscript,"Epstopdf is a Perl script that converts an EPS file to an
'encapsulated' PDF file (a single page file whose media box is
the same as the original EPS's bounding box). The resulting
file suitable for inclusion by PDFTeX as an image. The script
is adapted to run both on Windows and on Unix-alike systems.
The script makes use of Ghostscript for the actual conversion
to PDF. It assumes Ghostscript version 6.51 or later, and (by
default) suppresses its automatic rotation of pages where most
of the text is not horizontal. LaTeX users may make use of the
epstopdf package, which will run the epstopdf script ""on the
fly"", thus giving the illusion that PDFLaTeX is accepting EPS
graphic files."
texlive-fontspec,应用,核心,Advanced font selection in XeLaTeX and LuaLaTeX,"Fontspec is a package for XeLaTeX and LuaLaTeX. It provides an
automatic and unified interface to feature-rich AAT and
OpenType fonts through the NFSS in LaTeX running on XeTeX or
LuaTeX engines. The package requires the l3kernel and xparse
bundles from the LaTeX 3 development team."
texlive-kpathsea,应用,系统,Path searching library for TeX-related files,"Kpathsea is a library and utility programs which provide path
searching facilities for TeX file types, including the self-
locating feature required for movable installations, layered on
top of a general search mechanism. It is not distributed
separately, but rather is released and maintained as part of
the TeX live sources."
texlive-lib,应用,系统,Shared libraries for TeX-related files,TeX specific shared libraries.
texlive-makeindex,应用,系统,Process index output to produce typesettable code,"A general purpose hierarchical index generator; it accepts one
or more input files (often produced by a text formatter such as
TeX or troff), sorts the entries, and produces an output file
which can be formatted. The formats of the input and output
files are specified in a style file; by default, input is
assumed to be an .idx file, as generated by LaTeX."
texlive-mptopdf,应用,系统,"mpost to PDF, native MetaPost graphics inclusion","The mptopdf script does standalone conversion from mpost to
PDF, using the supp-* and syst-* files.  They also allow native
MetaPost graphics inclusion in LaTeX (via pdftex.def) and
ConTeXt.  They can be used independently of the rest of
ConTeXt, yet are maintained as part of it.  So in TeX Live we
pull them out to this separate package for the benefit of LaTeX
users who do not install the rest of ConTeXt.  This can be
found on CTAN in macros/pdftex/graphics."
