name,label,text,y,summary,description,y_predict
pcp-pmda-dbping,服务, Performance Co-Pilot (PCP) metrics for Database response times and Availablility  This package contains the PCP Performance Metrics Domain Agent (PMDA) for  collecting metrics about the Database response times and Availablility.,2, Performance Co-Pilot (PCP) metrics for Database response times and Availablility," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Database response times and Availablility.",2
gnome-photos,服务," Access, organize and share your photos on GNOME  A simple application to access, organize and share your photos on  GNOME. It is meant to be a simple and elegant replacement for using a  file manager to deal with photos. Seamless cloud integration is offered  through GNOME Online Accounts.",2," Access, organize and share your photos on GNOME"," A simple application to access, organize and share your photos on
GNOME. It is meant to be a simple and elegant replacement for using a
file manager to deal with photos. Seamless cloud integration is offered
through GNOME Online Accounts.",1
java-11-openjdk-static-libs-fastdebug,库, OpenJDK 11 libraries for static linking optimised with full debugging on  The OpenJDK 11 libraries for static linking.  This package is optimised with full debugging. Install only as needed and remove ASAP.,0, OpenJDK 11 libraries for static linking optimised with full debugging on," The OpenJDK 11 libraries for static linking.
This package is optimised with full debugging. Install only as needed and remove ASAP.",0
libreoffice-x11,库, LibreOffice generic X11 support plug-in  A plug-in for LibreOffice that enables generic X11 support.,0, LibreOffice generic X11 support plug-in, A plug-in for LibreOffice that enables generic X11 support.,0
libreoffice-langpack-ga,库, Irish language pack for LibreOffice  Provides additional Irish translations and resources for LibreOffice.,0, Irish language pack for LibreOffice, Provides additional Irish translations and resources for LibreOffice.,0
hyphen-sr,工具, Serbian hyphenation rules  Serbian hyphenation rules.,1, Serbian hyphenation rules, Serbian hyphenation rules.,0
texlive-fix2col,工具, Fix miscellaneous two column mode features  Fix mark handling so that \firstmark is taken from the first  column if that column has any marks at all; keep two column  floats like figure* in sequence with single column floats like  figure.,1, Fix miscellaneous two column mode features," Fix mark handling so that \firstmark is taken from the first
column if that column has any marks at all; keep two column
floats like figure* in sequence with single column floats like
figure.",1
gdb,工具, A stub package for GNU source-level debugger  'gdb' package is only a stub to install gcc-gdb-plugin for 'compile' commands.  See package 'gdb-headless'.,1, A stub package for GNU source-level debugger," 'gdb' package is only a stub to install gcc-gdb-plugin for 'compile' commands.
See package 'gdb-headless'.",1
vim-enhanced,工具," A version of the VIM editor which includes recent enhancements  VIM (VIsual editor iMproved) is an updated and improved version of the  vi editor.  Vi was the first real screen-based editor for UNIX, and is  still very popular.  VIM improves on vi by adding new features:  multiple windows, multi-level undo, block highlighting and more.  The  vim-enhanced package contains a version of VIM with extra, recently  introduced features like Python and Perl interpreters.    Install the vim-enhanced package if you'd like to use a version of the  VIM editor which includes recently added enhancements like  interpreters for the Python and Perl scripting languages.  You'll also  need to install the vim-common package.",1, A version of the VIM editor which includes recent enhancements," VIM (VIsual editor iMproved) is an updated and improved version of the
vi editor.  Vi was the first real screen-based editor for UNIX, and is
still very popular.  VIM improves on vi by adding new features:
multiple windows, multi-level undo, block highlighting and more.  The
vim-enhanced package contains a version of VIM with extra, recently
introduced features like Python and Perl interpreters.

Install the vim-enhanced package if you'd like to use a version of the
VIM editor which includes recently added enhancements like
interpreters for the Python and Perl scripting languages.  You'll also
need to install the vim-common package.",1
perl-Class-Struct,库," Declare struct-like data types as Perl classes  Class::Struct module exports a single function struct(). Given a list of  element names and types, and optionally a class name, struct() creates a  Perl 5 class that implements a struct-like data structure.",0, Declare struct-like data types as Perl classes," Class::Struct module exports a single function struct(). Given a list of
element names and types, and optionally a class name, struct() creates a
Perl 5 class that implements a struct-like data structure.",0
dejavu-lgc-sans-fonts,其它," Variable-width sans-serif font faces, Latin-Greek-Cyrillic subset    The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its  purpose is to provide a wider range of characters, while maintaining the  original style, using an open collaborative development process.    This package consists of the DejaVu sans-serif variable-width font faces, with  unicode coverage restricted to Latin, Greek and Cyrillic.",3," Variable-width sans-serif font faces, Latin-Greek-Cyrillic subset"," 
The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its
purpose is to provide a wider range of characters, while maintaining the
original style, using an open collaborative development process.

This package consists of the DejaVu sans-serif variable-width font faces, with
unicode coverage restricted to Latin, Greek and Cyrillic.",3
pugixml,库, A light-weight C++ XML processing library  pugixml is a light-weight C++ XML processing library.  It features:  - DOM-like interface with rich traversal/modification capabilities  - Extremely fast non-validating XML parser which constructs the DOM tree from    an XML file/buffer  - XPath 1.0 implementation for complex data-driven tree queries  - Full Unicode support with Unicode interface variants and automatic encoding    conversions,0, A light-weight C++ XML processing library," pugixml is a light-weight C++ XML processing library.
It features:
- DOM-like interface with rich traversal/modification capabilities
- Extremely fast non-validating XML parser which constructs the DOM tree from
  an XML file/buffer
- XPath 1.0 implementation for complex data-driven tree queries
- Full Unicode support with Unicode interface variants and automatic encoding
  conversions",0
Dragonfly-supernode,服务," Dragonfly Cluster Manager(Supernode)  Dragonfly Cluster Manager(Supernode) is the P2P server, which is mainly  responsible for scheduling P2P task and making CDN cache.",2, Dragonfly Cluster Manager(Supernode)," Dragonfly Cluster Manager(Supernode) is the P2P server, which is mainly
responsible for scheduling P2P task and making CDN cache.",2
texlive-etoolbox,工具," Tool-box for LaTeX programmers using e-TeX  The etoolbox package is a toolbox of programming facilities  geared primarily towards LaTeX class and package authors. It  provides LaTeX frontends to some of the new primitives provided  by e-TeX as well as some generic tools which are not strictly  related to e-TeX but match the profile of this package. Note  that the initial versions of this package were released under  the name elatex. The package provides functions that seem to  offer alternative ways of implementing some LaTeX kernel  commands; nevertheless, the package will not modify any part of  the LaTeX kernel.",1, Tool-box for LaTeX programmers using e-TeX," The etoolbox package is a toolbox of programming facilities
geared primarily towards LaTeX class and package authors. It
provides LaTeX frontends to some of the new primitives provided
by e-TeX as well as some generic tools which are not strictly
related to e-TeX but match the profile of this package. Note
that the initial versions of this package were released under
the name elatex. The package provides functions that seem to
offer alternative ways of implementing some LaTeX kernel
commands; nevertheless, the package will not modify any part of
the LaTeX kernel.",1
perl-Readonly,库," Facility for creating read-only scalars, arrays, hashes  Readonly provides a facility for creating non-modifiable scalars,  arrays, and hashes. Any attempt to modify a Readonly variable throws  an exception.    Readonly:  * Creates scalars, arrays (not lists), and hashes  * Creates variables that look and work like native perl variables  * Creates global or lexical variables  * Works at run-time or compile-time  * Works with deep or shallow data structures  * Prevents reassignment of Readonly variables",0," Facility for creating read-only scalars, arrays, hashes"," Readonly provides a facility for creating non-modifiable scalars,
arrays, and hashes. Any attempt to modify a Readonly variable throws
an exception.

Readonly:
* Creates scalars, arrays (not lists), and hashes
* Creates variables that look and work like native perl variables
* Creates global or lexical variables
* Works at run-time or compile-time
* Works with deep or shallow data structures
* Prevents reassignment of Readonly variables",0
autocorr-vi,库, Vietnamese auto-correction rules  Rules for auto-correcting common Vietnamese typing errors.,0, Vietnamese auto-correction rules, Rules for auto-correcting common Vietnamese typing errors.,0
lklug-fonts,其它, Fonts for Sinhala language  The lklug-fonts package contains fonts for the display of  Sinhala. The original font for TeX/LaTeX is developed by Yannis  Haralambous and are in GPL. OTF tables are added by Anuradha  Ratnaweera and Harshani Devadithya.,3, Fonts for Sinhala language," The lklug-fonts package contains fonts for the display of
Sinhala. The original font for TeX/LaTeX is developed by Yannis
Haralambous and are in GPL. OTF tables are added by Anuradha
Ratnaweera and Harshani Devadithya.",3
systemd-udev,服务,"Rule-based device node and kernel event manager  This package contains systemd-udev and the rules and hardware database  needed to manage device nodes. This package is necessary on physical  machines and in virtual machines, but not in containers. ",2,Rule-based device node and kernel event manager ,"This package contains systemd-udev and the rules and hardware database
needed to manage device nodes. This package is necessary on physical
machines and in virtual machines, but not in containers. ",1
hunspell-eu,工具, Basque hunspell dictionaries  Basque hunspell dictionaries.,1, Basque hunspell dictionaries, Basque hunspell dictionaries.,1
freeipmi-ipmiseld,服务,IPMI SEL syslog logging daemon  IPMI SEL syslog logging daemon. ,2,IPMI SEL syslog logging daemon ,IPMI SEL syslog logging daemon. ,2
apr,库," Apache Portable Runtime library  The mission of the Apache Portable Runtime (APR) is to provide a  free library of C data structures and routines, forming a system  portability layer to as many operating systems as possible,  including Unices, MS Win32, BeOS and OS/2.",0, Apache Portable Runtime library," The mission of the Apache Portable Runtime (APR) is to provide a
free library of C data structures and routines, forming a system
portability layer to as many operating systems as possible,
including Unices, MS Win32, BeOS and OS/2.",0
grub2-efi-ia32,工具,"GRUB for EFI systems.    The GRand Unified Bootloader (GRUB) is a highly configurable and  customizable bootloader with modular architecture.  It supports a rich  variety of kernel formats, file systems, computer architectures and  hardware devices.    This subpackage provides support for efi-ia32 systems. ",1,GRUB for EFI systems. ,"
The GRand Unified Bootloader (GRUB) is a highly configurable and
customizable bootloader with modular architecture.  It supports a rich
variety of kernel formats, file systems, computer architectures and
hardware devices.

This subpackage provides support for efi-ia32 systems. ",1
unixODBC,库," A complete ODBC driver manager for Linux  Install unixODBC if you want to access databases through ODBC.  You will also need the mariadb-connector-odbc package if you want to access  a MySQL or MariaDB database, and/or the postgresql-odbc package for PostgreSQL.",0, A complete ODBC driver manager for Linux," Install unixODBC if you want to access databases through ODBC.
You will also need the mariadb-connector-odbc package if you want to access
a MySQL or MariaDB database, and/or the postgresql-odbc package for PostgreSQL.",2
fdo-manufacturing-server,服务, FDO Manufacturing Server implementation  FDO Manufacturing Server implementation,2, FDO Manufacturing Server implementation, FDO Manufacturing Server implementation,2
gnu-efi,库, Development Libraries and headers for EFI  This package contains development headers and libraries for developing  applications that run under EFI (Extensible Firmware Interface).,0, Development Libraries and headers for EFI," This package contains development headers and libraries for developing
applications that run under EFI (Extensible Firmware Interface).",0
xmvn-resolve,库," XMvn Resolver  This package provides XMvn Resolver, which is a very simple  commald-line tool to resolve Maven artifacts from system repositories.  Basically it's just an interface to artifact resolution mechanism  implemented by XMvn Core.  The primary intended use case of XMvn  Resolver is debugging local artifact repositories.",0, XMvn Resolver," This package provides XMvn Resolver, which is a very simple
commald-line tool to resolve Maven artifacts from system repositories.
Basically it's just an interface to artifact resolution mechanism
implemented by XMvn Core.  The primary intended use case of XMvn
Resolver is debugging local artifact repositories.",0
mythes-pl,库, Polish thesaurus  Polish thesaurus.,0, Polish thesaurus, Polish thesaurus.,0
cups-filters,库," OpenPrinting CUPS filters and backends  Contains backends, filters, and other software that was  once part of the core CUPS distribution but is no longer maintained by  Apple Inc. In addition it contains additional filters developed  independently of Apple, especially filters for the PDF-centric printing  workflow introduced by OpenPrinting.",0, OpenPrinting CUPS filters and backends," Contains backends, filters, and other software that was
once part of the core CUPS distribution but is no longer maintained by
Apple Inc. In addition it contains additional filters developed
independently of Apple, especially filters for the PDF-centric printing
workflow introduced by OpenPrinting.",1
setroubleshoot,工具, Helps troubleshoot SELinux problems  setroubleshoot GUI. Application that allows you to view setroubleshoot-server  messages.  Provides tools to help diagnose SELinux problems. When AVC messages  are generated an alert can be generated that will give information  about the problem and help track its resolution. Alerts can be configured  to user preference. The same tools can be run on existing log files.,1, Helps troubleshoot SELinux problems," setroubleshoot GUI. Application that allows you to view setroubleshoot-server
messages.
Provides tools to help diagnose SELinux problems. When AVC messages
are generated an alert can be generated that will give information
about the problem and help track its resolution. Alerts can be configured
to user preference. The same tools can be run on existing log files.",1
texlive-texlive.infra,工具," basic TeX Live infrastructure  This package contains the files needed to get the TeX Live  tools (notably tlmgr) running: perl modules, xz binaries, plus  (sometimes) tar and wget.  These files end up in the standalone  install packages, and in the tlcritical repository.",1, basic TeX Live infrastructure," This package contains the files needed to get the TeX Live
tools (notably tlmgr) running: perl modules, xz binaries, plus
(sometimes) tar and wget.  These files end up in the standalone
install packages, and in the tlcritical repository.",1
opa-fastfabric,工具,Management level tools and scripts  Contains tools for managing fabric on a management node. ,1,Management level tools and scripts ,Contains tools for managing fabric on a management node. ,1
lapack,库," Numerical linear algebra package libraries  LAPACK (Linear Algebra PACKage) is a standard library for numerical  linear algebra. LAPACK provides routines for solving systems of  simultaneous linear equations, least-squares solutions of linear  systems of equations, eigenvalue problems, and singular value  problems. Associated matrix factorizations (LU, Cholesky, QR, SVD,  Schur, and generalized Schur) and related computations (i.e.,  reordering of Schur factorizations and estimating condition numbers)  are also included. LAPACK can handle dense and banded matrices, but  not general sparse matrices. Similar functionality is provided for  real and complex matrices in both single and double precision. LAPACK  is coded in Fortran90 and built with gcc.",0, Numerical linear algebra package libraries," LAPACK (Linear Algebra PACKage) is a standard library for numerical
linear algebra. LAPACK provides routines for solving systems of
simultaneous linear equations, least-squares solutions of linear
systems of equations, eigenvalue problems, and singular value
problems. Associated matrix factorizations (LU, Cholesky, QR, SVD,
Schur, and generalized Schur) and related computations (i.e.,
reordering of Schur factorizations and estimating condition numbers)
are also included. LAPACK can handle dense and banded matrices, but
not general sparse matrices. Similar functionality is provided for
real and complex matrices in both single and double precision. LAPACK
is coded in Fortran90 and built with gcc.",0
texlive-xstring,工具," String manipulation for (La)TeX  The package provides macros for manipulating strings -- testing  a string's contents, extracting substrings, substitution of  substrings and providing numbers such as string length,  position of, or number of recurrences of, a substring. The  package works equally in Plain TeX and LaTeX (though e-TeX is  always required). The strings to be processed may contain  (expandable) macros.",1, String manipulation for (La)TeX," The package provides macros for manipulating strings -- testing
a string's contents, extracting substrings, substitution of
substrings and providing numbers such as string length,
position of, or number of recurrences of, a substring. The
package works equally in Plain TeX and LaTeX (though e-TeX is
always required). The strings to be processed may contain
(expandable) macros.",1
clang-libs,库, Runtime library for clang  Runtime library for clang.,0, Runtime library for clang, Runtime library for clang.,0
perl-parent,库," Establish an ISA relationship with base classes at compile time  Allows you to both load one or more modules, while setting up inheritance  from those modules at the same time. Mostly similar in effect to:     package Baz;     BEGIN {    require Foo;    require Bar;      push @ISA, qw(Foo Bar);   }",0, Establish an ISA relationship with base classes at compile time," Allows you to both load one or more modules, while setting up inheritance
from those modules at the same time. Mostly similar in effect to:

	package Baz;

	BEGIN {
		require Foo;
		require Bar;

		push @ISA, qw(Foo Bar);
	}",0
langpacks-ko,其它, Korean langpacks meta-package  This package provides Korean langpacks meta-package.,3, Korean langpacks meta-package, This package provides Korean langpacks meta-package.,3
jose,工具," Tools for JSON Object Signing and Encryption (JOSE)  Jos茅 is a command line utility for performing various tasks on JSON  Object Signing and Encryption (JOSE) objects. Jos茅 provides a full  crypto stack including key generation, signing and encryption.",1, Tools for JSON Object Signing and Encryption (JOSE)," Jos茅 is a command line utility for performing various tasks on JSON
Object Signing and Encryption (JOSE) objects. Jos茅 provides a full
crypto stack including key generation, signing and encryption.",1
splix,服务," Driver for QPDL/SPL2 printers (Samsung and several Xerox printers)  This driver is usable by all printer devices which understand the QPDL  (Quick Page Description Language) also known as SPL2 (Samsung Printer Language)  language. It covers several Samsung, Xerox and Dell printers.  Splix doesn't support old SPL(1) printers.",2, Driver for QPDL/SPL2 printers (Samsung and several Xerox printers)," This driver is usable by all printer devices which understand the QPDL
(Quick Page Description Language) also known as SPL2 (Samsung Printer Language)
language. It covers several Samsung, Xerox and Dell printers.
Splix doesn't support old SPL(1) printers.",0
libatomic-static,库,The GNU Atomic static library  This package contains GNU Atomic static libraries. ,0,The GNU Atomic static library ,This package contains GNU Atomic static libraries. ,0
libubsan,库,The Undefined Behavior Sanitizer runtime library  This package contains the Undefined Behavior Sanitizer library  which is used for -fsanitize=undefined instrumented programs. ,0,The Undefined Behavior Sanitizer runtime library ,"This package contains the Undefined Behavior Sanitizer library
which is used for -fsanitize=undefined instrumented programs. ",0
xmvn-connector-aether,库," XMvn Connector for Maven Resolver  This package provides XMvn Connector for Maven Resolver, which  provides integration of Maven Resolver with XMvn.  It provides an  adapter which allows XMvn resolver to be used as Maven workspace  reader.",0, XMvn Connector for Maven Resolver," This package provides XMvn Connector for Maven Resolver, which
provides integration of Maven Resolver with XMvn.  It provides an
adapter which allows XMvn resolver to be used as Maven workspace
reader.",0
gl-manpages,库, OpenGL manpages  OpenGL manpages,0, OpenGL manpages, OpenGL manpages,0
perl-sort,库," Perl pragma to control sort() behavior  With the ""sort"" pragma you can control the behavior of the builtin ""sort()""  function.",0, Perl pragma to control sort() behavior," With the ""sort"" pragma you can control the behavior of the builtin ""sort()""
function.",0
python3-policycoreutils,库, SELinux policy core python3 interfaces  The python3-policycoreutils package contains the interfaces that can be used  by python 3 in an SELinux environment.,0, SELinux policy core python3 interfaces," The python3-policycoreutils package contains the interfaces that can be used
by python 3 in an SELinux environment.",0
xmlto,工具, A tool for converting XML files to various formats  This is a package for converting XML files to various formats using XSL  stylesheets.,1, A tool for converting XML files to various formats," This is a package for converting XML files to various formats using XSL
stylesheets.",1
gvfs-smb,工具, Windows fileshare support for gvfs  This package provides support for reading and writing files on windows  shares (SMB) to applications using gvfs.,1, Windows fileshare support for gvfs," This package provides support for reading and writing files on windows
shares (SMB) to applications using gvfs.",1
langpacks-sk,其它, Slovak langpacks meta-package  This package provides Slovak langpacks meta-package.,3, Slovak langpacks meta-package, This package provides Slovak langpacks meta-package.,3
sblim-wbemcli,工具," SBLIM WBEM Command Line Interface  WBEM Command Line Interface is a standalone, command line WBEM client. It is  specially suited for basic systems management tasks as it can be used in  scripts.",1, SBLIM WBEM Command Line Interface," WBEM Command Line Interface is a standalone, command line WBEM client. It is
specially suited for basic systems management tasks as it can be used in
scripts.",1
guice-throwingproviders,库, ThrowingProviders extension module for Guice  Guice is a lightweight dependency injection framework for Java 5  and above. This package provides ThrowingProviders module for Guice.,0, ThrowingProviders extension module for Guice," Guice is a lightweight dependency injection framework for Java 5
and above. This package provides ThrowingProviders module for Guice.",0
traceroute,工具,"Traces the route taken by packets over an IPv4/IPv6 network  The traceroute utility displays the route used by IP packets on their  way to a specified network (or Internet) host.  Traceroute displays  the IP number and host name (if possible) of the machines along the  route taken by the packets.  Traceroute is used as a network debugging  tool.  If you're having network connectivity problems, traceroute will  show you where the trouble is coming from along the route.    Install traceroute if you need a tool for diagnosing network connectivity  problems. ",1,Traces the route taken by packets over an IPv4/IPv6 network ,"The traceroute utility displays the route used by IP packets on their
way to a specified network (or Internet) host.  Traceroute displays
the IP number and host name (if possible) of the machines along the
route taken by the packets.  Traceroute is used as a network debugging
tool.  If you're having network connectivity problems, traceroute will
show you where the trouble is coming from along the route.

Install traceroute if you need a tool for diagnosing network connectivity
problems. ",1
maven-artifact,工具, Compatibility Maven artifact artifact  Maven artifact manager artifact,1, Compatibility Maven artifact artifact, Maven artifact manager artifact,1
pykickstart,工具, Python utilities for manipulating kickstart files.  Python utilities for manipulating kickstart files.  The Python 2 and 3 libraries  can be found in the packages python-kickstart and python3-kickstart  respectively.,1, Python utilities for manipulating kickstart files.," Python utilities for manipulating kickstart files.  The Python 2 and 3 libraries
can be found in the packages python-kickstart and python3-kickstart
respectively.",0
hunspell-si,工具, Sinhala hunspell dictionaries  Sinhala hunspell dictionaries.,1, Sinhala hunspell dictionaries, Sinhala hunspell dictionaries.,1
ps_mem,工具,"Memory profiling tool  The ps_mem tool reports how much core memory is used per program  (not per process). In detail it reports:  sum(private RAM for program processes) + sum(Shared RAM for program processes)  The shared RAM is problematic to calculate, and the tool automatically  selects the most accurate method available for the running kernel. ",1,Memory profiling tool ,"The ps_mem tool reports how much core memory is used per program
(not per process). In detail it reports:
sum(private RAM for program processes) + sum(Shared RAM for program processes)
The shared RAM is problematic to calculate, and the tool automatically
selects the most accurate method available for the running kernel. ",1
texlive-collection-basic,工具," Essential programs and files  These files are regarded as basic for any TeX system, covering  plain TeX macros, Computer Modern fonts, and configuration for  common drivers; no LaTeX.",1, Essential programs and files," These files are regarded as basic for any TeX system, covering
plain TeX macros, Computer Modern fonts, and configuration for
common drivers; no LaTeX.",1
bpg-nateli-condenced-fonts,其它, Nateli Condenced family of BPG Georgian fonts  BPG Fonts are a set of GPL licensed Georgian Unicode fonts.    This package contains the Nateli Condenced font family.,3, Nateli Condenced family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Nateli Condenced font family.",3
texlive-finstrut,工具, Adjust behaviour of the ends of footnotes  The LaTeX internal command \@finalstrut is used automatically  used at the end of footnote texts to insert a strut to avoid  mis-spacing of multiple footnotes. Unfortunately the command  can cause a blank line at the end of a footnote. The package  provides a solution to this problem.,1, Adjust behaviour of the ends of footnotes," The LaTeX internal command \@finalstrut is used automatically
used at the end of footnote texts to insert a strut to avoid
mis-spacing of multiple footnotes. Unfortunately the command
can cause a blank line at the end of a footnote. The package
provides a solution to this problem.",1
texlive-fncychap,工具, Seven predefined chapter heading styles  Each style can be modified using a set of simple commands.  Optionally one can modify the formatting routines in order to  create additional chapter headings. This package was previously  known as FancyChapter.,1, Seven predefined chapter heading styles," Each style can be modified using a set of simple commands.
Optionally one can modify the formatting routines in order to
create additional chapter headings. This package was previously
known as FancyChapter.",1
hunspell-es,工具," Spanish hunspell dictionaries  Spanish (Spain, Mexico, etc.) hunspell dictionaries.",1, Spanish hunspell dictionaries," Spanish (Spain, Mexico, etc.) hunspell dictionaries.",1
perl-ExtUtils-Embed,库, Utilities for embedding Perl in C/C++ applications  Utilities for embedding Perl in C/C++ applications.,0, Utilities for embedding Perl in C/C++ applications, Utilities for embedding Perl in C/C++ applications.,1
python3-dnf,库, Python 3 interface to DNF  Python 3 interface to DNF.,0, Python 3 interface to DNF, Python 3 interface to DNF.,0
maven-source-plugin-javadoc,库, Javadoc for maven-source-plugin  API documentation for maven-source-plugin.,0, Javadoc for maven-source-plugin, API documentation for maven-source-plugin.,0
pcp-pmda-denki,服务, Performance Co-Pilot (PCP) metrics dealing with electrical power  This package contains the PCP Performance Metrics Domain Agent (PMDA) for  collecting metrics related to the electrical power consumed by and inside  the system.,2, Performance Co-Pilot (PCP) metrics dealing with electrical power," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics related to the electrical power consumed by and inside
the system.",2
pcp-pmda-haproxy,服务, Performance Co-Pilot (PCP) metrics for HAProxy  This package contains the PCP Performance Metrics Domain Agent (PMDA) for  extracting performance metrics from HAProxy over the HAProxy stats socket.,2, Performance Co-Pilot (PCP) metrics for HAProxy," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
extracting performance metrics from HAProxy over the HAProxy stats socket.",2
java-1.8.0-openjdk-accessibility,库," OpenJDK 8 accessibility connector  Enables accessibility support in OpenJDK 8 by using java-atk-wrapper. This allows  compatible at-spi2 based accessibility programs to work for AWT and Swing-based  programs.    Please note, the java-atk-wrapper is still in beta, and OpenJDK 8 itself is still  being tuned to be working with accessibility features. There are known issues  with accessibility on, so please do not install this package unless you really  need to.",0, OpenJDK 8 accessibility connector," Enables accessibility support in OpenJDK 8 by using java-atk-wrapper. This allows
compatible at-spi2 based accessibility programs to work for AWT and Swing-based
programs.

Please note, the java-atk-wrapper is still in beta, and OpenJDK 8 itself is still
being tuned to be working with accessibility features. There are known issues
with accessibility on, so please do not install this package unless you really
need to.",0
tesseract-langpack-vie,工具, Vietnamese language data for tesseract-tessdata  This package contains the fast integer version of the Vietnamese language  trained models for the Tesseract Open Source OCR Engine.,1, Vietnamese language data for tesseract-tessdata," This package contains the fast integer version of the Vietnamese language
trained models for the Tesseract Open Source OCR Engine.",1
augeas-libs,库," Libraries for augeas  The libraries for augeas.    Augeas is a library for programmatically editing configuration files. It parses  configuration files into a tree structure, which it exposes through its  public API. Changes made through the API are written back to the initially  read files.",0, Libraries for augeas," The libraries for augeas.

Augeas is a library for programmatically editing configuration files. It parses
configuration files into a tree structure, which it exposes through its
public API. Changes made through the API are written back to the initially
read files.",0
perl-Archive-Tar,库," A module for Perl manipulation of .tar files  Archive::Tar provides an object oriented mechanism for handling tar  files.  It provides class methods for quick and easy files handling  while also allowing for the creation of tar file objects for custom  manipulation.  If you have the IO::Zlib module installed, Archive::Tar  will also support compressed or gzipped tar files.",0, A module for Perl manipulation of .tar files," Archive::Tar provides an object oriented mechanism for handling tar
files.  It provides class methods for quick and easy files handling
while also allowing for the creation of tar file objects for custom
manipulation.  If you have the IO::Zlib module installed, Archive::Tar
will also support compressed or gzipped tar files.",0
antlr-javadoc,库, Javadoc for antlr  Javadoc for antlr.,0, Javadoc for antlr, Javadoc for antlr.,0
texlive-times,工具," URW ""Base 35"" font pack for LaTeX  A set of fonts for use as ""drop-in"" replacements for Adobe's  basic set, comprising: - Century Schoolbook (substituting for  Adobe's New Century Schoolbook); - Dingbats (substituting for  Adobe's Zapf Dingbats); - Nimbus Mono L (substituting for  Abobe's Courier); - Nimbus Roman No9 L (substituting for  Adobe's Times); - Nimbus Sans L (substituting for Adobe's  Helvetica); - Standard Symbols L (substituting for Adobe's  Symbol); - URW Bookman; - URW Chancery L Medium Italic  (substituting for Adobe's Zapf Chancery); - URW Gothic L Book  (substituting for Adobe's Avant Garde); and - URW Palladio L  (substituting for Adobe's Palatino).",1," URW ""Base 35"" font pack for LaTeX"," A set of fonts for use as ""drop-in"" replacements for Adobe's
basic set, comprising: - Century Schoolbook (substituting for
Adobe's New Century Schoolbook); - Dingbats (substituting for
Adobe's Zapf Dingbats); - Nimbus Mono L (substituting for
Abobe's Courier); - Nimbus Roman No9 L (substituting for
Adobe's Times); - Nimbus Sans L (substituting for Adobe's
Helvetica); - Standard Symbols L (substituting for Adobe's
Symbol); - URW Bookman; - URW Chancery L Medium Italic
(substituting for Adobe's Zapf Chancery); - URW Gothic L Book
(substituting for Adobe's Avant Garde); and - URW Palladio L
(substituting for Adobe's Palatino).",1
dde-account-faces,服务, Account faces for Linux Deepin  Account faces for Linux Deepin,2, Account faces for Linux Deepin, Account faces for Linux Deepin,2
NetworkManager-bluetooth,服务,Bluetooth device plugin for NetworkManager  This package contains NetworkManager support for Bluetooth devices. ,2,Bluetooth device plugin for NetworkManager ,This package contains NetworkManager support for Bluetooth devices. ,2
xcb-util-renderutil,库, Convenience functions for the Render extension  XCB util-renderutil module provides the following library:      - renderutil: Convenience functions for the Render extension.,0, Convenience functions for the Render extension," XCB util-renderutil module provides the following library:

  - renderutil: Convenience functions for the Render extension.",0
bacula-libs-sql,库," Bacula SQL libraries  Bacula is a set of programs that allow you to manage the backup, recovery, and  verification of computer data across a network of different computers. It is  based on a client/server architecture.    This package contains the SQL Bacula libraries, which are used by Director and  Storage daemons. You have to select your preferred catalog library through the  alternatives system.",0, Bacula SQL libraries," Bacula is a set of programs that allow you to manage the backup, recovery, and
verification of computer data across a network of different computers. It is
based on a client/server architecture.

This package contains the SQL Bacula libraries, which are used by Director and
Storage daemons. You have to select your preferred catalog library through the
alternatives system.",0
libgnomekbd,库, A keyboard configuration library  The libgnomekbd package contains a GNOME library which manages  keyboard configuration and offers various widgets related to  keyboard configuration.,0, A keyboard configuration library," The libgnomekbd package contains a GNOME library which manages
keyboard configuration and offers various widgets related to
keyboard configuration.",0
tmux,工具,"A terminal multiplexer  tmux is a ""terminal multiplexer.""  It enables a number of terminals (or  windows) to be accessed and controlled from a single terminal.  tmux is  intended to be a simple, modern, BSD-licensed alternative to programs such  as GNU Screen. ",1,A terminal multiplexer ,"tmux is a ""terminal multiplexer.""  It enables a number of terminals (or
windows) to be accessed and controlled from a single terminal.  tmux is
intended to be a simple, modern, BSD-licensed alternative to programs such
as GNU Screen. ",1
mingw64-cpp,工具, MinGW Windows cross-C Preprocessor for the win64 target.  MinGW Windows cross-C Preprocessor for the win64 target,1, MinGW Windows cross-C Preprocessor for the win64 target., MinGW Windows cross-C Preprocessor for the win64 target,0
spirv-tools-libs,库, Library files for spirv-tools  library files for spirv-tools,0, Library files for spirv-tools, library files for spirv-tools,0
texlive-fonts-tlwg,工具," Thai fonts for LaTeX from TLWG  A collection of free Thai fonts, supplied as FontForge sources,  and with LaTeX .fd files. This package depends on the thailatex  package.",1, Thai fonts for LaTeX from TLWG," A collection of free Thai fonts, supplied as FontForge sources,
and with LaTeX .fd files. This package depends on the thailatex
package.",1
